policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay/model/control-plane,200,98.324800,0.001014,0.039884,1.035040,10.960000,False,False
hda,HDA,replay/model/control-plane,200,93.909610,0.000123,0.020202,1.035040,10.960000,False,False
kubernetes-default,K8s default,replay/model/control-plane,200,104.600933,0.005759,0.108029,1.035040,10.960000,False,False
