policy,policy_name,objective_cost,router_node,expert0_node,expert1_node,placement
policy1,policy1-callgraph-traffic-affinity,0.016000000,node-b,node-b,node-b,"{\"aggregator\": \"node-b\", \"expert-0\": \"node-b\", \"expert-1\": \"node-b\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
policy2,policy2-latency-critical-path,0.754716667,node-b,node-b,node-b,"{\"aggregator\": \"node-b\", \"expert-0\": \"node-b\", \"expert-1\": \"node-b\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
policy3,policy3-bandwidth-payload-aware,0.000266000,node-b,node-b,node-c,"{\"aggregator\": \"node-b\", \"expert-0\": \"node-b\", \"expert-1\": \"node-c\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
policy4,policy4-hybrid-dynamics,0.065650929,node-b,node-b,node-b,"{\"aggregator\": \"node-b\", \"expert-0\": \"node-b\", \"expert-1\": \"node-b\", \"frontend\": \"node-a\", \"router\": \"node-b\"}"
