run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
policy-smoke-moe-20260523T181116Z,policy_smoke,run,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,sla_violations,,count,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,migration_count,,count,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
policy-smoke-moe-20260523T181116Z,policy_smoke,run,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
