benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale45,replica5,sinusoidal,cga,replay,500,77.634371,86.717129,0.000000,90.000000,10.810000,0.015911,1.000000
moe-serving,scale45,replica5,sinusoidal,hda,replay,500,74.255085,83.321826,0.000000,90.000000,10.810000,0.015911,1.000000
moe-serving,scale45,replica5,sinusoidal,kubernetes-default,replay,500,82.754658,92.263607,0.000000,90.000000,10.810000,0.015911,1.000000
moe-serving,scale45,replica5,sinusoidal,policy2,replay,500,75.903154,85.432651,0.000000,90.000000,10.810000,0.015911,1.000000
moe-serving,scale45,replica5,sinusoidal,policy3,replay,500,75.013935,83.948412,0.000000,90.000000,10.810000,0.015911,1.000000
