run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,sla_violations,,count,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,scheduler_decision_time_ms,6.04248,ms,raw/gda_overhead_repetitions.csv,graph_build_cpu_ms,measured,median local CPU time used as Algorithm 1 control-plane CPU proxy
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,gda_build_time_ms,6.04703,ms,raw/gda_overhead_repetitions.csv,graph_build_wall_ms,measured,median graph-build wall time across service sizes and repetitions
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,memory_overhead_mb,0.000168,MiB,raw/gda_overhead_repetitions.csv,peak_python_memory_mib,measured,median peak traced Python allocation
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,migration_count,,count,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,dense-pairwise,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,sla_violations,,count,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,scheduler_decision_time_ms,24.743998,ms,raw/gda_overhead_repetitions.csv,graph_build_cpu_ms,measured,median local CPU time used as Algorithm 1 control-plane CPU proxy
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,gda_build_time_ms,24.748575,ms,raw/gda_overhead_repetitions.csv,graph_build_wall_ms,measured,median graph-build wall time across service sizes and repetitions
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,memory_overhead_mb,2.364677,MiB,raw/gda_overhead_repetitions.csv,peak_python_memory_mib,measured,median peak traced Python allocation
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,migration_count,,count,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
gda-scalability-synth-large-20260616T023611Z,gda_overhead_synthetic,sparse-aggregate,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
