benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
online-boutique,scale20,replica3,step,cga,replay,200,78.699924,117.678737,0.000000,120.000000,7.910000,0.011482,
online-boutique,scale20,replica3,step,hda,replay,200,75.403325,114.515626,0.000000,120.000000,7.910000,0.011482,
online-boutique,scale20,replica3,step,kubernetes-default,replay,200,83.900312,126.244890,0.000000,120.000000,7.910000,0.011482,
