benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013445,0.013445,7,7,0,66.603382,66.603382,66.603382,66.603382,120.000000,0.000000,111.526316,0.597199,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013445,0.013445,7,7,0,61.654079,61.654079,61.654079,61.654079,120.000000,0.000000,111.526316,0.552821,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013445,0.013445,7,7,0,53.075675,53.075675,53.075675,53.075675,120.000000,0.000000,111.526316,0.475903,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,1,1.000,replay,mixed,0.979490,0.000826,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013997,0.013997,7,7,0,65.706934,65.706934,65.706934,65.706934,120.000000,0.000000,111.526316,0.589161,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,1,1.000,replay,mixed,0.979490,0.000826,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013997,0.013997,7,7,0,56.058657,56.058657,56.058657,56.058657,120.000000,0.000000,111.526316,0.502650,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,1,1.000,replay,mixed,0.979490,0.000826,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013997,0.013997,7,7,0,53.663335,53.663335,53.663335,53.663335,120.000000,0.000000,111.526316,0.481172,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,2,2.000,replay,mixed,0.980291,0.000817,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013466,0.013466,7,7,0,64.722736,64.722736,64.722736,64.722736,120.000000,0.000000,111.526316,0.580336,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,2,2.000,replay,mixed,0.980291,0.000817,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013466,0.013466,7,7,0,61.131660,61.131660,61.131660,61.131660,120.000000,0.000000,111.526316,0.548137,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,2,2.000,replay,mixed,0.980291,0.000817,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.013466,0.013466,7,7,0,57.452816,57.452816,57.452816,57.452816,120.000000,0.000000,111.526316,0.515150,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,3,3.000,replay,mixed,0.975723,0.004659,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009269,0.009269,7,7,0,64.914873,64.914873,64.914873,64.914873,120.000000,0.000000,111.526316,0.582059,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,3,3.000,replay,mixed,0.975723,0.004659,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009269,0.009269,7,7,0,57.742577,57.742577,57.742577,57.742577,120.000000,0.000000,111.526316,0.517748,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,3,3.000,replay,mixed,0.975723,0.004659,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009269,0.009269,7,7,0,53.808682,53.808682,53.808682,53.808682,120.000000,0.000000,111.526316,0.482475,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,4,4.000,replay,mixed,1.013790,0.037549,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.010069,0.010069,7,7,0,65.119356,65.119356,65.119356,65.119356,120.000000,0.000000,111.526316,0.583892,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,4,4.000,replay,mixed,1.013790,0.037549,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.010069,0.010069,7,7,0,63.262838,63.262838,63.262838,63.262838,120.000000,0.000000,111.526316,0.567246,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,4,4.000,replay,mixed,1.013790,0.037549,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.010069,0.010069,7,7,0,58.442881,58.442881,58.442881,58.442881,120.000000,0.000000,111.526316,0.524028,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,5,5.000,replay,mixed,0.948373,0.064527,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009137,0.009137,7,7,0,68.770996,68.770996,68.770996,68.770996,120.000000,0.000000,111.526316,0.616635,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,cga,CGA,5,5.000,replay,mixed,0.948373,0.064527,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009137,0.009137,7,7,0,67.276716,67.276716,67.276716,67.276716,120.000000,0.000000,111.526316,0.603236,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,hda,HDA,5,5.000,replay,mixed,0.948373,0.064527,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.009137,0.009137,7,7,0,59.223652,59.223652,59.223652,59.223652,120.000000,0.000000,111.526316,0.531029,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-step-steps200-20260612T140705Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,step,stageA,kubernetes-default,K8s default,6,6.000,replay,mixed,0.969039,0.021326,7,1.383511,0.000000,0.388873,1.073814,,,0.000000,0.008866,0.008866,7,7,0,64.969204,64.969204,64.969204,64.969204,120.000000,0.000000,111.526316,0.582546,0.000000,20,,,,,,,,,
