LAST SEEN   TYPE      REASON               OBJECT                                         MESSAGE
17s         Normal    Scheduled            pod/mongodb-user-55f7cf7c5c-bgjnt              Successfully assigned external-hotel-scale10-20260523t172949z/mongodb-user-55f7cf7c5c-bgjnt to emu-worker-9
118s        Normal    Scheduled            pod/consul-5d7cdb7bfb-mrtsw                    Successfully assigned external-hotel-scale10-20260523t172949z/consul-5d7cdb7bfb-mrtsw to emu-worker-7
118s        Warning   FailedScheduling     pod/mongodb-user-7d67879dbd-rbp5x              0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
114s        Warning   FailedScheduling     pod/mongodb-profile-6576866645-r9w9z           0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
2m          Warning   FailedScheduling     pod/mongodb-profile-5688dc4598-s5mgz           0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
2m          Warning   FailedScheduling     pod/mongodb-profile-5688dc4598-s5mgz           0/46 nodes are available: persistentvolumeclaim "profile-pvc" not found. not found
2m1s        Normal    Scheduled            pod/consul-c6446868c-l8kfx                     Successfully assigned external-hotel-scale10-20260523t172949z/consul-c6446868c-l8kfx to emu-worker-10
18s         Normal    Scheduled            pod/mongodb-profile-6576866645-r9w9z           Successfully assigned external-hotel-scale10-20260523t172949z/mongodb-profile-6576866645-r9w9z to emu-worker-8
115s        Normal    Scheduled            pod/user-79b6557f6f-qn7ss                      Successfully assigned external-hotel-scale10-20260523t172949z/user-79b6557f6f-qn7ss to emu-worker-9
2m          Warning   FailedScheduling     pod/mongodb-rate-678f9db787-5r5ps              0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
18s         Normal    Scheduled            pod/mongodb-geo-9bdc96d79-cvjtw                Successfully assigned external-hotel-scale10-20260523t172949z/mongodb-geo-9bdc96d79-cvjtw to emu-worker-6
36s         Warning   FailedScheduling     pod/mongodb-geo-9bdc96d79-cvjtw                0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
113s        Warning   FailedScheduling     pod/mongodb-geo-9bdc96d79-cvjtw                0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
118s        Normal    Scheduled            pod/user-676c8bfb75-txltz                      Successfully assigned external-hotel-scale10-20260523t172949z/user-676c8bfb75-txltz to emu-worker-7
2m          Warning   FailedScheduling     pod/mongodb-geo-6659f97dcb-zd4qz               0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
114s        Warning   FailedScheduling     pod/mongodb-rate-bf947bd-9q2gs                 0/46 nodes are available: pod has unbound immediate PersistentVolumeClaims. not found
26s         Normal    Scheduled            pod/user-55f64968dd-566w4                      Successfully assigned external-hotel-scale10-20260523t172949z/user-55f64968dd-566w4 to emu-worker-4
2m1s        Normal    Scheduled            pod/frontend-6694dddf59-nq6cn                  Successfully assigned external-hotel-scale10-20260523t172949z/frontend-6694dddf59-nq6cn to emu-worker-9
