request_id,status,latency_ms,error
0,200,38.301772903651,
1,200,10.832534986548126,
2,200,9.889839915558696,
3,200,10.67356497514993,
4,200,10.109873954206705,
5,200,11.230351985432208,
6,200,9.932400076650083,
7,200,9.282166021876037,
8,200,10.255709057673812,
9,200,10.172351030632854,
