step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.023415,0.023415,8,10,0
1,0.100,replay,0.000000,0.015179,0.015179,8,10,0
2,0.200,replay,0.000000,0.018024,0.018024,8,10,0
3,0.300,replay,0.000000,0.013866,0.013866,8,10,0
4,0.400,replay,0.000000,0.013966,0.013966,8,10,0
5,0.500,replay,0.000000,0.013536,0.013536,7,8,0
6,0.600,replay,0.000000,0.026198,0.026198,8,10,0
7,0.700,replay,0.000000,0.014507,0.014507,8,9,0
8,0.800,replay,0.000000,0.014307,0.014307,8,10,0
9,0.900,replay,0.000000,0.020849,0.020849,8,10,0
10,1.000,replay,0.000000,0.017263,0.017263,8,10,0
11,1.100,replay,0.000000,0.017924,0.017924,8,10,0
12,1.200,replay,0.000000,0.014217,0.014217,8,10,0
13,1.300,replay,0.000000,0.013154,0.013154,8,10,0
14,1.400,replay,0.000000,0.013515,0.013515,8,10,0
15,1.500,replay,0.000000,0.019507,0.019507,8,9,0
16,1.600,replay,0.000000,0.013836,0.013836,8,9,0
17,1.700,replay,0.000000,0.013455,0.013455,8,9,0
18,1.800,replay,0.000000,0.013265,0.013265,8,9,0
19,1.900,replay,0.000000,0.012754,0.012754,8,9,0
20,2.000,replay,0.000000,0.013505,0.013505,8,9,0
21,2.100,replay,0.000000,0.018154,0.018154,8,9,0
22,2.200,replay,0.000000,0.021040,0.021040,8,9,0
23,2.300,replay,0.000000,0.013806,0.013806,8,9,0
24,2.400,replay,0.000000,0.013866,0.013866,8,9,0
25,2.500,replay,0.000000,0.013746,0.013746,8,9,0
26,2.600,replay,0.000000,0.014628,0.014628,8,9,0
27,2.700,replay,0.000000,0.013766,0.013766,8,9,0
28,2.800,replay,0.000000,0.017383,0.017383,8,9,0
29,2.900,replay,0.000000,0.013455,0.013455,8,9,0
30,3.000,replay,0.000000,0.013596,0.013596,8,9,0
31,3.100,replay,0.000000,0.013055,0.013055,8,9,0
32,3.200,replay,0.000000,0.017943,0.017943,8,9,0
33,3.300,replay,0.000000,0.027853,0.027853,8,9,0
34,3.400,replay,0.000000,0.015819,0.015819,8,9,0
35,3.500,replay,0.000000,0.019366,0.019366,8,10,0
36,3.600,replay,0.000000,0.013777,0.013777,8,10,0
37,3.700,replay,0.000000,0.013376,0.013376,8,10,0
38,3.800,replay,0.000000,0.013967,0.013967,8,10,0
39,3.900,replay,0.000000,0.014347,0.014347,8,9,0
40,4.000,replay,0.000000,0.013054,0.013054,8,9,0
41,4.100,replay,0.000000,0.013495,0.013495,8,9,0
42,4.200,replay,0.000000,0.017373,0.017373,8,9,0
43,4.300,replay,0.000000,0.013315,0.013315,8,9,0
44,4.400,replay,0.000000,0.013385,0.013385,8,9,0
45,4.500,replay,0.000000,0.013244,0.013244,8,9,0
46,4.600,replay,0.000000,0.013826,0.013826,8,9,0
47,4.700,replay,0.000000,0.016111,0.016111,8,9,0
48,4.800,replay,0.000000,0.021621,0.021621,8,9,0
49,4.900,replay,0.000000,0.014036,0.014036,8,9,0
50,5.000,replay,0.000000,0.013475,0.013475,8,9,0
51,5.100,replay,0.000000,0.016341,0.016341,8,9,0
52,5.200,replay,0.000000,0.019928,0.019928,8,9,0
53,5.300,replay,0.000000,0.023824,0.023824,8,9,0
54,5.400,replay,0.000000,0.021110,0.021110,8,9,0
55,5.500,replay,0.000000,0.050665,0.050665,8,9,0
56,5.600,replay,0.000000,0.021801,0.021801,8,9,0
57,5.700,replay,0.000000,0.022803,0.022803,8,9,0
58,5.800,replay,0.000000,0.021140,0.021140,8,9,0
59,5.900,replay,0.000000,0.014397,0.014397,8,9,0
60,6.000,replay,0.000000,0.013525,0.013525,8,9,0
61,6.100,replay,0.000000,0.013375,0.013375,8,9,0
62,6.200,replay,0.000000,0.017875,0.017875,8,9,0
63,6.300,replay,0.000000,0.014698,0.014698,8,9,0
64,6.400,replay,0.000000,0.013546,0.013546,8,9,0
