benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
online-boutique,scale45,replica5,linear,cga,replay,500,84.714490,113.740580,0.000000,120.000000,13.364000,0.012151,
online-boutique,scale45,replica5,linear,hda,replay,500,81.193956,109.216375,0.000000,120.000000,13.364000,0.012151,
online-boutique,scale45,replica5,linear,kubernetes-default,replay,500,90.229367,120.947704,0.000000,120.000000,13.364000,0.012151,
