step,time_s,source,destination,weight
0,0.0,aggregator,cache,15.872280
0,0.0,expert-0,aggregator,72.237046
0,0.0,expert-1,aggregator,14.248703
0,0.0,expert-2,aggregator,5.428077
0,0.0,frontend,router,86.558446
0,0.0,frontend,tokenizer,61.574752
0,0.0,router,cache,5.088822
0,0.0,router,expert-0,80.282232
0,0.0,router,expert-1,15.944977
0,0.0,router,expert-2,6.106587
1,0.1,aggregator,cache,15.828738
1,0.1,expert-0,aggregator,72.038882
1,0.1,expert-1,aggregator,14.209615
1,0.1,expert-2,aggregator,5.413187
1,0.1,frontend,router,86.320995
1,0.1,frontend,tokenizer,61.405837
1,0.1,router,cache,5.074863
1,0.1,router,expert-0,80.061998
1,0.1,router,expert-1,15.901236
1,0.1,router,expert-2,6.089835
2,0.2,aggregator,cache,15.707347
2,0.2,expert-0,aggregator,71.486414
2,0.2,expert-1,aggregator,14.100641
2,0.2,expert-2,aggregator,5.371673
2,0.2,frontend,router,85.658998
2,0.2,frontend,tokenizer,60.934914
2,0.2,router,cache,5.035943
2,0.2,router,expert-0,79.448001
2,0.2,router,expert-1,15.779289
2,0.2,router,expert-2,6.043132
3,0.30000000000000004,aggregator,cache,16.283299
3,0.30000000000000004,expert-0,aggregator,74.107657
3,0.30000000000000004,expert-1,aggregator,14.617679
3,0.30000000000000004,expert-2,aggregator,5.568640
3,0.30000000000000004,frontend,router,88.799917
3,0.30000000000000004,frontend,tokenizer,63.169258
3,0.30000000000000004,router,cache,5.220600
3,0.30000000000000004,router,expert-0,82.361177
3,0.30000000000000004,router,expert-1,16.357879
3,0.30000000000000004,router,expert-2,6.264720
4,0.4,aggregator,cache,15.757210
4,0.4,expert-0,aggregator,71.713346
4,0.4,expert-1,aggregator,14.145403
4,0.4,expert-2,aggregator,5.388725
4,0.4,frontend,router,85.930920
4,0.4,frontend,tokenizer,61.128351
4,0.4,router,cache,5.051930
4,0.4,router,expert-0,79.700207
4,0.4,router,expert-1,15.829380
4,0.4,router,expert-2,6.062316
5,0.5,expert-0,aggregator,56.066458
5,0.5,expert-1,aggregator,13.759214
5,0.5,expert-2,aggregator,5.241605
5,0.5,frontend,router,72.633676
5,0.5,frontend,tokenizer,56.721659
5,0.5,router,expert-0,61.097464
