time_s,src,dst,latency_ms,bandwidth_mbps
0.0,0,1,15.216594263954718,626.1437144456422
0.0,0,2,18.11406453069064,538.0333198466346
0.0,0,3,17.892940767306754,542.9708263230848
0.0,0,4,46.17176578628322,286.82075268169575
0.0,0,5,58.92771941486245,342.97116302384217
0.0,0,6,27.773862679781956,392.5482202181654
0.0,0,7,23.192783577210413,450.6087202079752
0.0,1,0,15.31526900661423,622.8046816188911
0.0,1,2,36.042571089854874,414.1629554480492
0.0,1,3,16.2195125652825,588.687601792812
0.0,1,4,19.413131489776088,510.04833150221475
0.0,1,5,21.55207807396954,471.61202742377503
0.0,1,6,23.704990875095547,441.31966044145963
0.0,1,7,20.79296165944418,482.0062720247524
0.0,2,0,17.80872441304613,546.1971415264017
0.0,2,1,16.476165813969672,583.5213509128167
0.0,2,3,13.641514462501565,679.4424920259631
0.0,2,4,16.958383472595237,568.9325483848236
0.0,2,5,16.298308057913736,577.5054977562219
0.0,2,6,20.823266092859107,484.65644801855933
0.0,2,7,19.788218377708695,500.2257936004386
0.0,3,0,17.578201515616655,549.7870772253797
0.0,3,1,15.649455449160296,603.9291124046667
0.0,3,2,16.559600348884935,580.6980281104651
0.0,3,4,17.29131425428696,555.9377228481732
0.0,3,5,15.453611025874855,609.1653681610773
0.0,3,6,17.734195525447376,546.4087432408146
0.0,3,7,17.983787719426573,535.4779920283237
0.0,4,0,21.671164593594625,469.4805934059207
0.0,4,1,18.658763096903172,526.3855509973085
0.0,4,2,16.468033282662137,582.0429498025444
0.0,4,3,17.32844215907997,554.6813598767477
0.0,4,5,16.719935547923612,575.2724807166286
0.0,4,6,14.655342436947802,630.5085262853133
0.0,4,7,17.964491652698655,541.4212617724494
0.0,5,0,17.3060414348389,537.5563880167305
0.0,5,1,23.93503266051693,428.96143620018756
0.0,5,2,17.63571025340806,548.5416209190703
0.0,5,3,18.427387061875702,529.6560738673622
0.0,5,4,17.849445639246994,537.0512381633107
0.0,5,6,17.762490372911067,539.9936982187315
0.0,5,7,18.32829439758656,532.3054959193031
0.0,6,0,20.701790387816782,483.17460320675235
0.0,6,1,21.21418400825005,478.78004423183535
0.0,6,2,61.049857932542906,311.7960478054226
0.0,6,3,21.739655279943733,459.66322764629354
0.0,6,4,15.35899842505859,611.6950075929394
0.0,6,5,20.04850083049631,462.6378951586496
0.0,6,7,17.552355345284475,547.1044110149792
0.0,7,0,27.86822194622232,398.9479442069047
0.0,7,1,24.253115965689453,437.6654824497274
0.0,7,2,25.896083882963435,408.3668104683544
0.0,7,3,49.6859328383556,366.27585118976435
0.0,7,4,19.225961151123585,514.1018455868805
0.0,7,5,18.810555877930007,519.4113608186935
0.0,7,6,17.723191803142363,541.3235138429269
240.0,0,1,14.8226810731841,637.1627090462346
240.0,0,2,19.85280866990646,484.24237350449323
240.0,0,3,18.310278106222384,520.6238772498218
240.0,0,4,61.20674274868987,153.54432745456495
240.0,0,5,76.2945086603238,231.53461230238162
240.0,0,6,28.057830554388822,357.4092611835108
240.0,0,7,25.340745531196646,389.9062852343552
240.0,1,0,12.239171010916387,724.5855355330507
240.0,1,2,45.34108147732063,320.34983552132246
240.0,1,3,17.568352484801288,545.3214517281813
240.0,1,4,20.597771993000848,471.0840369343214
240.0,1,5,20.955028421185347,462.7444208680264
240.0,1,6,22.303490357681554,436.7247247275983
240.0,1,7,23.15212750480541,420.2743034293226
240.0,2,0,16.634535461596705,570.2887430156253
240.0,2,1,16.184570730168865,591.0780256863172
240.0,2,3,16.029391776694936,596.3290920251295
240.0,2,4,16.718552387584424,568.0423981620988
240.0,2,5,20.777815845367527,467.18485987090446
240.0,2,6,20.576710973355475,469.5156211717306
240.0,2,7,30.755637107456344,306.7483578181219
240.0,3,0,22.187233742432312,436.66135204342334
240.0,3,1,19.625880136695802,490.30971930063174
240.0,3,2,17.485414895718097,547.0590472305588
240.0,3,4,18.148233137612287,524.630087111646
240.0,3,5,19.107125940621657,504.1795533239183
240.0,3,6,17.79371988606401,531.8108849564715
240.0,3,7,19.142418427441473,495.186872070158
240.0,4,0,21.694006363000987,449.51804790332267
240.0,4,1,21.67911044214554,447.66568621991485
240.0,4,2,43.69394539757078,407.21497724632695
240.0,4,3,16.857109044189027,568.3201501931937
240.0,4,5,16.263352001712494,588.4121636356293
240.0,4,6,16.79097436289023,566.106065338708
240.0,4,7,19.52223293680582,494.3767912472189
240.0,5,0,24.901355601580235,397.654241035151
240.0,5,1,23.494943608208857,417.2845178569174
240.0,5,2,18.677359434652747,512.6740634827333
240.0,5,3,21.30371566760694,445.44974417517903
240.0,5,4,25.881290006791943,320.0470723938877
240.0,5,6,17.806592611543536,536.1907854296378
240.0,5,7,17.44279479358291,548.6784642607546
