probe_id,timestamp,rtt_ms
1,1780386303,21.682692666666668
1,1780386542,18.00858
1,1780386783,18.171908
1,1780387022,17.055747999999998
1,1780387262,21.127172
1,1780387502,17.088259666666662
1,1780387743,18.04826
1,1780387982,17.45433966666667
1,1780388223,18.09689966666667
1,1780388463,16.776452
1,1780388703,18.842116
1,1780388943,17.445891666666668
1,1780389182,19.771652
1,1780389424,18.807044
1,1780389662,18.308355666666667
1,1780389904,20.094980666666668
1,1780390144,17.195780000000003
1,1780390383,19.038467999999998
1,1780390621,17.295108
1,1780390864,18.687236000000002
1,1780391104,17.2521
1,1780391343,17.003011333333333
1,1780391585,18.705924333333332
1,1780391824,17.952771666666667
1,1780392061,17.495556000000004
1,1780392302,18.900484000000002
1,1780392541,18.351876333333333
1,1780392784,17.931268
1,1780393023,17.422852000000002
1,1780393264,17.658115666666667
1,1780393504,18.10099533333333
1,1780393741,31.345414666666667
1,1780393984,21.093124666666668
1,1780394223,18.107651999999998
1,1780394463,17.473028
1,1780394704,17.436676000000002
1,1780394944,17.368323666666665
1,1780395182,16.876292
1,1780395421,28.461830000000003
1,1780395661,24.104453333333336
1,1780395903,19.962884
1,1780396145,18.568964
1,1780396383,19.729156
1,1780396621,17.446404
1,1780396863,17.854979666666665
1,1780397101,17.554947666666667
1,1780397341,16.588803666666667
1,1780397581,18.117636
1,1780397823,43.951369666666665
1,1780398064,19.087108
1,1780398304,20.174596666666666
1,1780398541,18.269188
1,1780398784,17.37190766666667
1,1780399022,17.206019333333334
1,1780399263,18.115587666666666
1,1780399504,18.521348
1,1780399744,17.359364
1,1780399981,17.72698
1,1780400224,17.704196
1,1780400461,17.317891333333332
1,1780400702,17.571331999999998
1,1780400943,16.671491666666668
1,1780401181,18.154499666666666
1,1780401421,18.397188
1,1780401663,17.908227999999998
1,1780401902,19.290372333333334
1,1780402144,119.79855166666668
1,1780402381,16.806915999999998
1,1780402621,16.448259333333333
1,1780402863,17.99705966666667
1,1780403101,17.4249
1,1780403342,18.938627666666665
1,1780403583,18.952195666666665
1,1780403822,17.598724
1,1780404062,18.404612
1,1780404304,17.879043999999997
1,1780404542,17.834244
1,1780404782,17.614340333333335
1,1780405023,17.813252333333335
1,1780405263,18.633732
1,1780405504,16.889348000000002
1,1780405743,19.287299666666666
1,1780405984,25.209605333333332
1,1780406224,23.329029333333335
1,1780406461,17.619715666666664
1,1780406704,19.025156
1,1780406941,18.22362
1,1780407184,19.943428
1,1780407424,18.078212000000004
1,1780407661,17.849604
1,1780407904,17.8025
1,1780408144,17.863683333333338
1,1780408383,19.013892
1,1780408623,17.849604333333332
1,1780408863,17.486595666666666
1,1780432863,17.942532
1,1780433103,17.349124
1,1780433345,19.400452
1,1780433583,17.190403666666665
1,1780433822,17.29178
1,1780434064,18.245892
1,1780434303,17.035523666666666
1,1780434541,16.96922
1,1780434782,19.2809
1,1780435022,17.63994
1,1780435264,17.479683666666666
1,1780435502,21.247492666666666
1,1780435743,18.637059999999998
1,1780435982,22.455044333333333
1,1780436223,19.529732
1,1780436462,17.547012
1,1780436704,18.014979999999998
1,1780436944,17.047556
1,1780437183,17.362947333333334
1,1780437423,36.967176
1,1780437663,18.43789166666667
1,1780437917,-1.0
1,1780438382,17.28025966666667
1,1780438621,18.096132
1,1780438861,16.757763666666666
1,1780439102,17.604355666666667
1,1780439343,17.700868
1,1780439585,17.622532333333332
1,1780439822,16.93209966666667
1,1780440061,18.432772
1,1780440301,41.270792666666665
1,1780440544,16.469252
1,1780440784,17.86905966666667
1,1780441024,16.67994
1,1780441262,19.758084
1,1780441502,18.720771666666668
1,1780441741,17.873923333333334
1,1780441983,17.218052
1,1780442224,17.286147666666665
1,1780442464,16.490755333333336
1,1780442704,19.484164333333332
1,1780442944,18.152452
1,1780443184,18.395908000000002
1,1780443424,16.884483666666668
1,1780443662,26.956294
1,1780443904,17.584131666666668
1,1780444143,16.550148
1,1780444382,18.74355566666667
1,1780444622,16.91085166666667
1,1780444863,18.29606766666667
1,1780445102,17.168388000000004
1,1780445342,17.598979333333332
1,1780445582,16.701699666666666
1,1780445824,18.24282
1,1780446062,16.52864333333333
1,1780446304,18.495748333333335
1,1780446541,18.059524
1,1780446781,18.57434
1,1780447022,17.626372
1,1780447264,16.540676
1,1780447504,17.370627666666667
1,1780447745,18.3401
1,1780447984,16.76851566666667
1,1780448224,18.565635666666665
1,1780448464,19.769859999999998
1,1780448704,17.334532
1,1780448942,17.392388
1,1780449183,16.871171666666665
1,1780449423,17.588995333333333
1,1780449664,20.235524333333334
1,1780449904,18.141187666666667
1,1780450143,18.127876
1,1780450382,17.646596
1,1780450624,17.34502733333333
1,1780450863,21.572357
1,1780451103,17.008132
1,1780451344,17.31098
1,1780451583,18.723844
1,1780451823,19.017987666666667
1,1780452062,18.520836
1,1780452301,16.987396
1,1780452541,19.435523999999997
1,1780452782,16.595716
1,1780453024,18.059268
