service_count,repetition,mode,scenario,vertex_count,active_edges,graph_edges,replicas,scrape_interval_seconds,query_count,prometheus_query_latency_ms,graph_build_wall_ms,graph_build_cpu_ms,peak_python_memory_mib,dense_pairwise_enabled,dense_skipped_reason
100,6,dense-pairwise,synthetic_control_plane,100,400,400,1,15.0,19800,0.0,0.840873,0.838513,0.000168,True,
250,0,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,6.308251,6.304242,0.583237,True,
250,0,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.916892,5.913789,0.000168,True,
250,1,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,5.85709,5.853416,0.576714,True,
250,1,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,6.299062,6.295555,0.000168,True,
250,2,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,5.788542,5.785228,0.587448,True,
250,2,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.856851,5.853406,0.000168,True,
250,3,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,16.474646,16.470864,0.583092,True,
250,3,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.732065,5.728572,0.000168,True,
250,4,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,5.426379,5.42337,0.587448,True,
250,4,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.88365,5.880037,0.000168,True,
250,5,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,6.029715,6.02642,0.58342,True,
250,5,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.712347,5.708113,0.000168,True,
250,6,sparse-aggregate,synthetic_control_plane,250,1000,1000,1,15.0,2,0.0,5.557858,5.554446,0.576714,True,
250,6,dense-pairwise,synthetic_control_plane,250,1000,1000,1,15.0,124500,0.0,5.751222,5.748208,0.000168,True,
500,0,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,14.417844,14.412725,1.180305,True,
500,0,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,20.751008,20.746983,0.000168,True,
500,1,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,11.500317,11.496146,1.175644,True,
500,1,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,21.326443,21.32108,0.000168,True,
500,2,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,11.924567,11.919891,1.175644,True,
500,2,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,20.770085,20.764465,0.000168,True,
500,3,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,11.762191,11.758347,1.175644,True,
500,3,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,20.073523,20.068982,0.000168,True,
500,4,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,12.396044,12.391176,1.180466,True,
500,4,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,20.819538,20.815541,0.000168,True,
500,5,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,15.708334,15.703726,1.194931,True,
500,5,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,20.672662,20.668697,0.000168,True,
500,6,sparse-aggregate,synthetic_control_plane,500,2000,2000,1,15.0,2,0.0,13.938249,13.934418,1.194931,True,
500,6,dense-pairwise,synthetic_control_plane,500,2000,2000,1,15.0,499000,0.0,19.924262,19.919871,0.000168,True,
1000,0,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,40.893443,40.886596,2.351242,True,
1000,0,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,90.964248,90.959318,0.000168,True,
1000,1,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,25.756987,25.751526,2.364731,True,
1000,1,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,93.703678,93.679298,0.000168,True,
1000,2,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,24.86076,24.855477,2.346451,True,
1000,2,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,99.324301,99.315075,0.000168,True,
1000,3,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,30.541518,30.535527,2.364677,True,
1000,3,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,97.340748,97.331206,0.000168,True,
1000,4,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,28.685061,28.679267,2.364677,True,
1000,4,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,98.072935,98.062608,0.000168,True,
1000,5,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,37.97704,37.970479,2.364677,True,
1000,5,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,111.331494,111.320407,0.000168,True,
1000,6,sparse-aggregate,synthetic_control_plane,1000,4000,4000,1,15.0,2,0.0,42.29983,42.291241,2.346451,True,
1000,6,dense-pairwise,synthetic_control_plane,1000,4000,4000,1,15.0,1998000,0.0,99.201891,99.188549,0.000168,True,
5000,0,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,204.271664,204.234773,12.086334,True,
5000,1,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,211.070748,211.060239,12.08625,True,
5000,2,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,175.348205,175.317247,12.086197,True,
5000,3,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,143.762231,143.751469,12.086205,True,
5000,4,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,170.568353,170.557362,12.08625,True,
5000,5,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,167.963586,167.948571,12.086433,True,
5000,6,sparse-aggregate,synthetic_control_plane,5000,20000,20000,1,15.0,2,0.0,168.209088,168.163593,12.086357,True,
10000,0,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,351.132137,351.095581,23.679993,True,
10000,1,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,397.604147,397.577879,23.674995,True,
10000,2,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,374.397021,374.365113,23.675232,True,
10000,3,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,469.475058,469.455878,23.675209,True,
10000,4,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,459.938638,459.893778,23.674995,True,
10000,5,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,426.217924,426.197324,23.675209,True,
10000,6,sparse-aggregate,synthetic_control_plane,10000,40000,40000,1,15.0,2,0.0,472.4503,472.322703,23.674995,True,
20000,0,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,974.989686,974.834573,48.354103,True,
20000,1,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,886.493304,886.411951,48.353966,True,
20000,2,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,802.776766,802.695365,48.354202,True,
20000,3,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,840.026887,839.905416,48.353966,True,
20000,4,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,789.912498,789.826355,48.354179,True,
20000,5,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,873.778581,873.671223,48.353966,True,
20000,6,sparse-aggregate,synthetic_control_plane,20000,80000,80000,1,15.0,2,0.0,973.246283,973.13614,48.353966,True,
50000,0,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2358.891733,2358.644647,121.0383,True,
50000,1,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2696.726879,2696.579041,121.038399,True,
50000,2,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2193.262923,2193.090988,121.038399,True,
50000,3,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2429.758361,2429.609747,121.038399,True,
50000,4,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2431.798335,2431.500339,121.038399,True,
50000,5,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2322.289341,2322.000257,121.038635,True,
50000,6,sparse-aggregate,synthetic_control_plane,50000,200000,200000,1,15.0,2,0.0,2567.608548,2567.399545,121.038399,True,
