LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
10s         Normal   Scheduled           pod/text-service-5d494ccd4-9jvmw              Successfully assigned pss-20260523184422z-s20-p1/text-service-5d494ccd4-9jvmw to emu-worker-10
10s         Normal   Scheduled           pod/compose-post-service-64d956f48-x6fvv      Successfully assigned pss-20260523184422z-s20-p1/compose-post-service-64d956f48-x6fvv to emu-worker-10
10s         Normal   Scheduled           pod/user-timeline-service-ff9b5bb6-c82ph      Successfully assigned pss-20260523184422z-s20-p1/user-timeline-service-ff9b5bb6-c82ph to emu-worker-10
10s         Normal   Scheduled           pod/user-service-85d78fb856-9qckb             Successfully assigned pss-20260523184422z-s20-p1/user-service-85d78fb856-9qckb to emu-worker-10
10s         Normal   Scheduled           pod/unique-id-service-5668cd59d6-fdcn2        Successfully assigned pss-20260523184422z-s20-p1/unique-id-service-5668cd59d6-fdcn2 to emu-worker-10
10s         Normal   Scheduled           pod/nginx-thrift-744bb9c6cc-fqz5v             Successfully assigned pss-20260523184422z-s20-p1/nginx-thrift-744bb9c6cc-fqz5v to emu-worker-10
10s         Normal   Scheduled           pod/home-timeline-service-5ff4c6d6fd-xk5ff    Successfully assigned pss-20260523184422z-s20-p1/home-timeline-service-5ff4c6d6fd-xk5ff to emu-worker-10
10s         Normal   Scheduled           pod/media-service-6897876856-5tkcb            Successfully assigned pss-20260523184422z-s20-p1/media-service-6897876856-5tkcb to emu-worker-10
10s         Normal   SuccessfulCreate    replicaset/home-timeline-service-5ff4c6d6fd   Created pod: home-timeline-service-5ff4c6d6fd-xk5ff
10s         Normal   SuccessfulCreate    replicaset/text-service-5d494ccd4             Created pod: text-service-5d494ccd4-9jvmw
10s         Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-744bb9c6cc from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5ff4c6d6fd from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-ff9b5bb6 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/user-timeline-service-ff9b5bb6     Created pod: user-timeline-service-ff9b5bb6-c82ph
10s         Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-85d78fb856 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/user-service-85d78fb856            Created pod: user-service-85d78fb856-9qckb
10s         Normal   SuccessfulCreate    replicaset/media-service-6897876856           Created pod: media-service-6897876856-5tkcb
10s         Normal   ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-6897876856 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-64d956f48 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-5668cd59d6 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/unique-id-service-5668cd59d6       Created pod: unique-id-service-5668cd59d6-fdcn2
10s         Normal   SuccessfulCreate    replicaset/compose-post-service-64d956f48     Created pod: compose-post-service-64d956f48-x6fvv
10s         Normal   ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-5d494ccd4 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/nginx-thrift-744bb9c6cc            Created pod: nginx-thrift-744bb9c6cc-fqz5v
9s          Normal   Started             pod/compose-post-service-64d956f48-x6fvv      Container started
9s          Normal   Pulled              pod/nginx-thrift-744bb9c6cc-fqz5v             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal   Pulled              pod/home-timeline-service-5ff4c6d6fd-xk5ff    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal   Created             pod/compose-post-service-64d956f48-x6fvv      Container created
9s          Normal   Started             pod/home-timeline-service-5ff4c6d6fd-xk5ff    Container started
9s          Normal   Pulled              pod/compose-post-service-64d956f48-x6fvv      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal   Started             pod/nginx-thrift-744bb9c6cc-fqz5v             Container started
9s          Normal   Created             pod/home-timeline-service-5ff4c6d6fd-xk5ff    Container created
9s          Normal   Created             pod/nginx-thrift-744bb9c6cc-fqz5v             Container created
8s          Normal   Pulled              pod/user-timeline-service-ff9b5bb6-c82ph      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal   Started             pod/user-timeline-service-ff9b5bb6-c82ph      Container started
8s          Normal   Pulled              pod/text-service-5d494ccd4-9jvmw              Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal   Created             pod/user-timeline-service-ff9b5bb6-c82ph      Container created
8s          Normal   Pulled              pod/user-service-85d78fb856-9qckb             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal   Created             pod/user-service-85d78fb856-9qckb             Container created
8s          Normal   Started             pod/user-service-85d78fb856-9qckb             Container started
7s          Normal   Pulled              pod/unique-id-service-5668cd59d6-fdcn2        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal   Created             pod/media-service-6897876856-5tkcb            Container created
7s          Normal   Started             pod/text-service-5d494ccd4-9jvmw              Container started
7s          Normal   Started             pod/media-service-6897876856-5tkcb            Container started
7s          Normal   Started             pod/unique-id-service-5668cd59d6-fdcn2        Container started
7s          Normal   Created             pod/unique-id-service-5668cd59d6-fdcn2        Container created
7s          Normal   Pulled              pod/media-service-6897876856-5tkcb            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal   Created             pod/text-service-5d494ccd4-9jvmw              Container created
