LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
8s          Normal    Scheduled           pod/text-service-7f74645d8f-tpmnn             Successfully assigned pss-20260523184422z-s30-k8s/text-service-7f74645d8f-tpmnn to emu-worker-1
9s          Normal    Scheduled           pod/user-service-84b9c58789-7rp65             Successfully assigned pss-20260523184422z-s30-k8s/user-service-84b9c58789-7rp65 to emu-worker-3
11s         Normal    Scheduled           pod/compose-post-service-65ccb6bfdf-9rp5h     Successfully assigned pss-20260523184422z-s30-k8s/compose-post-service-65ccb6bfdf-9rp5h to emu-worker-4
10s         Normal    Scheduled           pod/home-timeline-service-97b5cc7c-6sl7k      Successfully assigned pss-20260523184422z-s30-k8s/home-timeline-service-97b5cc7c-6sl7k to emu-worker-4
8s          Normal    Scheduled           pod/unique-id-service-769b668b89-9rp9c        Successfully assigned pss-20260523184422z-s30-k8s/unique-id-service-769b668b89-9rp9c to emu-worker-1
10s         Normal    Scheduled           pod/user-timeline-service-5dfdffbd8f-8j2bt    Successfully assigned pss-20260523184422z-s30-k8s/user-timeline-service-5dfdffbd8f-8j2bt to emu-worker-4
13s         Normal    Scheduled           pod/nginx-thrift-5bb64998b9-tlzbp             Successfully assigned pss-20260523184422z-s30-k8s/nginx-thrift-5bb64998b9-tlzbp to emu-worker-4
8s          Normal    Scheduled           pod/media-service-8659f44dbf-4m5wh            Successfully assigned pss-20260523184422z-s30-k8s/media-service-8659f44dbf-4m5wh to emu-worker-3
14s         Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-5bb64998b9 from 0 to 1
14s         Normal    SuccessfulCreate    replicaset/nginx-thrift-5bb64998b9            Created pod: nginx-thrift-5bb64998b9-tlzbp
13s         Normal    SuccessfulCreate    replicaset/compose-post-service-65ccb6bfdf    Created pod: compose-post-service-65ccb6bfdf-9rp5h
13s         Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-65ccb6bfdf from 0 to 1
12s         Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-97b5cc7c from 0 to 1
10s         Normal    SuccessfulCreate    replicaset/user-timeline-service-5dfdffbd8f   Created pod: user-timeline-service-5dfdffbd8f-8j2bt
10s         Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-5dfdffbd8f from 0 to 1
10s         Normal    SuccessfulCreate    replicaset/user-service-84b9c58789            Created pod: user-service-84b9c58789-7rp65
10s         Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-84b9c58789 from 0 to 1
10s         Normal    Pulled              pod/nginx-thrift-5bb64998b9-tlzbp             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal    SuccessfulCreate    replicaset/home-timeline-service-97b5cc7c     Created pod: home-timeline-service-97b5cc7c-6sl7k
9s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-8659f44dbf from 0 to 1
9s          Normal    Created             pod/nginx-thrift-5bb64998b9-tlzbp             Container created
9s          Normal    Started             pod/nginx-thrift-5bb64998b9-tlzbp             Container started
