step,time_s,request_type,probability,qps,evidence_type
0,0.000,single_expert,0.733333,66.000000,replay
0,0.000,multi_expert_top2,0.033333,3.000000,replay
0,0.000,multi_expert_top4,0.033333,3.000000,replay
0,0.000,cache_hit,0.033333,3.000000,replay
0,0.000,cache_miss,0.033333,3.000000,replay
0,0.000,payload_small,0.033333,3.000000,replay
0,0.000,payload_large,0.033333,3.000000,replay
0,0.000,batch_small,0.033333,3.000000,replay
0,0.000,batch_large,0.033333,3.000000,replay
1,0.100,single_expert,0.727519,65.476691,replay
1,0.100,multi_expert_top2,0.033228,2.990558,replay
1,0.100,multi_expert_top4,0.033228,2.990558,replay
1,0.100,cache_hit,0.033228,2.990558,replay
1,0.100,cache_miss,0.036376,3.273816,replay
1,0.100,payload_small,0.033228,2.990558,replay
1,0.100,payload_large,0.033228,2.990558,replay
1,0.100,batch_small,0.033228,2.990558,replay
1,0.100,batch_large,0.036735,3.306145,replay
2,0.200,single_expert,0.721741,64.956716,replay
2,0.200,multi_expert_top2,0.033124,2.981178,replay
2,0.200,multi_expert_top4,0.033124,2.981178,replay
2,0.200,cache_hit,0.033124,2.981178,replay
2,0.200,cache_miss,0.039398,3.545846,replay
2,0.200,payload_small,0.033124,2.981178,replay
2,0.200,payload_large,0.033124,2.981178,replay
2,0.200,batch_small,0.033124,2.981178,replay
2,0.200,batch_large,0.040115,3.610371,replay
3,0.300,single_expert,0.716001,64.440094,replay
3,0.300,multi_expert_top2,0.033021,2.971861,replay
3,0.300,multi_expert_top4,0.033021,2.971861,replay
3,0.300,cache_hit,0.033021,2.971861,replay
3,0.300,cache_miss,0.042400,3.816041,replay
3,0.300,payload_small,0.033021,2.971861,replay
3,0.300,payload_large,0.033021,2.971861,replay
3,0.300,batch_small,0.033021,2.971861,replay
3,0.300,batch_large,0.043474,3.912701,replay
4,0.400,single_expert,0.710298,63.926840,replay
4,0.400,multi_expert_top2,0.032918,2.962609,replay
4,0.400,multi_expert_top4,0.032918,2.962609,replay
4,0.400,cache_hit,0.032918,2.962609,replay
4,0.400,cache_miss,0.045382,4.084352,replay
4,0.400,payload_small,0.032918,2.962609,replay
4,0.400,payload_large,0.032918,2.962609,replay
4,0.400,batch_small,0.032918,2.962609,replay
4,0.400,batch_large,0.046813,4.213157,replay
5,0.500,single_expert,0.704633,63.416968,replay
5,0.500,multi_expert_top2,0.032816,2.953423,replay
5,0.500,multi_expert_top4,0.032816,2.953423,replay
5,0.500,cache_hit,0.032816,2.953423,replay
5,0.500,cache_miss,0.048341,4.350733,replay
5,0.500,payload_small,0.032816,2.953423,replay
5,0.500,payload_large,0.032816,2.953423,replay
5,0.500,batch_small,0.032816,2.953423,replay
5,0.500,batch_large,0.050131,4.511762,replay
6,0.600,single_expert,0.699005,62.910490,replay
6,0.600,multi_expert_top2,0.032715,2.944306,replay
6,0.600,multi_expert_top4,0.032715,2.944306,replay
6,0.600,cache_hit,0.032715,2.944306,replay
6,0.600,cache_miss,0.051279,4.615137,replay
6,0.600,payload_small,0.032715,2.944306,replay
6,0.600,payload_large,0.032715,2.944306,replay
6,0.600,batch_small,0.032715,2.944306,replay
6,0.600,batch_large,0.053428,4.808539,replay
7,0.700,single_expert,0.693416,62.407418,replay
7,0.700,multi_expert_top2,0.032614,2.935258,replay
7,0.700,multi_expert_top4,0.032614,2.935258,replay
7,0.700,cache_hit,0.032614,2.935258,replay
7,0.700,cache_miss,0.054195,4.877521,replay
7,0.700,payload_small,0.032614,2.935258,replay
7,0.700,payload_large,0.032614,2.935258,replay
7,0.700,batch_small,0.032614,2.935258,replay
7,0.700,batch_large,0.056706,5.103514,replay
8,0.800,single_expert,0.687864,61.907760,replay
8,0.800,multi_expert_top2,0.032514,2.926281,replay
8,0.800,multi_expert_top4,0.032514,2.926281,replay
8,0.800,cache_hit,0.032514,2.926281,replay
8,0.800,cache_miss,0.057087,5.137842,replay
8,0.800,payload_small,0.032514,2.926281,replay
8,0.800,payload_large,0.032514,2.926281,replay
8,0.800,batch_small,0.032514,2.926281,replay
8,0.800,batch_large,0.059963,5.396710,replay
9,0.900,single_expert,0.682350,61.411524,replay
9,0.900,multi_expert_top2,0.032415,2.917377,replay
9,0.900,multi_expert_top4,0.032415,2.917377,replay
9,0.900,cache_hit,0.032415,2.917377,replay
9,0.900,cache_miss,0.059956,5.396060,replay
9,0.900,payload_small,0.032415,2.917377,replay
9,0.900,payload_large,0.032415,2.917377,replay
9,0.900,batch_small,0.032415,2.917377,replay
9,0.900,batch_large,0.063202,5.688153,replay
10,1.000,single_expert,0.676875,60.918715,replay
10,1.000,multi_expert_top2,0.032317,2.908547,replay
10,1.000,multi_expert_top4,0.032317,2.908547,replay
10,1.000,cache_hit,0.032317,2.908547,replay
10,1.000,cache_miss,0.062801,5.652134,replay
10,1.000,payload_small,0.032317,2.908547,replay
10,1.000,payload_large,0.032317,2.908547,replay
10,1.000,batch_small,0.032317,2.908547,replay
10,1.000,batch_large,0.066421,5.977868,replay
11,1.100,single_expert,0.671437,60.429339,replay
11,1.100,multi_expert_top2,0.032220,2.899792,replay
11,1.100,multi_expert_top4,0.032220,2.899792,replay
11,1.100,cache_hit,0.032220,2.899792,replay
11,1.100,cache_miss,0.065623,5.906025,replay
11,1.100,payload_small,0.032220,2.899792,replay
11,1.100,payload_large,0.032220,2.899792,replay
11,1.100,batch_small,0.032220,2.899792,replay
11,1.100,batch_large,0.069621,6.265883,replay
12,1.200,single_expert,0.666038,59.943397,replay
12,1.200,multi_expert_top2,0.032123,2.891114,replay
12,1.200,multi_expert_top4,0.032123,2.891114,replay
12,1.200,cache_hit,0.032123,2.891114,replay
12,1.200,cache_miss,0.068419,6.157697,replay
12,1.200,payload_small,0.032123,2.891114,replay
12,1.200,payload_large,0.032123,2.891114,replay
12,1.200,batch_small,0.032123,2.891114,replay
12,1.200,batch_large,0.072802,6.552223,replay
13,1.300,single_expert,0.660677,59.460891,replay
13,1.300,multi_expert_top2,0.032028,2.882513,replay
13,1.300,multi_expert_top4,0.032028,2.882513,replay
13,1.300,cache_hit,0.032028,2.882513,replay
13,1.300,cache_miss,0.071190,6.407113,replay
13,1.300,payload_small,0.032028,2.882513,replay
13,1.300,payload_large,0.032028,2.882513,replay
13,1.300,batch_small,0.032028,2.882513,replay
13,1.300,batch_large,0.075966,6.836916,replay
14,1.400,single_expert,0.655354,58.981822,replay
14,1.400,multi_expert_top2,0.031933,2.873992,replay
14,1.400,multi_expert_top4,0.031933,2.873992,replay
14,1.400,cache_hit,0.031933,2.873992,replay
14,1.400,cache_miss,0.073936,6.654238,replay
14,1.400,payload_small,0.031933,2.873992,replay
14,1.400,payload_large,0.031933,2.873992,replay
14,1.400,batch_small,0.031933,2.873992,replay
14,1.400,batch_large,0.079111,7.119990,replay
15,1.500,single_expert,0.650069,58.506187,replay
15,1.500,multi_expert_top2,0.031839,2.865550,replay
15,1.500,multi_expert_top4,0.031839,2.865550,replay
15,1.500,cache_hit,0.031839,2.865550,replay
15,1.500,cache_miss,0.076656,6.899039,replay
15,1.500,payload_small,0.031839,2.865550,replay
15,1.500,payload_large,0.031839,2.865550,replay
15,1.500,batch_small,0.031839,2.865550,replay
15,1.500,batch_large,0.082239,7.401472,replay
16,1.600,single_expert,0.644822,58.033984,replay
16,1.600,multi_expert_top2,0.031747,2.857190,replay
16,1.600,multi_expert_top4,0.031747,2.857190,replay
16,1.600,cache_hit,0.031747,2.857190,replay
16,1.600,cache_miss,0.079350,7.141483,replay
16,1.600,payload_small,0.031747,2.857190,replay
16,1.600,payload_large,0.031747,2.857190,replay
16,1.600,batch_small,0.031747,2.857190,replay
16,1.600,batch_large,0.085349,7.681391,replay
17,1.700,single_expert,0.639613,57.565210,replay
17,1.700,multi_expert_top2,0.031655,2.848912,replay
17,1.700,multi_expert_top4,0.031655,2.848912,replay
17,1.700,cache_hit,0.031655,2.848912,replay
17,1.700,cache_miss,0.082017,7.381540,replay
17,1.700,payload_small,0.031655,2.848912,replay
17,1.700,payload_large,0.031655,2.848912,replay
17,1.700,batch_small,0.031655,2.848912,replay
17,1.700,batch_large,0.088442,7.959775,replay
18,1.800,single_expert,0.634443,57.099859,replay
18,1.800,multi_expert_top2,0.031564,2.840718,replay
18,1.800,multi_expert_top4,0.031564,2.840718,replay
18,1.800,cache_hit,0.031564,2.840718,replay
18,1.800,cache_miss,0.084658,7.619179,replay
18,1.800,payload_small,0.031564,2.840718,replay
18,1.800,payload_large,0.031564,2.840718,replay
18,1.800,batch_small,0.031564,2.840718,replay
18,1.800,batch_large,0.091518,8.236655,replay
19,1.900,single_expert,0.629310,56.637924,replay
19,1.900,multi_expert_top2,0.031473,2.832608,replay
19,1.900,multi_expert_top4,0.031473,2.832608,replay
19,1.900,cache_hit,0.031473,2.832608,replay
19,1.900,cache_miss,0.087271,7.854371,replay
19,1.900,payload_small,0.031473,2.832608,replay
19,1.900,payload_large,0.031473,2.832608,replay
19,1.900,batch_small,0.031473,2.832608,replay
19,1.900,batch_large,0.094578,8.512058,replay
20,2.000,single_expert,0.624216,56.179398,replay
20,2.000,multi_expert_top2,0.031384,2.824583,replay
20,2.000,multi_expert_top4,0.031384,2.824583,replay
20,2.000,cache_hit,0.031384,2.824583,replay
20,2.000,cache_miss,0.089857,8.087087,replay
20,2.000,payload_small,0.031384,2.824583,replay
20,2.000,payload_large,0.031384,2.824583,replay
20,2.000,batch_small,0.031384,2.824583,replay
20,2.000,batch_large,0.097622,8.786015,replay
21,2.100,single_expert,0.619159,55.724273,replay
21,2.100,multi_expert_top2,0.031296,2.816645,replay
21,2.100,multi_expert_top4,0.031296,2.816645,replay
21,2.100,cache_hit,0.031296,2.816645,replay
21,2.100,cache_miss,0.092414,8.317302,replay
21,2.100,payload_small,0.031296,2.816645,replay
21,2.100,payload_large,0.031296,2.816645,replay
21,2.100,batch_small,0.031296,2.816645,replay
21,2.100,batch_large,0.100651,9.058556,replay
22,2.200,single_expert,0.614139,55.272539,replay
22,2.200,multi_expert_top2,0.031209,2.808793,replay
22,2.200,multi_expert_top4,0.031209,2.808793,replay
22,2.200,cache_hit,0.031209,2.808793,replay
22,2.200,cache_miss,0.094944,8.544990,replay
22,2.200,payload_small,0.031209,2.808793,replay
22,2.200,payload_large,0.031209,2.808793,replay
