step,time_s,source,destination,weight
0,0.0,aggregator,cache,16.720417
0,0.0,expert-0,aggregator,73.133648
0,0.0,expert-1,aggregator,12.213174
0,0.0,frontend,router,86.655376
0,0.0,frontend,tokenizer,61.502054
0,0.0,router,expert-0,81.275764
0,0.0,router,expert-1,13.667123
0,0.0,router,expert-2,5.234217
1,0.1,aggregator,cache,16.599074
1,0.1,expert-0,aggregator,73.160443
1,0.1,expert-1,aggregator,12.678751
1,0.1,frontend,router,86.850739
1,0.1,frontend,tokenizer,61.682453
1,0.1,router,expert-0,81.308196
1,0.1,router,expert-1,14.186875
1,0.1,router,expert-2,5.556828
2,0.2,aggregator,cache,16.395610
2,0.2,expert-0,aggregator,72.819432
2,0.2,expert-1,aggregator,13.075779
2,0.2,expert-2,aggregator,5.211888
2,0.2,frontend,router,86.607765
2,0.2,frontend,tokenizer,61.551110
2,0.2,router,expert-0,80.931832
2,0.2,router,expert-1,14.629936
2,0.2,router,expert-2,5.848190
3,0.30000000000000004,aggregator,cache,16.909697
3,0.30000000000000004,expert-0,aggregator,75.681110
3,0.30000000000000004,expert-1,aggregator,14.060736
3,0.30000000000000004,expert-2,aggregator,5.714983
3,0.30000000000000004,frontend,router,90.178471
3,0.30000000000000004,frontend,tokenizer,64.131270
3,0.30000000000000004,router,expert-0,84.115022
3,0.30000000000000004,router,expert-1,15.730769
3,0.30000000000000004,router,expert-2,6.405756
4,0.4,aggregator,cache,16.287056
4,0.4,expert-0,aggregator,73.456599
4,0.4,expert-1,aggregator,14.101824
4,0.4,expert-2,aggregator,5.834775
4,0.4,frontend,router,87.689078
4,0.4,frontend,tokenizer,62.401845
4,0.4,router,expert-0,81.645219
4,0.4,router,expert-1,15.775622
4,0.4,router,expert-2,6.533672
5,0.5,aggregator,cache,15.767825
5,0.5,expert-0,aggregator,71.663990
5,0.5,expert-1,aggregator,14.198165
5,0.5,expert-2,aggregator,5.971464
5,0.5,frontend,router,85.705464
5,0.5,frontend,tokenizer,61.029875
5,0.5,router,expert-0,79.655302
5,0.5,router,expert-1,15.882346
5,0.5,router,expert-2,6.680876
6,0.6000000000000001,aggregator,cache,16.537687
6,0.6000000000000001,expert-0,aggregator,75.744164
6,0.6000000000000001,expert-1,aggregator,15.469107
6,0.6000000000000001,expert-2,aggregator,6.604671
6,0.6000000000000001,frontend,router,90.749260
6,0.6000000000000001,frontend,tokenizer,64.663059
6,0.6000000000000001,router,cache,5.275476
6,0.6000000000000001,router,expert-0,84.193103
6,0.6000000000000001,router,expert-1,17.302970
6,0.6000000000000001,router,expert-2,7.383440
7,0.7000000000000001,aggregator,cache,15.513808
7,0.7000000000000001,expert-0,aggregator,71.604804
7,0.7000000000000001,expert-1,aggregator,15.058199
7,0.7000000000000001,expert-2,aggregator,6.519301
7,0.7000000000000001,frontend,router,85.944095
7,0.7000000000000001,frontend,tokenizer,61.278141
7,0.7000000000000001,router,cache,5.103647
7,0.7000000000000001,router,expert-0,79.594490
7,0.7000000000000001,router,expert-1,16.842362
7,0.7000000000000001,router,expert-2,7.282735
8,0.8,aggregator,cache,16.996808
8,0.8,expert-0,aggregator,79.057742
8,0.8,expert-1,aggregator,17.102083
8,0.8,expert-2,aggregator,7.500338
8,0.8,frontend,router,95.058700
8,0.8,frontend,tokenizer,67.819571
8,0.8,router,cache,5.762461
8,0.8,router,expert-0,87.881735
8,0.8,router,expert-1,19.127353
8,0.8,router,expert-2,8.373116
9,0.9,aggregator,cache,16.461155
9,0.9,expert-0,aggregator,77.160397
9,0.9,expert-1,aggregator,17.153710
9,0.9,expert-2,aggregator,7.613847
9,0.9,frontend,router,92.941389
9,0.9,frontend,tokenizer,66.350355
9,0.9,router,cache,5.747718
9,0.9,router,expert-0,85.775232
9,0.9,router,expert-1,19.184083
9,0.9,router,expert-2,8.494676
10,1.0,aggregator,cache,15.350789
10,1.0,expert-0,aggregator,72.514634
10,1.0,expert-1,aggregator,16.552271
10,1.0,expert-2,aggregator,7.429684
10,1.0,frontend,router,87.498636
10,1.0,frontend,tokenizer,62.503402
10,1.0,router,cache,5.516818
10,1.0,router,expert-0,80.613205
10,1.0,router,expert-1,18.510526
