policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay/model/control-plane,1000,103.198264,0.000672,0.069987,1.035040,11.494000,False,False
hda,HDA,replay/model/control-plane,1000,98.762059,0.000030,0.026598,1.035040,11.494000,False,False
kubernetes-default,K8s default,replay/model/control-plane,1000,109.751219,0.004688,0.139729,1.035040,11.494000,False,False
