LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
12s         Normal    Scheduled           pod/compose-post-service-64d956f48-t4gzj      Successfully assigned pss-20260523183735z-s20-p1/compose-post-service-64d956f48-t4gzj to emu-worker-3
12s         Normal    Scheduled           pod/user-timeline-service-ff9b5bb6-kcmq4      Successfully assigned pss-20260523183735z-s20-p1/user-timeline-service-ff9b5bb6-kcmq4 to emu-worker-3
12s         Normal    Scheduled           pod/user-service-85d78fb856-mv79w             Successfully assigned pss-20260523183735z-s20-p1/user-service-85d78fb856-mv79w to emu-worker-3
12s         Normal    Scheduled           pod/unique-id-service-5668cd59d6-5wtbh        Successfully assigned pss-20260523183735z-s20-p1/unique-id-service-5668cd59d6-5wtbh to emu-worker-3
12s         Normal    Scheduled           pod/text-service-5d494ccd4-wflvs              Successfully assigned pss-20260523183735z-s20-p1/text-service-5d494ccd4-wflvs to emu-worker-3
12s         Normal    Scheduled           pod/home-timeline-service-5ff4c6d6fd-fzn29    Successfully assigned pss-20260523183735z-s20-p1/home-timeline-service-5ff4c6d6fd-fzn29 to emu-worker-3
13s         Normal    Scheduled           pod/nginx-thrift-744bb9c6cc-kddnp             Successfully assigned pss-20260523183735z-s20-p1/nginx-thrift-744bb9c6cc-kddnp to emu-worker-3
11s         Normal    Scheduled           pod/media-service-6897876856-7rj44            Successfully assigned pss-20260523183735z-s20-p1/media-service-6897876856-7rj44 to emu-worker-3
14s         Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-744bb9c6cc from 0 to 1
14s         Normal    SuccessfulCreate    replicaset/nginx-thrift-744bb9c6cc            Created pod: nginx-thrift-744bb9c6cc-kddnp
13s         Normal    SuccessfulCreate    replicaset/home-timeline-service-5ff4c6d6fd   Created pod: home-timeline-service-5ff4c6d6fd-fzn29
13s         Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-64d956f48 from 0 to 1
13s         Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5ff4c6d6fd from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/compose-post-service-64d956f48     Created pod: compose-post-service-64d956f48-t4gzj
12s         Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-ff9b5bb6 from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/user-timeline-service-ff9b5bb6     Created pod: user-timeline-service-ff9b5bb6-kcmq4
12s         Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-85d78fb856 from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/user-service-85d78fb856            Created pod: user-service-85d78fb856-mv79w
12s         Normal    ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-5668cd59d6 from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/unique-id-service-5668cd59d6       Created pod: unique-id-service-5668cd59d6-5wtbh
12s         Normal    ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-5d494ccd4 from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/text-service-5d494ccd4             Created pod: text-service-5d494ccd4-wflvs
11s         Normal    Created             pod/nginx-thrift-744bb9c6cc-kddnp             Container created
11s         Normal    SuccessfulCreate    replicaset/media-service-6897876856           Created pod: media-service-6897876856-7rj44
11s         Normal    Pulled              pod/home-timeline-service-5ff4c6d6fd-fzn29    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
11s         Normal    Started             pod/nginx-thrift-744bb9c6cc-kddnp             Container started
11s         Normal    Started             pod/home-timeline-service-5ff4c6d6fd-fzn29    Container started
11s         Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-6897876856 from 0 to 1
11s         Normal    Created             pod/home-timeline-service-5ff4c6d6fd-fzn29    Container created
11s         Normal    Pulled              pod/nginx-thrift-744bb9c6cc-kddnp             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Warning   Unhealthy           pod/home-timeline-service-5ff4c6d6fd-fzn29    Readiness probe failed: Get "http://192.168.42.94:8080/healthz": dial tcp 192.168.42.94:8080: connect: connection refused
10s         Warning   Unhealthy           pod/nginx-thrift-744bb9c6cc-kddnp             Readiness probe failed: Get "http://192.168.42.93:8080/healthz": dial tcp 192.168.42.93:8080: connect: connection refused
9s          Normal    Created             pod/compose-post-service-64d956f48-t4gzj      Container created
9s          Normal    Started             pod/compose-post-service-64d956f48-t4gzj      Container started
9s          Normal    Started             pod/user-timeline-service-ff9b5bb6-kcmq4      Container started
9s          Normal    Created             pod/user-timeline-service-ff9b5bb6-kcmq4      Container created
9s          Normal    Pulled              pod/user-timeline-service-ff9b5bb6-kcmq4      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    Pulled              pod/compose-post-service-64d956f48-t4gzj      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Created             pod/user-service-85d78fb856-mv79w             Container created
8s          Normal    Pulled              pod/user-service-85d78fb856-mv79w             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Started             pod/user-service-85d78fb856-mv79w             Container started
8s          Warning   Unhealthy           pod/user-timeline-service-ff9b5bb6-kcmq4      Readiness probe failed: Get "http://192.168.42.96:8080/healthz": dial tcp 192.168.42.96:8080: connect: connection refused
7s          Normal    Started             pod/text-service-5d494ccd4-wflvs              Container started
