LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
7s          Normal   Scheduled           pod/text-service-6c547d5885-hcp2c             Successfully assigned pss-20260523183735z-s30-p1/text-service-6c547d5885-hcp2c to emu-worker-6
9s          Normal   Scheduled           pod/nginx-thrift-5cc9f54568-c24m2             Successfully assigned pss-20260523183735z-s30-p1/nginx-thrift-5cc9f54568-c24m2 to emu-worker-6
8s          Normal   Scheduled           pod/user-timeline-service-cd7c6469f-mkp28     Successfully assigned pss-20260523183735z-s30-p1/user-timeline-service-cd7c6469f-mkp28 to emu-worker-6
8s          Normal   Scheduled           pod/user-service-7674666965-5mjrs             Successfully assigned pss-20260523183735z-s30-p1/user-service-7674666965-5mjrs to emu-worker-6
9s          Normal   Scheduled           pod/home-timeline-service-5468f55675-4hrtt    Successfully assigned pss-20260523183735z-s30-p1/home-timeline-service-5468f55675-4hrtt to emu-worker-6
7s          Normal   Scheduled           pod/unique-id-service-6dd8dd99dc-ppvjb        Successfully assigned pss-20260523183735z-s30-p1/unique-id-service-6dd8dd99dc-ppvjb to emu-worker-6
9s          Normal   Scheduled           pod/compose-post-service-67c7bb6f45-mgmp6     Successfully assigned pss-20260523183735z-s30-p1/compose-post-service-67c7bb6f45-mgmp6 to emu-worker-6
7s          Normal   Scheduled           pod/media-service-594459d965-bn496            Successfully assigned pss-20260523183735z-s30-p1/media-service-594459d965-bn496 to emu-worker-6
10s         Normal   SuccessfulCreate    replicaset/compose-post-service-67c7bb6f45    Created pod: compose-post-service-67c7bb6f45-mgmp6
10s         Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-67c7bb6f45 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/nginx-thrift-5cc9f54568            Created pod: nginx-thrift-5cc9f54568-c24m2
10s         Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-5cc9f54568 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5468f55675 from 0 to 1
9s          Normal   SuccessfulCreate    replicaset/home-timeline-service-5468f55675   Created pod: home-timeline-service-5468f55675-4hrtt
8s          Normal   SuccessfulCreate    replicaset/text-service-6c547d5885            Created pod: text-service-6c547d5885-hcp2c
8s          Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-cd7c6469f from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/user-timeline-service-cd7c6469f    Created pod: user-timeline-service-cd7c6469f-mkp28
8s          Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-7674666965 from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/user-service-7674666965            Created pod: user-service-7674666965-5mjrs
8s          Normal   Pulled              pod/nginx-thrift-5cc9f54568-c24m2             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal   Created             pod/nginx-thrift-5cc9f54568-c24m2             Container created
8s          Normal   Started             pod/nginx-thrift-5cc9f54568-c24m2             Container started
8s          Normal   ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-6dd8dd99dc from 0 to 1
8s          Normal   ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-6c547d5885 from 0 to 1
7s          Normal   Pulled              pod/home-timeline-service-5468f55675-4hrtt    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal   SuccessfulCreate    replicaset/unique-id-service-6dd8dd99dc       Created pod: unique-id-service-6dd8dd99dc-ppvjb
7s          Normal   SuccessfulCreate    replicaset/media-service-594459d965           Created pod: media-service-594459d965-bn496
7s          Normal   Pulled              pod/user-timeline-service-cd7c6469f-mkp28     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal   Started             pod/home-timeline-service-5468f55675-4hrtt    Container started
7s          Normal   Created             pod/home-timeline-service-5468f55675-4hrtt    Container created
7s          Normal   Created             pod/compose-post-service-67c7bb6f45-mgmp6     Container created
7s          Normal   ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-594459d965 from 0 to 1
7s          Normal   Started             pod/compose-post-service-67c7bb6f45-mgmp6     Container started
7s          Normal   Pulled              pod/compose-post-service-67c7bb6f45-mgmp6     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Pulled              pod/media-service-594459d965-bn496            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Pulled              pod/unique-id-service-6dd8dd99dc-ppvjb        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Created             pod/text-service-6c547d5885-hcp2c             Container created
6s          Normal   Pulled              pod/user-service-7674666965-5mjrs             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Created             pod/user-service-7674666965-5mjrs             Container created
6s          Normal   Started             pod/user-service-7674666965-5mjrs             Container started
6s          Normal   Pulled              pod/text-service-6c547d5885-hcp2c             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Started             pod/user-timeline-service-cd7c6469f-mkp28     Container started
6s          Normal   Created             pod/user-timeline-service-cd7c6469f-mkp28     Container created
6s          Normal   Started             pod/text-service-6c547d5885-hcp2c             Container started
5s          Normal   Created             pod/media-service-594459d965-bn496            Container created
5s          Normal   Started             pod/unique-id-service-6dd8dd99dc-ppvjb        Container started
5s          Normal   Created             pod/unique-id-service-6dd8dd99dc-ppvjb        Container created
5s          Normal   Started             pod/media-service-594459d965-bn496            Container started
