request_id,endpoint,status,latency_ms,error
0,/wrk2-api/post/compose,200,66.9021310750395,
1,/wrk2-api/home-timeline/read,200,32.04024804290384,
2,/wrk2-api/user-timeline/read,200,32.68863901030272,
3,/wrk2-api/post/compose,200,59.79211302474141,
4,/wrk2-api/home-timeline/read,200,32.57725900039077,
5,/wrk2-api/user-timeline/read,200,24.070968967862427,
6,/wrk2-api/post/compose,200,60.63905905466527,
7,/wrk2-api/home-timeline/read,200,24.952450999990106,
8,/wrk2-api/user-timeline/read,200,20.732688019052148,
9,/wrk2-api/post/compose,200,100.97751300781965,
10,/wrk2-api/home-timeline/read,200,22.212398005649447,
11,/wrk2-api/user-timeline/read,200,17.82159204594791,
12,/wrk2-api/post/compose,200,102.97040909063071,
13,/wrk2-api/home-timeline/read,200,26.758635067380965,
14,/wrk2-api/user-timeline/read,200,21.3738459860906,
15,/wrk2-api/post/compose,200,86.51726401876658,
16,/wrk2-api/home-timeline/read,200,69.82707302086055,
17,/wrk2-api/user-timeline/read,200,57.621713960543275,
18,/wrk2-api/post/compose,200,89.80712399352342,
19,/wrk2-api/home-timeline/read,200,64.15028602350503,
20,/wrk2-api/user-timeline/read,200,48.513529007323086,
21,/wrk2-api/post/compose,200,108.73958002775908,
22,/wrk2-api/home-timeline/read,200,22.502784966491163,
23,/wrk2-api/user-timeline/read,200,23.968005902133882,
24,/wrk2-api/post/compose,200,108.92523010261357,
25,/wrk2-api/home-timeline/read,200,22.31224498245865,
26,/wrk2-api/user-timeline/read,200,16.88339503016323,
27,/wrk2-api/post/compose,200,97.85158303566277,
28,/wrk2-api/home-timeline/read,200,21.340113948099315,
29,/wrk2-api/user-timeline/read,200,68.1237040553242,
30,/wrk2-api/post/compose,200,117.51607898622751,
31,/wrk2-api/home-timeline/read,200,71.03427802212536,
32,/wrk2-api/user-timeline/read,200,72.62029696721584,
33,/wrk2-api/post/compose,200,112.10685491096228,
34,/wrk2-api/home-timeline/read,200,24.847374064847827,
35,/wrk2-api/user-timeline/read,200,28.476300998590887,
36,/wrk2-api/post/compose,200,99.34012801386416,
37,/wrk2-api/home-timeline/read,200,24.02940101455897,
38,/wrk2-api/user-timeline/read,200,30.665546073578298,
39,/wrk2-api/post/compose,200,87.64281496405602,
40,/wrk2-api/home-timeline/read,200,27.17126300558448,
41,/wrk2-api/user-timeline/read,200,19.479799084365368,
42,/wrk2-api/post/compose,200,92.3722869483754,
43,/wrk2-api/home-timeline/read,200,68.37180093862116,
44,/wrk2-api/user-timeline/read,200,59.0712750563398,
45,/wrk2-api/post/compose,200,84.34148295782506,
46,/wrk2-api/home-timeline/read,200,69.28828696254641,
47,/wrk2-api/user-timeline/read,200,52.560726064257324,
48,/wrk2-api/post/compose,200,100.67573399282992,
49,/wrk2-api/home-timeline/read,200,22.761762025766075,
50,/wrk2-api/user-timeline/read,200,19.245656090788543,
51,/wrk2-api/post/compose,200,98.02968893200159,
52,/wrk2-api/home-timeline/read,200,31.84565994888544,
53,/wrk2-api/user-timeline/read,200,23.857517982833087,
54,/wrk2-api/post/compose,200,92.9543039528653,
55,/wrk2-api/home-timeline/read,200,74.04568209312856,
56,/wrk2-api/user-timeline/read,200,21.493962965905666,
57,/wrk2-api/post/compose,200,100.35850701387972,
58,/wrk2-api/home-timeline/read,200,71.77749800030142,
59,/wrk2-api/user-timeline/read,200,66.03422504849732,
60,/wrk2-api/post/compose,200,96.11737402155995,
61,/wrk2-api/home-timeline/read,200,25.547681958414614,
62,/wrk2-api/user-timeline/read,200,19.630481954663992,
63,/wrk2-api/post/compose,200,103.70146599598229,
64,/wrk2-api/home-timeline/read,200,21.248781005851924,
65,/wrk2-api/user-timeline/read,200,26.823065942153335,
66,/wrk2-api/post/compose,200,114.23965496942401,
67,/wrk2-api/home-timeline/read,200,23.772065993398428,
68,/wrk2-api/user-timeline/read,200,21.014719968661666,
69,/wrk2-api/post/compose,200,91.07840899378061,
70,/wrk2-api/home-timeline/read,200,68.04559601005167,
71,/wrk2-api/user-timeline/read,200,69.34274104423821,
72,/wrk2-api/post/compose,200,158.13863894436508,
73,/wrk2-api/home-timeline/read,200,66.86268700286746,
74,/wrk2-api/user-timeline/read,200,67.15022900607437,
75,/wrk2-api/post/compose,200,109.87259598914534,
76,/wrk2-api/home-timeline/read,200,27.48982305638492,
77,/wrk2-api/user-timeline/read,200,19.548807060346007,
78,/wrk2-api/post/compose,200,114.5005360012874,
79,/wrk2-api/home-timeline/read,200,20.480463979765773,
80,/wrk2-api/user-timeline/read,200,20.882121054455638,
81,/wrk2-api/post/compose,200,109.40194805152714,
82,/wrk2-api/home-timeline/read,200,82.0325540844351,
83,/wrk2-api/user-timeline/read,200,89.82258301693946,
84,/wrk2-api/post/compose,200,113.48443198949099,
85,/wrk2-api/home-timeline/read,200,91.09582204837352,
86,/wrk2-api/user-timeline/read,200,34.68467993661761,
87,/wrk2-api/post/compose,200,48.60127402935177,
88,/wrk2-api/home-timeline/read,200,27.346933027729392,
89,/wrk2-api/user-timeline/read,200,25.17965796869248,
