time_s,src,dst,latency_ms,bandwidth_mbps
60.0,0,1,16.912513156378026,550.0981315975167
60.0,0,2,8.628539841524002,602.7464406650054
60.0,0,3,13.545113116409912,506.05402675342236
60.0,0,4,29.53012041137533,377.4533417364239
60.0,0,5,33.23516774991855,386.9510327475733
60.0,0,6,36.48930222863412,264.316229178429
60.0,0,7,10.622180257031957,492.6803401561283
60.0,0,8,16.19033396517165,329.783451951052
60.0,0,9,57.55310456406583,247.0461438289276
60.0,0,10,30.143516068763315,374.7511482292176
60.0,0,11,21.167338192261315,373.42579112993616
60.0,0,12,42.28634099700446,299.90241746133773
60.0,0,13,39.90792140220786,294.90962090446965
60.0,0,14,22.984197448756763,340.5946340178922
60.0,0,15,25.154262649066077,365.3376392008847
60.0,0,16,58.945222121565564,203.26000594684479
60.0,0,17,15.03827442736981,356.7474702237017
60.0,0,18,27.101229222641763,326.7652378456915
60.0,0,19,15.181444701297433,353.9418770029134
60.0,1,0,12.093559351225005,527.6881032515714
60.0,1,2,8.188403547817023,634.68287082021
60.0,1,3,24.902648895936856,337.5515587571386
60.0,1,4,9.081607095240514,573.281923342263
60.0,1,5,12.805758252406566,509.9091111132227
60.0,1,6,38.56838736766877,212.63873506433896
60.0,1,7,10.477068931765551,499.1485246957858
60.0,1,8,43.03258697219826,380.6005551567862
60.0,1,9,20.287430565738394,433.45856290517264
60.0,1,10,11.440308056965357,459.2238716753732
60.0,1,11,11.718259922272658,448.8879639168218
60.0,1,12,16.500993829285484,342.25169086422255
60.0,1,13,26.52409083545775,339.11199730175804
60.0,1,14,44.32719587960995,204.59833484880818
60.0,1,15,57.69682029308396,280.131481813657
60.0,1,16,20.783085910667698,337.1979177220902
60.0,1,17,44.680102629398306,319.27834007286634
60.0,1,18,14.779795057226105,362.59741082981867
60.0,1,19,51.04845382887589,240.50385621573253
60.0,2,0,13.708589347256389,521.8252042373534
60.0,2,1,29.302587644642788,326.2845337637086
60.0,2,3,8.317210999843315,625.2376618770945
60.0,2,4,15.521154144357673,418.694124785915
60.0,2,5,12.545400409782191,514.4308949018022
60.0,2,6,23.836429261252366,356.3106146429439
60.0,2,7,9.845359136008305,529.9562623120802
60.0,2,8,10.16615536502729,513.7396983828124
60.0,2,9,10.495239331151124,498.1882336949484
60.0,2,10,39.04140570124983,335.41147989596317
60.0,2,11,16.6335851963759,396.4809581030829
60.0,2,12,11.846083892564202,444.4298939660325
60.0,2,13,12.567923252068463,420.3639420020081
60.0,2,14,12.846305620164344,412.0657881762879
60.0,2,15,56.82625639221308,264.2894782989509
60.0,2,16,69.2555075938422,179.10892879011053
60.0,2,17,13.85230579175114,384.5830717940442
60.0,2,18,50.07579783375769,300.41366152134856
60.0,2,19,48.95420129152904,186.15500578885272
60.0,3,0,12.372269057054016,483.9912319342392
60.0,3,1,12.627689317036257,518.5154054105523
60.0,3,2,8.461650169143793,614.6462084157331
60.0,3,4,19.64834005113165,477.69674644173864
60.0,3,5,19.29323661726816,461.63970264551057
60.0,3,6,16.09729804755442,322.47343572985875
60.0,3,7,9.616529710253817,542.1990948506442
60.0,3,8,21.153045309136456,397.1789028681022
60.0,3,9,10.328614296473027,506.1155007300638
60.0,3,10,34.90834062410855,298.763999123025
60.0,3,11,33.76245741366207,288.63142568562205
60.0,3,12,14.262680953767612,404.2382738186313
60.0,3,13,18.418943112720548,411.1248060460479
60.0,3,14,23.644878996990553,371.25189546724044
60.0,3,15,12.443652393222166,424.3554057233719
60.0,3,16,46.01896243134664,311.08782330438066
60.0,3,17,36.67644874517282,301.58197202033955
60.0,3,18,54.94141114593141,219.55049824735934
60.0,3,19,37.081946971802424,311.22781768197865
60.0,4,0,9.764593015615269,533.9894883754401
60.0,4,1,9.221201696020097,564.8222453792131
60.0,4,2,8.788366708536362,592.1162325174854
60.0,4,3,23.264515629089736,434.55010578082823
60.0,4,5,13.175900757155633,436.640135734044
60.0,4,6,32.53230287969328,331.53720000769346
60.0,4,7,9.21365995465101,565.2792881509735
60.0,4,8,36.87288972592251,355.10766712626804
60.0,4,9,9.973471534724403,523.432483154369
60.0,4,10,24.441888185608892,396.99641063039616
60.0,4,11,32.27244711304193,371.58029048422725
60.0,4,12,11.051807192258806,474.4709372449265
60.0,4,13,11.696878363377486,449.624984175436
60.0,4,14,11.97041935235989,440.0934915223555
60.0,4,15,12.302566165623828,429.01200315954065
60.0,4,16,27.92335179799203,362.46911344187595
60.0,4,17,13.316945533514353,398.5568971960614
60.0,4,18,22.143385107946912,293.6298065023299
60.0,4,19,50.06609360271052,286.22250273000776
60.0,5,0,22.757884872563082,291.92730517120356
60.0,5,1,26.34149255009456,470.5770666200109
60.0,5,2,9.2852608941949,560.9401454691622
60.0,5,3,8.92248538229717,583.195896123502
60.0,5,4,8.441771541288482,616.1038709239355
60.0,5,6,8.636373153916288,601.8340995479622
60.0,5,7,24.16250290877349,415.1538401754151
60.0,5,8,9.282624843027913,561.0998947993103
60.0,5,9,32.2429562094696,340.6203080676098
60.0,5,10,25.929275032422286,393.60769446397455
60.0,5,11,13.870302726460874,385.74216337551866
60.0,5,12,14.244003137790882,471.48182772469465
60.0,5,13,10.976630964544329,477.4956460640625
60.0,5,14,17.63047913403248,429.87146600287906
60.0,5,15,11.436171434259318,458.72626113922513
60.0,5,16,43.61669177010498,316.09747440176227
60.0,5,17,52.60500055897131,248.41858845008196
60.0,5,18,27.310851840916442,367.22596057031296
60.0,5,19,39.60612687760988,298.1113309699044
60.0,6,0,19.50364431166717,450.39380093218267
60.0,6,1,33.58240852575563,372.3950822080525
60.0,6,2,12.516544248408776,540.0345486009045
60.0,6,3,9.011921339138679,577.5050025440441
60.0,6,4,13.744375119306358,505.00957101676704
60.0,6,5,8.45011865194879,615.4917929500477
60.0,6,7,16.09431995899132,508.48919170300564
60.0,6,8,8.735315343229155,595.6447197253474
60.0,6,9,21.100509239810037,426.56072702516843
60.0,6,10,39.62247576362499,413.8075210847535
60.0,6,11,37.29770643405037,321.5510786797862
60.0,6,12,10.155012334927537,514.2626407853938
60.0,6,13,18.044612259802292,438.32951481472463
60.0,6,14,20.68580640508419,402.02885794123176
60.0,6,15,11.978823882724722,439.0767513765155
60.0,6,16,23.211823093551722,343.7262404990716
60.0,6,17,12.202667350615224,432.2677332903419
60.0,6,18,12.725940073686786,415.73953628775485
60.0,6,19,27.177760687048572,367.1647242572092
60.0,7,0,23.903362335998256,397.72931220498316
60.0,7,1,18.024504791773765,381.9971092458101
60.0,7,2,10.134275063312455,515.2439961788513
60.0,7,3,39.31941124409553,336.7992416008218
60.0,7,4,20.104347835734956,488.15924522830386
60.0,7,5,14.863290778148135,486.1113426519074
60.0,7,6,8.484369356506217,612.9802530049228
60.0,7,8,15.351603855515739,491.20490227819846
60.0,7,9,8.809969578302526,590.6794089940641
60.0,7,10,9.18170022686434,567.2161037824669
60.0,7,11,9.80451927882224,531.7757129355733
60.0,7,12,18.21820926982056,343.60469218694925
60.0,7,13,27.04430570897611,359.4339159513279
60.0,7,14,10.796138311278872,485.1324005427709
60.0,7,15,17.53649516252836,425.64696173394765
60.0,7,16,18.1489540254222,422.0137976040677
60.0,7,17,22.989042881138246,338.0949221831142
60.0,7,18,40.508524232193146,299.4847966125823
60.0,7,19,34.14896396877029,232.62039518450445
60.0,8,0,24.453025846130384,407.3275258957833
60.0,8,1,29.728967950664845,375.6311525975219
60.0,8,2,19.331499914005786,413.78921464415293
60.0,8,3,24.222725140415978,465.2174483521454
60.0,8,4,25.232718224780324,470.2175902439571
60.0,8,5,9.161294232685197,568.452742866696
60.0,8,6,8.772040638562734,593.2020920184243
60.0,8,7,13.110300483036529,517.1928922985699
60.0,8,9,8.282256236567184,627.800829127952
60.0,8,10,19.76048587070007,501.7628399194402
60.0,8,11,11.93578501880547,511.983136173143
60.0,8,12,9.469367725452656,550.3587261676557
60.0,8,13,9.970457982621774,523.5859401858106
60.0,8,14,10.346865843223691,505.2589556410555
60.0,8,15,47.69557276741492,251.79215192031663
60.0,8,16,11.233265311612072,467.16998599214105
60.0,8,17,11.280788209897592,465.19187743341695
60.0,8,18,20.488947954031936,321.22486591840493
60.0,8,19,18.04276747208135,356.96733498388363
60.0,9,0,20.25425373130376,374.7330877869588
60.0,9,1,36.37956778687491,317.2220870078261
60.0,9,2,10.75948539189385,486.7227495689718
60.0,9,3,16.320347533907686,448.9563095891054
60.0,9,4,9.759239326307732,534.341681875066
60.0,9,5,23.296284735474096,448.118341104424
60.0,9,6,9.132061398684723,570.2243039457796
60.0,9,7,15.061846184650319,478.98456988785574
60.0,9,8,13.848387577347589,488.9806221163828
60.0,9,10,8.29177288891363,627.1029908551104
60.0,9,11,8.794151848194,591.7314584186577
60.0,9,12,30.84206283149676,382.6173371218529
60.0,9,13,23.309579771365172,385.5763788968554
60.0,9,14,9.791804911079591,532.6833671036433
60.0,9,15,10.392816937456539,503.1024707887079
60.0,9,16,35.56396898369066,296.60606070826645
60.0,9,17,20.100426662599695,405.7486871781291
60.0,9,18,11.369813282946186,461.8612439208448
60.0,9,19,26.807066086572334,223.5472777901271
60.0,10,0,31.293097201081913,180.62034394399873
60.0,10,1,46.84158222368313,311.96887924930013
60.0,10,2,11.13709720086159,471.03930135352664
60.0,10,3,10.49374254809611,498.25317824817665
60.0,10,4,47.02923480525813,246.6276813701726
60.0,10,5,25.59054729954185,304.3713428881291
60.0,10,6,9.482189168828638,549.6478207592971
60.0,10,7,9.32730449688736,558.3922293090935
60.0,10,8,14.647381250826225,548.0012791469651
60.0,10,9,29.055468988461826,389.93773208528205
60.0,10,11,15.183459625165023,416.0924589709888
60.0,10,12,12.353345824639911,458.2443159856157
60.0,10,13,23.854586221124276,389.4046056071919
60.0,10,14,24.68287916596349,393.5710705908471
60.0,10,15,9.98989138180682,522.5963466270495
60.0,10,16,16.606214602129057,368.9209051772681
60.0,10,17,36.0576681172766,378.53853747547674
60.0,10,18,11.042892890931451,474.8296033640045
60.0,10,19,16.62719788048528,410.8675887126483
60.0,11,0,12.264173079797544,430.2632444913653
60.0,11,1,11.671256576684186,450.5272824427336
60.0,11,2,11.657156533097323,451.1110695509526
60.0,11,3,29.729375602391855,388.8485238140101
60.0,11,4,10.440585167061391,500.55964634355314
60.0,11,5,18.45705947183293,447.8628442058181
60.0,11,6,35.09561395424477,304.59306028519353
60.0,11,7,12.403799036791192,504.75688956476614
60.0,11,8,9.286891771432922,560.8413114443941
60.0,11,9,8.63881996630958,602.062701639797
60.0,11,10,8.354392261880935,622.5112296467425
60.0,11,12,10.857219936501199,587.6904014024082
60.0,11,13,11.120297300303765,534.2106871928034
60.0,11,14,37.00228786544651,453.65863774821185
60.0,11,15,28.44720396860043,377.46768154289276
60.0,11,16,25.747240837569358,318.7209826577747
60.0,11,17,44.1246005632313,345.22458593228146
60.0,11,18,33.60545144107228,405.68876373163073
60.0,11,19,26.178484404634133,391.6475973125381
60.0,12,0,12.83403513808087,412.44030282520663
60.0,12,1,52.37435543529832,282.6003699661593
60.0,12,2,32.98239819226731,323.8927198159623
60.0,12,3,32.928081771169566,358.9521400548038
60.0,12,4,10.912794094095247,480.06411685467924
60.0,12,5,13.667394541813279,445.5001307025837
60.0,12,6,18.8655509098282,411.7609147790743
60.0,12,7,9.843676080396495,530.0419673900557
60.0,12,8,20.59769356153215,384.31162488010125
60.0,12,9,9.156416906319002,568.74831741004
60.0,12,10,13.722770131688772,568.776321694892
60.0,12,11,22.039219875782408,471.9288599744241
60.0,12,13,8.309620860655777,625.7942325522057
60.0,12,14,16.576921155697725,394.52152081614634
60.0,12,15,32.29307703578057,425.23669956886556
60.0,12,16,22.09277092618538,479.3349268606922
60.0,12,17,20.908779662148998,471.66475643495914
60.0,12,18,10.346728617798966,505.26539563023755
60.0,12,19,10.684142137672655,489.99184990236733
60.0,13,0,33.00893998078543,327.1841008806858
60.0,13,1,29.662218438352067,285.9455959398335
60.0,13,2,18.33502252305242,383.6220272525049
60.0,13,3,44.04897126584457,356.17995288658386
60.0,13,4,20.041721764253502,402.2291980487491
60.0,13,5,35.17105993686436,333.5187553732031
60.0,13,6,22.925645047674678,415.742272023879
60.0,13,7,41.025851320034796,308.70668310195015
60.0,13,8,10.090712873866476,517.462283451746
60.0,13,9,9.695132787743926,537.8408216623045
60.0,13,10,9.193184308387458,566.5201482738408
60.0,13,11,14.040826304790983,542.7277106074272
60.0,13,12,22.230471486979688,428.83176418231875
60.0,13,14,27.89805757538901,345.20447857792834
60.0,13,15,15.418393534499783,474.0335450178692
60.0,13,16,9.190729346775456,566.668923258928
60.0,13,17,12.368693379639975,463.87146331443887
60.0,13,18,18.779295092817993,477.4254258015437
60.0,13,19,10.36025483795015,504.6306101185427
60.0,14,0,25.700679967374512,326.6611949463852
60.0,14,1,13.092648201916713,404.9816248400295
60.0,14,2,12.747593303275725,415.0786452467763
60.0,14,3,11.916829580491092,441.58326561806786
60.0,14,4,39.60336761618271,253.680260960107
60.0,14,5,43.99637636852347,332.6185380406379
60.0,14,6,24.222492804990544,233.28487418825262
60.0,14,7,23.04858904430083,350.07465319842885
60.0,14,8,10.091522890223573,517.242200425351
60.0,14,9,14.425836248017847,412.29235595777277
60.0,14,10,9.494941426512417,548.9407514621565
60.0,14,11,9.24999983645964,563.0770274933302
60.0,14,12,17.011985021622564,511.4478349737609
60.0,14,13,28.909694684134614,527.5079954025958
60.0,14,15,24.375147406016747,383.09227342698057
60.0,14,16,21.87062680264981,408.1766248163794
60.0,14,17,21.070562702322366,352.239603997537
60.0,14,18,9.337616292100174,557.663894843497
60.0,14,19,9.90156998276371,527.0938762028884
60.0,15,0,50.17315633934281,267.99959752142456
60.0,15,1,13.174628437693597,402.5037815200601
60.0,15,2,18.356220358468413,356.14385378517903
60.0,15,3,12.584931229960976,420.0433506972583
60.0,15,4,12.312739035034337,428.68046651965506
60.0,15,5,19.58666592629417,327.1110236324569
60.0,15,6,25.22297809376993,393.14881860637826
60.0,15,7,46.53850484775245,279.5310113947077
60.0,15,8,10.68828275987257,489.81219069393364
60.0,15,9,23.282906700110974,295.04892551238095
60.0,15,10,29.35979010982502,327.0937636280078
60.0,15,11,11.957495517511138,505.9774812906235
60.0,15,12,33.84329952416575,382.51865523308754
60.0,15,13,13.103697014806707,438.8158687858706
60.0,15,14,8.337059392545322,623.7822164559927
60.0,15,16,17.096649870002935,410.9178282952111
60.0,15,17,22.832445663417868,424.37964174442516
