time_s,src,dst,latency_ms,bandwidth_mbps
0.0,0,1,8.044338935405717,646.4562090022026
0.0,0,2,8.160883951657201,638.23825984797
0.0,0,3,8.11088762451796,641.1043953788379
0.0,0,4,8.142587015780292,638.5552827852445
0.0,0,5,8.38637852213806,625.2465884939897
0.0,0,6,8.29598193283825,629.3703678919009
0.0,0,7,8.314431998296202,627.8762077662345
0.0,0,8,8.602617245343081,615.482143926654
0.0,0,9,8.709665359627547,611.361770306664
0.0,0,10,8.643373536846285,613.6492865010433
0.0,0,11,18.127701031459612,556.9944384838054
0.0,0,12,8.788303544817959,608.4079829875736
0.0,0,13,8.72124257145977,610.0313025643268
0.0,0,14,9.122932730177238,598.6969507419549
0.0,0,15,9.197976835185466,596.8311781600055
0.0,0,16,9.194709402720393,596.9434121073123
0.0,0,17,9.208457949868023,596.5597359243314
0.0,0,18,9.349980300536112,593.3859680861214
0.0,0,19,9.550992507890909,589.2454646834659
0.0,1,0,8.070480819415238,644.5392736638171
0.0,1,2,8.087985861709367,643.2556617343429
0.0,1,3,9.931747474050663,610.1742514867764
0.0,1,4,8.161258618249256,638.0518246972655
0.0,1,5,14.0121113905961,570.4930726709674
0.0,1,6,8.291109987797501,630.0978822403031
0.0,1,7,8.39695688672248,624.6316133061141
0.0,1,8,8.458329461523952,621.6325798545497
0.0,1,9,8.521892654348965,618.7300906476364
0.0,1,10,8.551298590575188,617.2866367540709
0.0,1,11,8.770161194205489,609.2273596580978
0.0,1,12,8.649999600618454,613.0863324604001
0.0,1,13,8.645116342619463,612.7782843658094
0.0,1,14,8.98186235717488,602.5661618516742
0.0,1,15,8.799670804501067,607.4037242566374
0.0,1,16,9.097545538451717,599.3794268384845
0.0,1,17,8.825182478836407,605.7913195245957
0.0,1,18,9.268110933660244,595.2096614020663
0.0,1,19,9.210980753961621,596.3640765232748
0.0,2,0,8.036082282471176,646.5389150845065
0.0,2,1,8.068370134829133,644.6940462069825
0.0,2,3,7.984607639055063,650.8361929674155
0.0,2,4,8.080404949042713,643.5909803591632
0.0,2,5,12.56631216915311,567.6540793723215
0.0,2,6,8.322884867795073,628.5583803808804
0.0,2,7,8.296202715467953,629.8385487880739
0.0,2,8,8.43269588692146,622.9543820267759
0.0,2,9,8.50540540047162,619.589982022806
0.0,2,10,8.388176818865421,624.11013536578
0.0,2,11,8.641791773664092,613.9010778555039
0.0,2,12,8.59909387620833,615.1936120611942
0.0,2,13,8.795447201880874,608.3461547331462
0.0,2,14,8.879351020766299,605.6290690657113
0.0,2,15,9.028886935998646,601.2191992758688
0.0,2,16,8.723011897535564,609.4684639856841
0.0,2,17,9.002266156579868,601.7969557048589
0.0,2,18,9.134392918487617,598.3876226200899
0.0,2,19,9.167348949426476,597.4901204684681
0.0,3,0,8.174095404874684,637.2738928838212
0.0,3,1,8.151419750784846,638.867731144653
0.0,3,2,8.002557096561866,649.5199929036744
0.0,3,4,8.06116491294933,645.2223916176374
0.0,3,5,8.160566021295041,638.2594056414736
0.0,3,6,8.234880144377462,633.5902309198938
0.0,3,7,8.161071179423889,637.5303988062818
0.0,3,8,8.354369463575972,626.8765636657765
0.0,3,9,8.291915749849359,629.5611938595696
0.0,3,10,8.465690224301492,621.3132006042262
0.0,3,11,8.504873383042906,619.4148595111424
0.0,3,12,8.659064840374002,613.2548525520153
0.0,3,13,8.577102995009362,615.9605799971839
0.0,3,14,8.832120106332212,607.1509745901592
0.0,3,15,8.650123814721352,612.6254483449056
0.0,3,16,8.847290616125079,606.4208077302551
0.0,3,17,8.722279962848388,609.488177997891
0.0,3,18,9.03226627829719,601.0357610075221
0.0,3,19,9.169444805518774,597.5483445290837
0.0,4,0,8.235456962320534,633.405960253187
0.0,4,1,8.250522262662686,632.6422910811469
0.0,4,2,8.100472798279522,642.2562522346118
0.0,4,3,8.064752002035625,644.9593571007315
0.0,4,5,7.9408221450138345,654.0469011476574
0.0,4,6,13.200962131229051,592.9624664587648
0.0,4,7,8.270903669287254,631.4071420459055
0.0,4,8,8.12445658586589,639.5605534325541
0.0,4,9,8.253133836840322,632.0317155350301
0.0,4,10,8.24357062556632,631.8300305421726
0.0,4,11,8.462405351101586,621.4557293572509
0.0,4,12,8.395488617146166,623.8159458138979
0.0,4,13,8.646947009810267,613.7082085695187
0.0,4,14,8.826944168227485,607.2469606012813
0.0,4,15,8.813388002427887,607.7614590597634
0.0,4,16,8.813603044085632,607.6358019908047
0.0,4,17,8.786503406381327,608.1619843374782
0.0,4,18,8.890313909339081,604.9623325497687
0.0,4,19,9.10315065869029,599.2372078220506
0.0,5,0,8.32145454484634,628.5526673289511
0.0,5,1,8.257597328514713,632.1783522835592
0.0,5,2,8.208063769237908,635.2153503482244
0.0,5,3,8.052508589823955,645.4463887181998
0.0,5,4,8.15345764749901,638.4547384419867
0.0,5,6,7.914259323806345,655.9947030215128
0.0,5,7,8.203500813241824,635.4037795274394
0.0,5,8,8.064187061282619,643.9345315263517
0.0,5,9,8.30571443228735,629.5104226048613
