LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
4s          Normal    Scheduled           pod/media-service-58b99b67c5-hbsqg            Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/media-service-58b99b67c5-hbsqg to emu-worker-1
4s          Normal    Scheduled           pod/user-timeline-service-74599c8b85-grk6x    Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/user-timeline-service-74599c8b85-grk6x to emu-worker-7
4s          Normal    Scheduled           pod/user-service-f49cb54d5-v7qx6              Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/user-service-f49cb54d5-v7qx6 to emu-worker-7
4s          Normal    Scheduled           pod/unique-id-service-7db7c754b5-khlhg        Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/unique-id-service-7db7c754b5-khlhg to emu-worker-6
4s          Normal    Scheduled           pod/text-service-8484df7957-wrt6c             Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/text-service-8484df7957-wrt6c to emu-worker-6
5s          Normal    Scheduled           pod/compose-post-service-65c877b5d5-lkz4g     Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/compose-post-service-65c877b5d5-lkz4g to emu-worker-10
5s          Normal    Scheduled           pod/nginx-thrift-54688f855b-hgd6d             Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/nginx-thrift-54688f855b-hgd6d to emu-worker-2
5s          Normal    Scheduled           pod/home-timeline-service-94b8d6d65-vfxcn     Successfully assigned live-tc-social-scale20-20260603t073456z-policy4-rep1/home-timeline-service-94b8d6d65-vfxcn to emu-worker-10
5s          Normal    SuccessfulCreate    replicaset/nginx-thrift-54688f855b            Created pod: nginx-thrift-54688f855b-hgd6d
5s          Normal    Started             pod/text-service-8484df7957-wrt6c             Container started
5s          Normal    Started             pod/home-timeline-service-94b8d6d65-vfxcn     Container started
5s          Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-74599c8b85 from 0 to 1
5s          Normal    SuccessfulCreate    replicaset/home-timeline-service-94b8d6d65    Created pod: home-timeline-service-94b8d6d65-vfxcn
5s          Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-94b8d6d65 from 0 to 1
5s          Normal    Pulled              pod/home-timeline-service-94b8d6d65-vfxcn     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    SuccessfulCreate    replicaset/user-timeline-service-74599c8b85   Created pod: user-timeline-service-74599c8b85-grk6x
5s          Normal    Started             pod/user-timeline-service-74599c8b85-grk6x    Container started
5s          Normal    Created             pod/user-timeline-service-74599c8b85-grk6x    Container created
5s          Normal    SuccessfulCreate    replicaset/media-service-58b99b67c5           Created pod: media-service-58b99b67c5-hbsqg
5s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-58b99b67c5 from 0 to 1
5s          Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-65c877b5d5 from 0 to 1
5s          Normal    Pulled              pod/nginx-thrift-54688f855b-hgd6d             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/nginx-thrift-54688f855b-hgd6d             Container created
5s          Normal    Started             pod/nginx-thrift-54688f855b-hgd6d             Container started
5s          Normal    SuccessfulCreate    replicaset/compose-post-service-65c877b5d5    Created pod: compose-post-service-65c877b5d5-lkz4g
5s          Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-54688f855b from 0 to 1
5s          Normal    Pulled              pod/user-timeline-service-74599c8b85-grk6x    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Pulled              pod/text-service-8484df7957-wrt6c             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/text-service-8484df7957-wrt6c             Container created
5s          Normal    Created             pod/home-timeline-service-94b8d6d65-vfxcn     Container created
5s          Normal    SuccessfulCreate    replicaset/text-service-8484df7957            Created pod: text-service-8484df7957-wrt6c
5s          Normal    ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-8484df7957 from 0 to 1
5s          Normal    Started             pod/compose-post-service-65c877b5d5-lkz4g     Container started
5s          Normal    Pulled              pod/compose-post-service-65c877b5d5-lkz4g     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-f49cb54d5 from 0 to 1
5s          Normal    SuccessfulCreate    replicaset/user-service-f49cb54d5             Created pod: user-service-f49cb54d5-v7qx6
5s          Normal    SuccessfulCreate    replicaset/unique-id-service-7db7c754b5       Created pod: unique-id-service-7db7c754b5-khlhg
5s          Normal    ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-7db7c754b5 from 0 to 1
5s          Normal    Created             pod/compose-post-service-65c877b5d5-lkz4g     Container created
4s          Normal    Pulled              pod/user-service-f49cb54d5-v7qx6              Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    Created             pod/user-service-f49cb54d5-v7qx6              Container created
4s          Normal    Started             pod/user-service-f49cb54d5-v7qx6              Container started
4s          Normal    Started             pod/unique-id-service-7db7c754b5-khlhg        Container started
4s          Normal    Created             pod/unique-id-service-7db7c754b5-khlhg        Container created
4s          Normal    Pulled              pod/unique-id-service-7db7c754b5-khlhg        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Warning   Unhealthy           pod/compose-post-service-65c877b5d5-lkz4g     Readiness probe failed: Get "http://192.168.82.210:8080/healthz": dial tcp 192.168.82.210:8080: connect: connection refused
4s          Normal    Started             pod/media-service-58b99b67c5-hbsqg            Container started
4s          Normal    Created             pod/media-service-58b99b67c5-hbsqg            Container created
4s          Normal    Pulled              pod/media-service-58b99b67c5-hbsqg            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Warning   Unhealthy           pod/home-timeline-service-94b8d6d65-vfxcn     Readiness probe failed: Get "http://192.168.82.211:8080/healthz": dial tcp 192.168.82.211:8080: connect: connection refused
