NAME                                     READY   STATUS    RESTARTS   AGE   IP               NODE            NOMINATED NODE   READINESS GATES
compose-post-service-65c877b5d5-dch94    1/1     Running   0          8s    192.168.71.86    emu-worker-9    <none>           <none>
home-timeline-service-94b8d6d65-vttcq    1/1     Running   0          8s    192.168.71.83    emu-worker-9    <none>           <none>
media-service-58b99b67c5-d2whq           1/1     Running   0          8s    192.168.222.57   emu-worker-7    <none>           <none>
nginx-thrift-54688f855b-cncrs            1/1     Running   0          8s    192.168.82.212   emu-worker-10   <none>           <none>
text-service-8484df7957-hdx27            1/1     Running   0          8s    192.168.65.7     emu-worker-1    <none>           <none>
unique-id-service-7db7c754b5-pktcw       1/1     Running   0          8s    192.168.222.56   emu-worker-7    <none>           <none>
user-service-f49cb54d5-76rtb             1/1     Running   0          8s    192.168.65.6     emu-worker-1    <none>           <none>
user-timeline-service-74599c8b85-vt7k7   1/1     Running   0          8s    192.168.71.87    emu-worker-9    <none>           <none>
