NAME                                     READY   STATUS    RESTARTS   AGE   IP                NODE           NOMINATED NODE   READINESS GATES
compose-post-service-64d956f48-m9dms     1/1     Running   0          5s    192.168.173.157   emu-worker-8   <none>           <none>
home-timeline-service-5ff4c6d6fd-6d6zs   1/1     Running   0          5s    192.168.173.158   emu-worker-8   <none>           <none>
media-service-6897876856-p6l7j           1/1     Running   0          4s    192.168.173.162   emu-worker-8   <none>           <none>
nginx-thrift-744bb9c6cc-jp9gf            1/1     Running   0          5s    192.168.173.155   emu-worker-8   <none>           <none>
text-service-5d494ccd4-w5d4j             1/1     Running   0          5s    192.168.173.164   emu-worker-8   <none>           <none>
unique-id-service-5668cd59d6-kcmf8       1/1     Running   0          5s    192.168.173.165   emu-worker-8   <none>           <none>
user-service-85d78fb856-dd6gv            1/1     Running   0          5s    192.168.173.159   emu-worker-8   <none>           <none>
user-timeline-service-ff9b5bb6-2h6z6     1/1     Running   0          5s    192.168.173.156   emu-worker-8   <none>           <none>
