LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
4s          Normal   Scheduled           pod/text-service-5d494ccd4-ddnsc              Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/text-service-5d494ccd4-ddnsc to emu-worker-6
5s          Normal   Scheduled           pod/compose-post-service-64d956f48-b762r      Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/compose-post-service-64d956f48-b762r to emu-worker-6
4s          Normal   Scheduled           pod/user-timeline-service-ff9b5bb6-w6bk7      Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/user-timeline-service-ff9b5bb6-w6bk7 to emu-worker-6
4s          Normal   Scheduled           pod/user-service-85d78fb856-kcpnn             Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/user-service-85d78fb856-kcpnn to emu-worker-6
4s          Normal   Scheduled           pod/unique-id-service-5668cd59d6-4txzs        Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/unique-id-service-5668cd59d6-4txzs to emu-worker-6
5s          Normal   Scheduled           pod/nginx-thrift-744bb9c6cc-mf9j6             Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/nginx-thrift-744bb9c6cc-mf9j6 to emu-worker-6
5s          Normal   Scheduled           pod/home-timeline-service-5ff4c6d6fd-sk7j7    Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/home-timeline-service-5ff4c6d6fd-sk7j7 to emu-worker-6
4s          Normal   Scheduled           pod/media-service-6897876856-dqtkq            Successfully assigned live-tc-social-scale20-20260603t073456z-policy1-rep3/media-service-6897876856-dqtkq to emu-worker-6
5s          Normal   SuccessfulCreate    replicaset/home-timeline-service-5ff4c6d6fd   Created pod: home-timeline-service-5ff4c6d6fd-sk7j7
5s          Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-64d956f48 from 0 to 1
5s          Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-744bb9c6cc from 0 to 1
5s          Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-5ff4c6d6fd from 0 to 1
5s          Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-ff9b5bb6 from 0 to 1
5s          Normal   SuccessfulCreate    replicaset/user-timeline-service-ff9b5bb6     Created pod: user-timeline-service-ff9b5bb6-w6bk7
5s          Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-85d78fb856 from 0 to 1
5s          Normal   SuccessfulCreate    replicaset/user-service-85d78fb856            Created pod: user-service-85d78fb856-kcpnn
5s          Normal   SuccessfulCreate    replicaset/compose-post-service-64d956f48     Created pod: compose-post-service-64d956f48-b762r
5s          Normal   SuccessfulCreate    replicaset/nginx-thrift-744bb9c6cc            Created pod: nginx-thrift-744bb9c6cc-mf9j6
4s          Normal   Started             pod/compose-post-service-64d956f48-b762r      Container started
