LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
4s          Normal   Scheduled           pod/text-service-594c6c57c7-srw56             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/text-service-594c6c57c7-srw56 to emu-worker-8
5s          Normal   Scheduled           pod/compose-post-service-66f57bc49-fnwtd      Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/compose-post-service-66f57bc49-fnwtd to emu-worker-2
5s          Normal   Scheduled           pod/user-timeline-service-78b58f4bf7-25zbt    Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/user-timeline-service-78b58f4bf7-25zbt to emu-worker-2
5s          Normal   Scheduled           pod/user-service-567568bb97-26snd             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/user-service-567568bb97-26snd to emu-worker-2
4s          Normal   Scheduled           pod/unique-id-service-678c55fc49-8gt8n        Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/unique-id-service-678c55fc49-8gt8n to emu-worker-8
5s          Normal   Scheduled           pod/nginx-thrift-75669994bf-j87kf             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/nginx-thrift-75669994bf-j87kf to emu-worker-2
5s          Normal   Scheduled           pod/home-timeline-service-7bfdff7c9c-pfndm    Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/home-timeline-service-7bfdff7c9c-pfndm to emu-worker-10
4s          Normal   Scheduled           pod/media-service-9cdbccc-t7nk4               Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep3/media-service-9cdbccc-t7nk4 to emu-worker-6
6s          Normal   SuccessfulCreate    replicaset/home-timeline-service-7bfdff7c9c   Created pod: home-timeline-service-7bfdff7c9c-pfndm
6s          Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-66f57bc49 from 0 to 1
6s          Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-75669994bf from 0 to 1
6s          Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-7bfdff7c9c from 0 to 1
6s          Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-78b58f4bf7 from 0 to 1
6s          Normal   SuccessfulCreate    replicaset/user-timeline-service-78b58f4bf7   Created pod: user-timeline-service-78b58f4bf7-25zbt
6s          Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-567568bb97 from 0 to 1
6s          Normal   SuccessfulCreate    replicaset/user-service-567568bb97            Created pod: user-service-567568bb97-26snd
6s          Normal   SuccessfulCreate    replicaset/compose-post-service-66f57bc49     Created pod: compose-post-service-66f57bc49-fnwtd
6s          Normal   SuccessfulCreate    replicaset/nginx-thrift-75669994bf            Created pod: nginx-thrift-75669994bf-j87kf
5s          Normal   Started             pod/compose-post-service-66f57bc49-fnwtd      Container started
5s          Normal   Started             pod/user-service-567568bb97-26snd             Container started
5s          Normal   Created             pod/nginx-thrift-75669994bf-j87kf             Container created
5s          Normal   Started             pod/nginx-thrift-75669994bf-j87kf             Container started
5s          Normal   Pulled              pod/compose-post-service-66f57bc49-fnwtd      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal   ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-9cdbccc from 0 to 1
5s          Normal   Started             pod/home-timeline-service-7bfdff7c9c-pfndm    Container started
5s          Normal   Pulled              pod/home-timeline-service-7bfdff7c9c-pfndm    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
