LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
9s          Normal   Scheduled           pod/text-service-594c6c57c7-qjlrr             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/text-service-594c6c57c7-qjlrr to emu-worker-6
9s          Normal   Scheduled           pod/compose-post-service-66f57bc49-xxj79      Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/compose-post-service-66f57bc49-xxj79 to emu-worker-9
9s          Normal   Scheduled           pod/user-timeline-service-78b58f4bf7-df9q6    Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/user-timeline-service-78b58f4bf7-df9q6 to emu-worker-8
9s          Normal   Scheduled           pod/user-service-567568bb97-phrck             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/user-service-567568bb97-phrck to emu-worker-9
9s          Normal   Scheduled           pod/unique-id-service-678c55fc49-gf4kq        Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/unique-id-service-678c55fc49-gf4kq to emu-worker-10
9s          Normal   Scheduled           pod/nginx-thrift-75669994bf-qfqf9             Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/nginx-thrift-75669994bf-qfqf9 to emu-worker-6
9s          Normal   Scheduled           pod/home-timeline-service-7bfdff7c9c-jmxbg    Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/home-timeline-service-7bfdff7c9c-jmxbg to emu-worker-8
9s          Normal   Scheduled           pod/media-service-9cdbccc-tqnv7               Successfully assigned live-tc-social-scale45-20260603t074207z-kubernetes-rep1/media-service-9cdbccc-tqnv7 to emu-worker-2
11s         Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-75669994bf from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/home-timeline-service-7bfdff7c9c   Created pod: home-timeline-service-7bfdff7c9c-jmxbg
10s         Normal   ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-678c55fc49 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-7bfdff7c9c from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-78b58f4bf7 from 0 to 1
