time_s,src,dst,latency_ms,bandwidth_mbps
60.0,0,1,19.325965159426467,546.2276771014459
60.0,0,2,17.948325214118743,481.7906025572602
60.0,0,3,31.478198417965558,354.7087990047798
60.0,0,4,17.84608309848374,502.3948596595239
60.0,0,5,26.391592959933167,506.2341600671889
60.0,0,6,33.07681158698528,345.09231098756584
60.0,0,7,35.15057914650834,385.2894233301306
60.0,0,8,28.3700506465282,364.40860425254095
60.0,0,9,9.742880776194303,535.0782858647185
60.0,0,10,9.635430986710572,541.1771930005605
60.0,0,11,16.915849001169704,463.73033874450533
60.0,0,12,29.64962105367718,264.89877574626655
60.0,0,13,10.082535020724345,517.9261811784304
60.0,0,14,10.352071668898986,505.01607161731135
60.0,0,15,22.222404567594644,326.52894405168564
60.0,0,16,10.672607738580886,490.5025929331102
60.0,0,17,10.746118588744782,487.25387105567154
60.0,0,18,24.597973184772034,365.5135565991743
60.0,0,19,35.43522306800978,293.7492487331705
60.0,0,20,38.73499127890406,314.6869658812101
60.0,0,21,16.178396254436798,412.51893685712736
60.0,0,22,24.109714199495613,314.5145078830952
60.0,0,23,24.959235730126732,258.49133911272185
60.0,0,24,21.78559286915553,335.1101195565439
60.0,0,25,42.44955777692857,320.1145280707316
60.0,0,26,28.67782629834501,236.51558493140732
60.0,0,27,25.724137169143248,342.86801819001226
60.0,0,28,12.771651582807074,414.35936724117084
60.0,0,29,12.739488278408526,415.2948135278044
60.0,0,30,12.999386589999268,407.6571202311866
60.0,0,31,23.34920658518492,315.41405929717894
60.0,0,32,13.541478681013135,392.5844063068757
60.0,0,33,21.753512788413868,357.7001129801079
60.0,0,34,45.85310621141305,274.2105079229802
60.0,0,35,13.877970696216542,383.9350384113802
60.0,0,36,14.04033271832115,379.890075130907
60.0,0,37,13.794136426856376,385.7367976611243
60.0,0,38,62.15354837235505,225.61381540633562
60.0,0,39,28.55260703317527,229.54769577710283
60.0,0,40,19.453240420013113,357.6178477768326
60.0,0,41,14.979646119062572,358.27093986825287
60.0,0,42,14.850012780910143,361.0312919833485
60.0,0,43,34.737213645877944,290.5682997926828
60.0,0,44,15.138290507146333,354.8184465716076
60.0,1,0,8.035368462146584,646.9559510095479
60.0,1,2,30.969321556391698,398.8981995205013
60.0,1,3,21.76846956119336,477.5616995427782
60.0,1,4,19.48157578579136,483.9498532289963
60.0,1,5,13.385772280915013,517.6623584166553
60.0,1,6,30.747110574241606,399.72948124466626
60.0,1,7,38.61910157542494,343.8290775232912
60.0,1,8,9.042336940410747,575.6455724271439
60.0,1,9,14.050045890736268,507.0934918608792
60.0,1,10,37.686064598929065,306.78664697831476
60.0,1,11,15.451531386748801,377.7099349563183
60.0,1,12,9.771609158676608,533.8467193484994
60.0,1,13,10.05590377183545,519.2920155768946
60.0,1,14,17.75180720943239,463.5388942622196
60.0,1,15,10.272227879013558,508.74955204209664
60.0,1,16,20.393457613542168,320.7898881089721
60.0,1,17,10.46048897944984,499.7710042695861
60.0,1,18,46.38261980639834,283.42851692211616
60.0,1,19,10.965793106358172,478.0023279727601
60.0,1,20,11.049737251614076,474.4921014382069
60.0,1,21,11.296884317225052,464.72266916438656
60.0,1,22,29.312494609948455,388.9437679121414
60.0,1,23,11.508744148330685,456.5464490871774
60.0,1,24,38.24664150778079,342.3728906910304
60.0,1,25,11.95389040741455,440.6632213557793
60.0,1,26,12.185340137444157,432.85726268117565
60.0,1,27,18.525514870152065,373.9472975250448
60.0,1,28,29.301521047451164,300.5163218034986
60.0,1,29,12.645688659335852,418.1815061034439
60.0,1,30,16.75645472624566,355.87487285658995
60.0,1,31,13.121826472384651,404.13999212687304
60.0,1,32,44.91110592336007,267.7718537887238
60.0,1,33,41.061655390211726,328.85056073419577
60.0,1,34,13.385837465091402,396.77041439407765
60.0,1,35,53.75088106673856,259.6101474326156
60.0,1,36,13.824041454865528,385.2942868754908
60.0,1,37,13.931083412705501,382.57521822049176
60.0,1,38,22.458237452773638,343.72432467666556
60.0,1,39,60.01664440589438,245.71786342628428
60.0,1,40,29.974287400463414,269.1238685472673
60.0,1,41,14.525339533588442,368.30781113291516
60.0,1,42,15.171498757618622,354.09399591740623
60.0,1,43,14.741816189768448,363.33244446936646
60.0,1,44,28.69103904181037,295.1998021971772
60.0,2,0,10.351115005923479,582.194316902383
60.0,2,1,8.078891726220675,643.5751068422123
60.0,2,3,24.22344655987807,533.181847363027
60.0,2,4,19.827368073563015,420.11268420502785
60.0,2,5,8.421346612240503,617.5488985534166
60.0,2,6,8.66212278472593,600.6233698795505
60.0,2,7,8.530345967539027,608.9996153918837
60.0,2,8,18.795907545094845,421.3781032451382
60.0,2,9,25.100395429447175,295.2358775062777
60.0,2,10,17.21387621514016,517.7225993693869
60.0,2,11,9.557459847376899,545.4615938401465
60.0,2,12,20.70251095260193,346.02145113443083
60.0,2,13,40.04269338522105,292.98493956435357
60.0,2,14,15.937794319853808,359.359262878973
60.0,2,15,21.814700464273628,441.93591511499113
60.0,2,16,10.152264435926268,514.3590198178489
60.0,2,17,39.226973060853176,286.99670019935513
60.0,2,18,30.385505019079122,338.82759132764005
60.0,2,19,21.615160467317324,377.0931646350403
60.0,2,20,20.35023132976258,396.34011259645814
60.0,2,21,39.90098891832142,316.9876087064264
60.0,2,22,42.04610963137729,352.2417403960087
60.0,2,23,25.37755522613161,373.88950240436577
60.0,2,24,33.349830774717795,335.32305238484406
60.0,2,25,11.775525528457164,446.90762222755467
60.0,2,26,11.871140068582314,443.47823612617526
60.0,2,27,19.153444649024927,372.59476295526923
60.0,2,28,37.04367579244805,342.0737468998602
60.0,2,29,33.02634573767843,344.7117568572908
