policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,96.057304,129.000000,0.744630,0.000000
cga,CGA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,92.841927,129.000000,0.719705,0.000000
hda,HDA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,84.510841,129.000000,0.655123,0.000000
kubernetes-default,K8s default,1,5.000,replay/model/control-plane,0.924022,0.012090,14,1.158913,0.000000,0.431403,1.218787,,,97.696759,129.024487,0.757195,0.000000
cga,CGA,1,5.000,replay/model/control-plane,0.924022,0.012090,14,1.158913,0.000000,0.431403,1.218787,,,92.824266,129.024487,0.719431,0.000000
hda,HDA,1,5.000,replay/model/control-plane,0.924022,0.012090,14,1.158913,0.000000,0.431403,1.218787,,,88.092474,129.024487,0.682758,0.000000
kubernetes-default,K8s default,2,10.000,replay/model/control-plane,0.953115,0.030635,14,1.161037,0.000000,0.430500,1.218712,,,101.703670,129.048943,0.788102,0.000000
cga,CGA,2,10.000,replay/model/control-plane,0.953115,0.030635,14,1.161037,0.000000,0.430500,1.218712,,,93.836609,129.048943,0.727140,0.000000
hda,HDA,2,10.000,replay/model/control-plane,0.953115,0.030635,14,1.161037,0.000000,0.430500,1.218712,,,92.402596,129.048943,0.716028,0.000000
kubernetes-default,K8s default,3,15.000,replay/model/control-plane,0.983261,0.030770,14,1.163153,0.000000,0.429598,1.218634,,,102.367549,129.073368,0.793096,0.000000
cga,CGA,3,15.000,replay/model/control-plane,0.983261,0.030770,14,1.163153,0.000000,0.429598,1.218634,,,99.186819,129.073368,0.768453,0.000000
hda,HDA,3,15.000,replay/model/control-plane,0.983261,0.030770,14,1.163153,0.000000,0.429598,1.218634,,,89.105459,129.073368,0.690347,0.000000
kubernetes-default,K8s default,4,20.000,replay/model/control-plane,0.929781,0.054282,14,1.165259,0.000000,0.428697,1.218553,,,101.670889,129.097762,0.787550,0.000000
cga,CGA,4,20.000,replay/model/control-plane,0.929781,0.054282,14,1.165259,0.000000,0.428697,1.218553,,,94.933131,129.097762,0.735358,0.000000
hda,HDA,4,20.000,replay/model/control-plane,0.929781,0.054282,14,1.165259,0.000000,0.428697,1.218553,,,90.819282,129.097762,0.703492,0.000000
kubernetes-default,K8s default,5,25.000,replay/model/control-plane,0.928188,0.002340,14,1.167356,0.000000,0.427797,1.218469,,,101.859318,129.122124,0.788860,0.000000
cga,CGA,5,25.000,replay/model/control-plane,0.928188,0.002340,14,1.167356,0.000000,0.427797,1.218469,,,93.661394,129.122124,0.725371,0.000000
hda,HDA,5,25.000,replay/model/control-plane,0.928188,0.002340,14,1.167356,0.000000,0.427797,1.218469,,,89.546364,129.122124,0.693501,0.000000
kubernetes-default,K8s default,6,30.000,replay/model/control-plane,0.941149,0.013884,14,1.169445,0.000000,0.426899,1.218382,,,99.115105,129.146455,0.767463,0.000000
cga,CGA,6,30.000,replay/model/control-plane,0.941149,0.013884,14,1.169445,0.000000,0.426899,1.218382,,,97.776267,129.146455,0.757096,0.000000
hda,HDA,6,30.000,replay/model/control-plane,0.941149,0.013884,14,1.169445,0.000000,0.426899,1.218382,,,88.417858,129.146455,0.684632,0.000000
kubernetes-default,K8s default,7,35.000,replay/model/control-plane,0.994748,0.069739,15,1.171524,0.000000,0.441001,1.298365,,,102.590664,129.170754,0.794225,0.000000
cga,CGA,7,35.000,replay/model/control-plane,0.994748,0.069739,15,1.171524,0.000000,0.441001,1.298365,,,98.726165,129.170754,0.764307,0.000000
hda,HDA,7,35.000,replay/model/control-plane,0.994748,0.069739,15,1.171524,0.000000,0.441001,1.298365,,,96.925480,129.170754,0.750367,0.000000
kubernetes-default,K8s default,8,40.000,replay/model/control-plane,0.934743,0.075861,14,1.173595,0.000000,0.425107,1.218196,,,103.532533,129.195021,0.801366,0.000000
cga,CGA,8,40.000,replay/model/control-plane,0.934743,0.075861,14,1.173595,0.000000,0.425107,1.218196,,,94.699808,129.195021,0.732999,0.000000
hda,HDA,8,40.000,replay/model/control-plane,0.934743,0.075861,14,1.173595,0.000000,0.425107,1.218196,,,91.578836,129.195021,0.708842,0.000000
kubernetes-default,K8s default,9,45.000,replay/model/control-plane,0.995077,0.076502,15,1.175656,0.000000,0.439171,1.297862,,,106.435457,129.219257,0.823681,0.000000
cga,CGA,9,45.000,replay/model/control-plane,0.995077,0.076502,15,1.175656,0.000000,0.439171,1.297862,,,94.681668,129.219257,0.732721,0.000000
hda,HDA,9,45.000,replay/model/control-plane,0.995077,0.076502,15,1.175656,0.000000,0.439171,1.297862,,,94.340855,129.219257,0.730084,0.000000
kubernetes-default,K8s default,10,50.000,replay/model/control-plane,0.988230,0.006701,15,1.177710,0.000000,0.438259,1.297605,,,100.215700,129.243461,0.775402,0.000000
cga,CGA,10,50.000,replay/model/control-plane,0.988230,0.006701,15,1.177710,0.000000,0.438259,1.297605,,,93.576370,129.243461,0.724032,0.000000
hda,HDA,10,50.000,replay/model/control-plane,0.988230,0.006701,15,1.177710,0.000000,0.438259,1.297605,,,90.534982,129.243461,0.700500,0.000000
kubernetes-default,K8s default,11,55.000,replay/model/control-plane,0.936668,0.068041,14,1.179754,0.000000,0.422428,1.217893,,,101.785584,129.267632,0.787402,0.000000
cga,CGA,11,55.000,replay/model/control-plane,0.936668,0.068041,14,1.179754,0.000000,0.422428,1.217893,,,96.598655,129.267632,0.747276,0.000000
hda,HDA,11,55.000,replay/model/control-plane,0.936668,0.068041,14,1.179754,0.000000,0.422428,1.217893,,,91.932424,129.267632,0.711179,0.000000
kubernetes-default,K8s default,12,60.000,replay/model/control-plane,0.977566,0.058215,15,1.181789,0.000000,0.436439,1.297077,,,99.828272,129.291771,0.772116,0.000000
cga,CGA,12,60.000,replay/model/control-plane,0.977566,0.058215,15,1.181789,0.000000,0.436439,1.297077,,,95.499063,129.291771,0.738632,0.000000
hda,HDA,12,60.000,replay/model/control-plane,0.977566,0.058215,15,1.181789,0.000000,0.436439,1.297077,,,91.912927,129.291771,0.710895,0.000000
kubernetes-default,K8s default,13,65.000,replay/model/control-plane,0.969759,0.007807,15,1.183816,0.000000,0.435531,1.296807,,,99.214827,129.315878,0.767228,0.000000
cga,CGA,13,65.000,replay/model/control-plane,0.969759,0.007807,15,1.183816,0.000000,0.435531,1.296807,,,92.582238,129.315878,0.715939,0.000000
hda,HDA,13,65.000,replay/model/control-plane,0.969759,0.007807,15,1.183816,0.000000,0.435531,1.296807,,,87.389858,129.315878,0.675786,0.000000
kubernetes-default,K8s default,14,70.000,replay/model/control-plane,0.967219,0.002654,15,1.185835,0.000000,0.434624,1.296533,,,101.055977,129.339953,0.781321,0.000000
