Sat May 23 18:17:56 UTC 2026
Linux k8s-emu-master 5.15.0-177-generic #187-Ubuntu SMP Sat Apr 11 22:54:33 UTC 2026 x86_64 x86_64 x86_64 GNU/Linux
Python 3.10.12
7f5ee5cdb2fd95f7b8123c6737c84235a672fb25
## second_round_v2_45workers
 M AGENTS.md
 M Makefile
 M docs/paper_claims_to_runs.md
 M examples/moe-serving/k8s/render_manifests.py
 M iDynamicsPackagesModules/Evaluations/__pycache__/__init__.cpython-310.pyc
 M iDynamicsPackagesModules/GraphDynamicsAnalyzer/__pycache__/__init__.cpython-310.pyc
 M iDynamicsPackagesModules/GraphDynamicsAnalyzer/graph_builder.py
 M iDynamicsPackagesModules/NetworkingDynamicsManager/__pycache__/__init__.cpython-310.pyc
 M pyproject.toml
 M scripts/evaluation/collect_metrics.py
 M scripts/experiments/continuous_callgraph.py
 M scripts/experiments/moe_serving_experiment.py
 M scripts/experiments/network_trace_replay.py
 M scripts/experiments/profile_gda_overhead.py
 M scripts/experiments/run_gda_overhead_synthetic.sh
 M scripts/network/reset_tc_all_nodes.sh
 M scripts/network/snapshot_qdisc_all_nodes.sh
?? .codex/summaries/second_round_v2/
?? AGENTS.md.backup.second_round_v2.20260523T155850Z
?? docs/paper_fragments/live_network_dynamics_redline.tex
?? docs/paper_fragments/mesh_overhead_redline.tex
?? docs/paper_fragments/policy_taxonomy_redline.tex
?? docs/second_round_v2/
?? experiments/runs/cluster-45node-validation-20260523T161031Z/
?? experiments/runs/external-hotel-scale10-20260523T172717Z/
?? experiments/runs/external-hotel-scale10-20260523T172949Z/
?? experiments/runs/gda-scalability-synth-20260523T181756Z/
?? experiments/runs/live-tc-social-scale10-20260523T180124Z/
?? experiments/runs/live-tc-validation-scale10-20260523T173852Z/
?? experiments/runs/live-tc-validation-scale20-20260523T174159Z/
?? experiments/runs/live-tc-validation-scale45-20260523T174743Z/
?? experiments/runs/mesh-overhead-20260523T165749Z/
?? experiments/runs/moe-sidecar-s5-20260523T171503Z/
?? experiments/runs/policy-smoke-moe-20260523T181116Z/
?? experiments/runs/policy-smoke-moe-20260523T181205Z/
?? experiments/runs/social-smoke-scale10-20260523T172628Z/
?? experiments/runs/social-smoke-scale10-20260523T172647Z/
?? experiments/runs/social-smoke-scale45-20260523T172701Z/
?? idynamics/
?? prompts/second_round_v2/
?? scripts/cluster/label_node_pools_45w.sh
?? scripts/cluster/verify_node_pools.sh
?? scripts/experiments/benchmark_deployment.py
?? scripts/experiments/live_network_dynamics.py
?? scripts/experiments/mesh_overhead_benchmark.py
?? scripts/experiments/policy_smoke.py
?? scripts/policies/
?? tests/
