policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
kubernetes-default,K8s default,replay,500,87.620796,0.000000,0.000000,1.827785,8.202000,false,false
cga,CGA,replay,500,82.208542,0.000000,0.000000,1.827785,8.202000,false,false
hda,HDA,replay,500,78.634610,0.000000,0.000000,1.827785,8.202000,false,false
policy2,Policy 2,replay,500,80.380002,0.000000,0.000000,1.827785,8.202000,false,false
policy3,Policy 3,replay,500,79.442122,0.000000,0.000000,1.827785,8.202000,false,false
