step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,11.249685
0,0.0,frontend,adservice,23.272013
0,0.0,frontend,cartservice,10.817005
0,0.0,frontend,currencyservice,41.614563
0,0.0,frontend,productcatalogservice,62.615005
0,0.0,frontend,recommendationservice,12.980406
0,0.0,recommendationservice,productcatalogservice,17.307208
1,1.0,cartservice,redis-cart,11.223208
1,1.0,frontend,adservice,23.217241
1,1.0,frontend,cartservice,10.791546
1,1.0,frontend,currencyservice,41.516620
1,1.0,frontend,productcatalogservice,62.467637
1,1.0,frontend,recommendationservice,12.949856
1,1.0,recommendationservice,productcatalogservice,17.266474
2,2.0,cartservice,redis-cart,11.198047
2,2.0,frontend,adservice,23.165190
2,2.0,frontend,cartservice,10.767353
2,2.0,frontend,currencyservice,41.423544
2,2.0,frontend,productcatalogservice,62.327591
2,2.0,frontend,recommendationservice,12.920823
2,2.0,recommendationservice,productcatalogservice,17.227764
3,3.0,cartservice,redis-cart,11.112635
3,3.0,frontend,adservice,22.988500
3,3.0,frontend,cartservice,10.685226
3,3.0,frontend,currencyservice,41.107590
3,3.0,frontend,productcatalogservice,61.852193
3,3.0,frontend,recommendationservice,12.822271
3,3.0,recommendationservice,productcatalogservice,17.096361
4,4.0,cartservice,redis-cart,11.518801
4,4.0,frontend,adservice,23.828728
4,4.0,frontend,cartservice,11.075770
4,4.0,frontend,currencyservice,42.610070
4,4.0,frontend,productcatalogservice,64.112886
4,4.0,frontend,recommendationservice,13.290924
4,4.0,recommendationservice,productcatalogservice,17.721232
5,5.0,cartservice,redis-cart,10.737018
5,5.0,frontend,adservice,33.140220
5,5.0,frontend,cartservice,10.324056
5,5.0,frontend,currencyservice,54.289786
5,5.0,frontend,productcatalogservice,96.190705
5,5.0,frontend,recommendationservice,56.103870
5,5.0,recommendationservice,productcatalogservice,74.805160
6,6.0,cartservice,redis-cart,10.946341
6,6.0,frontend,adservice,7.788743
6,6.0,frontend,cartservice,10.525328
6,6.0,frontend,currencyservice,92.487561
6,6.0,frontend,productcatalogservice,23.787241
6,6.0,frontend,recommendationservice,12.630394
6,6.0,recommendationservice,productcatalogservice,16.840525
7,7.0,cartservice,redis-cart,11.325656
7,7.0,frontend,adservice,8.058640
7,7.0,frontend,cartservice,10.890054
7,7.0,frontend,currencyservice,95.692458
7,7.0,frontend,productcatalogservice,24.611522
7,7.0,frontend,recommendationservice,13.068065
7,7.0,recommendationservice,productcatalogservice,17.424086
8,8.0,cartservice,redis-cart,10.841228
8,8.0,frontend,adservice,7.713950
8,8.0,frontend,cartservice,10.424257
8,8.0,frontend,currencyservice,91.599438
8,8.0,frontend,productcatalogservice,23.558821
8,8.0,frontend,recommendationservice,12.509109
8,8.0,recommendationservice,productcatalogservice,16.678812
9,9.0,cartservice,redis-cart,11.419322
9,9.0,frontend,adservice,8.125287
9,9.0,frontend,cartservice,10.980117
9,9.0,frontend,currencyservice,96.483858
9,9.0,frontend,productcatalogservice,24.815065
9,9.0,frontend,recommendationservice,13.176141
9,9.0,recommendationservice,productcatalogservice,17.568187
10,10.0,cartservice,redis-cart,11.124773
10,10.0,frontend,adservice,7.915704
10,10.0,frontend,cartservice,10.696897
10,10.0,frontend,currencyservice,93.995161
10,10.0,frontend,productcatalogservice,24.174987
10,10.0,frontend,recommendationservice,12.836276
10,10.0,recommendationservice,productcatalogservice,17.115035
11,11.0,cartservice,redis-cart,11.695854
11,11.0,frontend,adservice,8.322050
11,11.0,frontend,cartservice,11.246013
11,11.0,frontend,currencyservice,98.820326
11,11.0,frontend,productcatalogservice,25.415990
11,11.0,frontend,recommendationservice,13.495216
11,11.0,recommendationservice,productcatalogservice,17.993621
12,12.0,cartservice,redis-cart,11.064582
12,12.0,frontend,adservice,7.872876
12,12.0,frontend,cartservice,10.639022
12,12.0,frontend,currencyservice,93.486603
12,12.0,frontend,productcatalogservice,24.044189
12,12.0,frontend,recommendationservice,12.766826
12,12.0,recommendationservice,productcatalogservice,17.022435
13,13.0,cartservice,redis-cart,11.735610
13,13.0,frontend,adservice,8.350338
13,13.0,frontend,cartservice,11.284240
13,13.0,frontend,currencyservice,99.156232
13,13.0,frontend,productcatalogservice,25.502383
13,13.0,frontend,recommendationservice,13.541088
13,13.0,recommendationservice,productcatalogservice,18.054785
14,14.0,cartservice,redis-cart,11.866072
14,14.0,frontend,adservice,8.443167
14,14.0,frontend,cartservice,11.409685
14,14.0,frontend,currencyservice,100.258528
14,14.0,frontend,productcatalogservice,25.785887
14,14.0,frontend,recommendationservice,13.691621
14,14.0,recommendationservice,productcatalogservice,18.255495
15,15.0,cartservice,redis-cart,11.136656
15,15.0,frontend,adservice,7.924159
15,15.0,frontend,cartservice,10.708323
15,15.0,frontend,currencyservice,94.095568
15,15.0,frontend,productcatalogservice,24.200811
15,15.0,frontend,recommendationservice,12.849988
15,15.0,recommendationservice,productcatalogservice,17.133318
16,16.0,cartservice,redis-cart,11.129826
16,16.0,frontend,adservice,23.024064
16,16.0,frontend,cartservice,10.701756
16,16.0,frontend,currencyservice,41.171185
16,16.0,frontend,productcatalogservice,61.947880
