benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale20,replica3,markov,cga,replay,200,82.452052,112.446715,0.000000,90.000000,7.945000,0.016010,1.000000
moe-serving,scale20,replica3,markov,hda,replay,200,78.998917,108.829473,0.000000,90.000000,7.945000,0.016010,1.000000
moe-serving,scale20,replica3,markov,kubernetes-default,replay,200,88.062492,122.130293,0.000000,90.000000,7.945000,0.016010,1.000000
moe-serving,scale20,replica3,markov,policy2,replay,200,80.981840,110.529405,0.000000,90.000000,7.945000,0.016010,1.000000
moe-serving,scale20,replica3,markov,policy3,replay,200,79.935380,110.689922,0.000000,90.000000,7.945000,0.016010,1.000000
