LAST SEEN   TYPE      REASON              OBJECT                            MESSAGE
7s          Normal    Scheduled           pod/expert-0-9d95cfdf7-6rsp5      Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-0-9d95cfdf7-6rsp5 to emu-worker-1
7s          Normal    Scheduled           pod/expert-3-5b66db7bf7-9r686     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-3-5b66db7bf7-9r686 to emu-worker-4
8s          Normal    Scheduled           pod/aggregator-8874c879-hg8q2     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/aggregator-8874c879-hg8q2 to emu-worker-1
8s          Normal    Scheduled           pod/tokenizer-54949b6f95-kxvwc    Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/tokenizer-54949b6f95-kxvwc to emu-worker-1
7s          Normal    Scheduled           pod/expert-1-5fb9b45d89-8gkml     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-1-5fb9b45d89-8gkml to emu-worker-1
7s          Normal    Scheduled           pod/expert-2-7cd74899c-4fm69      Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-2-7cd74899c-4fm69 to emu-worker-10
8s          Normal    Scheduled           pod/cache-5d4979b89-jp6n8         Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/cache-5d4979b89-jp6n8 to emu-worker-6
7s          Normal    Scheduled           pod/expert-4-766cbc68c7-t2ntm     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-4-766cbc68c7-t2ntm to emu-worker-9
7s          Normal    Scheduled           pod/expert-5-66d97b9877-tg6gn     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/expert-5-66d97b9877-tg6gn to emu-worker-3
8s          Normal    Scheduled           pod/router-754bdfdc75-cwcjs       Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/router-754bdfdc75-cwcjs to emu-worker-1
9s          Normal    Scheduled           pod/frontend-78b5f48669-x2qpf     Successfully assigned moe-live-scale20-markov-20260611t130333z-hda/frontend-78b5f48669-x2qpf to emu-worker-1
9s          Normal    ScalingReplicaSet   deployment/aggregator             Scaled up replica set aggregator-8874c879 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/cache                  Scaled up replica set cache-5d4979b89 from 0 to 1
