LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
8s          Normal   Scheduled           pod/expert-4-69df587564-k5qmj      Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-4-69df587564-k5qmj to emu-worker-1
9s          Normal   Scheduled           pod/tokenizer-9fbc775d6-b49cr      Successfully assigned moe-live-scale20-markov-20260611t130333z-default/tokenizer-9fbc775d6-b49cr to emu-worker-3
9s          Normal   Scheduled           pod/router-5d4786bd5b-8xqr2        Successfully assigned moe-live-scale20-markov-20260611t130333z-default/router-5d4786bd5b-8xqr2 to emu-worker-2
9s          Normal   Scheduled           pod/aggregator-85c67b5988-pwll8    Successfully assigned moe-live-scale20-markov-20260611t130333z-default/aggregator-85c67b5988-pwll8 to emu-worker-1
9s          Normal   Scheduled           pod/cache-58d5b8499b-tjdmk         Successfully assigned moe-live-scale20-markov-20260611t130333z-default/cache-58d5b8499b-tjdmk to emu-worker-10
9s          Normal   Scheduled           pod/frontend-5467466f58-5dhzm      Successfully assigned moe-live-scale20-markov-20260611t130333z-default/frontend-5467466f58-5dhzm to emu-worker-2
8s          Normal   Scheduled           pod/expert-5-76bb8fc48-zz98p       Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-5-76bb8fc48-zz98p to emu-worker-4
8s          Normal   Scheduled           pod/expert-1-764fcdb44-vzj5c       Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-1-764fcdb44-vzj5c to emu-worker-2
8s          Normal   Scheduled           pod/expert-3-56df7cbc9b-5h6lw      Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-3-56df7cbc9b-5h6lw to emu-worker-8
8s          Normal   Scheduled           pod/expert-2-bcc56b4f6-4s79v       Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-2-bcc56b4f6-4s79v to emu-worker-6
8s          Normal   Scheduled           pod/expert-0-75bcc69468-2b4sp      Successfully assigned moe-live-scale20-markov-20260611t130333z-default/expert-0-75bcc69468-2b4sp to emu-worker-8
10s         Normal   ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-5467466f58 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/frontend-5467466f58     Created pod: frontend-5467466f58-5dhzm
9s          Normal   Pulled              pod/frontend-5467466f58-5dhzm      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal   SuccessfulCreate    replicaset/cache-58d5b8499b        Created pod: cache-58d5b8499b-tjdmk
9s          Normal   Created             pod/frontend-5467466f58-5dhzm      Container created
9s          Normal   SuccessfulCreate    replicaset/expert-0-75bcc69468     Created pod: expert-0-75bcc69468-2b4sp
9s          Normal   ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-75bcc69468 from 0 to 1
9s          Normal   Started             pod/frontend-5467466f58-5dhzm      Container started
9s          Normal   SuccessfulCreate    replicaset/aggregator-85c67b5988   Created pod: aggregator-85c67b5988-pwll8
9s          Normal   SuccessfulCreate    replicaset/router-5d4786bd5b       Created pod: router-5d4786bd5b-8xqr2
9s          Normal   ScalingReplicaSet   deployment/router                  Scaled up replica set router-5d4786bd5b from 0 to 1
9s          Normal   SuccessfulCreate    replicaset/expert-1-764fcdb44      Created pod: expert-1-764fcdb44-vzj5c
9s          Normal   ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-764fcdb44 from 0 to 1
9s          Normal   ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-58d5b8499b from 0 to 1
9s          Normal   ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-9fbc775d6 from 0 to 1
9s          Normal   ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-85c67b5988 from 0 to 1
