LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
13s         Normal    Scheduled           pod/expert-0-7985f6d469-l6jj2      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-0-7985f6d469-l6jj2 to emu-worker-1
9s          Normal    Scheduled           pod/expert-3-8bb6d94c9-9hs5h       Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-3-8bb6d94c9-9hs5h to emu-worker-4
9s          Normal    Scheduled           pod/expert-4-5ccdc55895-jr9zr      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-4-5ccdc55895-jr9zr to emu-worker-6
13s         Normal    Scheduled           pod/tokenizer-6cc6c9c4f9-zcndf     Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/tokenizer-6cc6c9c4f9-zcndf to emu-worker-1
12s         Normal    Scheduled           pod/expert-2-75c5d96787-kdcsr      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-2-75c5d96787-kdcsr to emu-worker-2
9s          Normal    Scheduled           pod/expert-5-69f594747f-zn5vx      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-5-69f594747f-zn5vx to emu-worker-9
13s         Normal    Scheduled           pod/cache-58c94bf84c-fmt8n         Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/cache-58c94bf84c-fmt8n to emu-worker-7
13s         Normal    Scheduled           pod/aggregator-55877c748c-mqmq8    Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/aggregator-55877c748c-mqmq8 to emu-worker-1
12s         Normal    Scheduled           pod/expert-1-66b4c4f79c-l6dzs      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/expert-1-66b4c4f79c-l6dzs to emu-worker-1
13s         Normal    Scheduled           pod/router-7d589868f5-x8k67        Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/router-7d589868f5-x8k67 to emu-worker-1
13s         Normal    Scheduled           pod/frontend-6699859f77-r4qgn      Successfully assigned moe-live-scale20-markov-20260611t130333z-policy2/frontend-6699859f77-r4qgn to emu-worker-1
14s         Normal    SuccessfulCreate    replicaset/frontend-6699859f77     Created pod: frontend-6699859f77-r4qgn
14s         Normal    ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-55877c748c from 0 to 1
14s         Normal    ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-6699859f77 from 0 to 1
14s         Normal    ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-6cc6c9c4f9 from 0 to 1
14s         Normal    SuccessfulCreate    replicaset/cache-58c94bf84c        Created pod: cache-58c94bf84c-fmt8n
14s         Normal    SuccessfulCreate    replicaset/expert-0-7985f6d469     Created pod: expert-0-7985f6d469-l6jj2
14s         Normal    ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-7985f6d469 from 0 to 1
14s         Normal    SuccessfulCreate    replicaset/router-7d589868f5       Created pod: router-7d589868f5-x8k67
14s         Normal    ScalingReplicaSet   deployment/router                  Scaled up replica set router-7d589868f5 from 0 to 1
14s         Normal    ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-58c94bf84c from 0 to 1
14s         Normal    SuccessfulCreate    replicaset/tokenizer-6cc6c9c4f9    Created pod: tokenizer-6cc6c9c4f9-zcndf
14s         Normal    SuccessfulCreate    replicaset/aggregator-55877c748c   Created pod: aggregator-55877c748c-mqmq8
13s         Normal    ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-66b4c4f79c from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/expert-1-66b4c4f79c     Created pod: expert-1-66b4c4f79c-l6dzs
13s         Normal    ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-75c5d96787 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/expert-2-75c5d96787     Created pod: expert-2-75c5d96787-kdcsr
11s         Normal    ScalingReplicaSet   deployment/expert-4                Scaled up replica set expert-4-5ccdc55895 from 0 to 1
11s         Normal    ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-8bb6d94c9 from 0 to 1
10s         Normal    ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-69f594747f from 0 to 1
10s         Normal    SuccessfulCreate    replicaset/expert-3-8bb6d94c9      Created pod: expert-3-8bb6d94c9-9hs5h
10s         Normal    SuccessfulCreate    replicaset/expert-5-69f594747f     Created pod: expert-5-69f594747f-zn5vx
10s         Normal    SuccessfulCreate    replicaset/expert-4-5ccdc55895     Created pod: expert-4-5ccdc55895-jr9zr
8s          Normal    Started             pod/expert-0-7985f6d469-l6jj2      Container started
8s          Normal    Created             pod/cache-58c94bf84c-fmt8n         Container created
8s          Normal    Created             pod/expert-2-75c5d96787-kdcsr      Container created
8s          Normal    Pulled              pod/expert-2-75c5d96787-kdcsr      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Pulled              pod/expert-4-5ccdc55895-jr9zr      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Created             pod/expert-4-5ccdc55895-jr9zr      Container created
8s          Normal    Started             pod/expert-4-5ccdc55895-jr9zr      Container started
8s          Normal    Pulled              pod/aggregator-55877c748c-mqmq8    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
