NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-65896858cb-mphxw   1/1     Running   0          9s    192.168.65.53     emu-worker-1    <none>           <none>
cache-66b8796d9d-x2w8d        1/1     Running   0          8s    192.168.42.104    emu-worker-3    <none>           <none>
expert-0-98fcb68dd-bwv6m      1/1     Running   0          8s    192.168.65.55     emu-worker-1    <none>           <none>
expert-1-79cffd84d-6cjm2      1/1     Running   0          8s    192.168.65.56     emu-worker-1    <none>           <none>
expert-2-7b58bb647d-4w52r     1/1     Running   0          8s    192.168.137.195   emu-worker-2    <none>           <none>
expert-3-857c6f9986-zsbww     1/1     Running   0          8s    192.168.222.48    emu-worker-7    <none>           <none>
expert-4-797bf99ffd-tpqgh     1/1     Running   0          7s    192.168.173.158   emu-worker-8    <none>           <none>
expert-5-64d77b8746-25v22     1/1     Running   0          7s    192.168.135.115   emu-worker-4    <none>           <none>
frontend-55ff965796-w8t5x     1/1     Running   0          9s    192.168.173.159   emu-worker-8    <none>           <none>
router-798f47c596-2rmm9       1/1     Running   0          9s    192.168.65.45     emu-worker-1    <none>           <none>
tokenizer-6944665fcb-6bqr9    1/1     Running   0          9s    192.168.82.214    emu-worker-10   <none>           <none>
