request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,60.236803,"3,2",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-0,
1,200,47.205135,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-1,
2,200,47.550084,"5,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-2,
3,200,44.550405,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-3,
4,200,41.738181,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-4,
5,200,42.729476,"5,2",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-5,
6,200,42.336546,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-6,
7,200,42.694662,"3,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-7,
8,200,41.647991,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-8,
9,200,43.344695,"4,2",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-9,
10,200,41.609438,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-10,
11,200,39.646100,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-11,
12,200,39.166408,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-12,
13,200,38.251685,"1,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-13,
14,200,39.445262,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-14,
15,200,38.105610,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-15,
16,200,38.866203,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-16,
17,200,39.953399,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-17,
18,200,38.973294,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-18,
19,200,40.713150,"2,4",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-19,
20,200,39.881094,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-20,
21,200,40.034372,"4,1",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-21,
22,200,40.806486,"4,5",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-22,
23,200,40.996513,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-23,
24,200,39.599011,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-24,
25,200,39.797787,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-25,
26,200,39.415927,"0,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-26,
27,200,40.294863,"1,2",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-27,
28,200,41.828320,"5,4",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-28,
29,200,40.122118,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-29,
30,200,47.477197,"4,3",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-30,
31,200,41.752949,"0,3",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-31,
32,200,42.570788,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-32,
33,200,41.497719,"0,1",0,0.573770;0.207650;0.054645;0.054645;0.054645;0.054645,prompt-33,
34,200,42.438559,"2,5",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-34,
35,200,41.075563,"5,0",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-35,
36,200,41.616190,"4,3",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-36,
37,200,40.056583,"5,3",5,0.207650;0.054645;0.054645;0.054645;0.054645;0.573770,prompt-37,
38,200,42.137873,"5,4",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-38,
39,200,39.615103,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-39,
40,200,41.665414,"3,4",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-40,
41,200,39.632004,"4,0",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-41,
42,200,45.333520,"4,1",4,0.054645;0.054645;0.054645;0.054645;0.573770;0.207650,prompt-42,
43,200,41.752146,"1,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-43,
44,200,41.124545,"3,1",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-44,
45,200,42.473735,"4,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-45,
46,200,40.951167,"3,2",2,0.054645;0.054645;0.573770;0.207650;0.054645;0.054645,prompt-46,
47,200,41.271851,"1,3",1,0.054645;0.573770;0.207650;0.054645;0.054645;0.054645,prompt-47,
48,200,41.762787,"2,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-48,
49,200,43.145822,"4,3",3,0.054645;0.054645;0.054645;0.573770;0.207650;0.054645,prompt-49,
