policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay/model/control-plane,500,98.142701,0.000000,0.000000,1.181291,13.300000,False,False
hda,HDA,replay/model/control-plane,500,94.008640,0.000000,0.000000,1.181291,13.300000,False,False
kubernetes-default,K8s default,replay/model/control-plane,500,104.375270,0.000101,0.050284,1.181291,13.300000,False,False
