step,time_s,source,destination,weight
0,0.0,aggregator,cache,15.872280
0,0.0,expert-0,aggregator,72.237046
0,0.0,expert-1,aggregator,14.248703
0,0.0,expert-2,aggregator,5.428077
0,0.0,frontend,router,86.558446
0,0.0,frontend,tokenizer,61.574752
0,0.0,router,cache,5.088822
0,0.0,router,expert-0,80.282232
0,0.0,router,expert-1,15.944977
0,0.0,router,expert-2,6.106587
1,0.1,aggregator,cache,15.879700
1,0.1,expert-0,aggregator,72.270816
1,0.1,expert-1,aggregator,14.255364
1,0.1,expert-2,aggregator,5.430615
1,0.1,frontend,router,86.598912
1,0.1,frontend,tokenizer,61.603537
1,0.1,router,cache,5.091201
1,0.1,router,expert-0,80.319763
1,0.1,router,expert-1,15.952431
1,0.1,router,expert-2,6.109442
2,0.2,aggregator,cache,15.807268
2,0.2,expert-0,aggregator,71.941168
2,0.2,expert-1,aggregator,14.190341
2,0.2,expert-2,aggregator,5.405844
2,0.2,frontend,router,86.203909
2,0.2,frontend,tokenizer,61.322546
2,0.2,router,cache,5.067979
2,0.2,router,expert-0,79.953402
2,0.2,router,expert-1,15.879667
2,0.2,router,expert-2,6.081575
3,0.30000000000000004,aggregator,cache,16.430100
3,0.30000000000000004,expert-0,aggregator,74.775768
3,0.30000000000000004,expert-1,aggregator,14.749464
3,0.30000000000000004,expert-2,aggregator,5.618843
3,0.30000000000000004,frontend,router,89.600484
3,0.30000000000000004,frontend,tokenizer,63.738754
3,0.30000000000000004,router,cache,5.267666
3,0.30000000000000004,router,expert-0,83.103697
3,0.30000000000000004,router,expert-1,16.505352
3,0.30000000000000004,router,expert-2,6.321199
4,0.4,aggregator,cache,15.948737
4,0.4,expert-0,aggregator,72.585013
4,0.4,expert-1,aggregator,14.317339
4,0.4,expert-2,aggregator,5.454224
4,0.4,frontend,router,86.975400
4,0.4,frontend,tokenizer,61.871358
4,0.4,router,cache,5.113335
4,0.4,router,expert-0,80.668953
4,0.4,router,expert-1,16.021784
4,0.4,router,expert-2,6.136002
5,0.5,expert-0,aggregator,56.922536
5,0.5,expert-1,aggregator,13.969304
5,0.5,expert-2,aggregator,5.321639
5,0.5,frontend,router,73.742718
5,0.5,frontend,tokenizer,57.587741
5,0.5,router,expert-0,62.030360
