step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
10,1.000,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.962021,0.000000,0.060125,1.000000,0.60124513,1.827785,0.000000,10,0.372545,0.421327,,,58.901527,100.805556,0.584308,0.000000
11,1.100,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.979831,0.000000,0.018177,1.000000,0.18177191,1.827785,0.000000,10,0.372545,0.421327,,,55.288501,100.805556,0.548467,0.000000
12,1.200,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.060473,0.000000,0.076043,1.000000,0.76043421,1.827785,0.000000,10,0.372545,0.421327,,,62.253498,100.805556,0.617560,0.000000
13,1.300,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.045542,0.000000,0.014080,1.000000,0.14079703,1.827785,0.000000,10,0.372545,0.421327,,,50.343379,100.805556,0.499411,0.000000
14,1.400,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.031876,0.000000,0.013071,1.000000,0.13071491,1.827785,0.000000,10,0.372545,0.421327,,,52.822991,100.805556,0.524009,0.000000
15,1.500,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.013258,0.100000,0.568834,0.321212,5.68833829,1.827785,0.800000,9,0.292442,-0.562739,,,117.612830,146.305556,0.803885,0.000000
16,1.600,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.057042,0.000000,0.041421,1.000000,0.41421140,1.827785,0.000000,9,0.292442,-0.562739,,,101.521431,146.305556,0.693900,0.000000
17,1.700,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.055676,0.000000,0.001292,1.000000,0.01291937,1.827785,0.000000,9,0.292442,-0.562739,,,96.287724,146.305556,0.658128,0.000000
18,1.800,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.987041,0.000000,0.065016,1.000000,0.65015915,1.827785,0.000000,9,0.292442,-0.562739,,,96.320526,146.305556,0.658352,0.000000
19,1.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.058129,0.000000,0.354204,0.900000,3.54204063,1.827785,0.500000,9,0.431086,0.303449,,,84.857771,113.805556,0.745638,0.000000
20,2.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.009508,0.000000,0.045950,1.000000,0.45949893,1.827785,0.000000,9,0.431086,0.303449,,,69.792323,113.805556,0.613259,0.000000
21,2.100,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.061507,0.000000,0.424332,0.900000,4.24332359,1.827785,0.500000,9,0.292442,-0.562739,,,122.697308,146.305556,0.838637,0.000000
22,2.200,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.989571,0.000000,0.067768,1.000000,0.67768244,1.827785,0.000000,9,0.292442,-0.562739,,,95.986036,146.305556,0.656066,0.000000
23,2.300,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.066518,0.000000,0.072148,1.000000,0.72147961,1.827785,0.000000,9,0.292442,-0.562739,,,105.122706,146.305556,0.718515,0.000000
24,2.400,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.006385,0.000000,0.056382,1.000000,0.56381953,1.827785,0.000000,9,0.292442,-0.562739,,,94.978061,146.305556,0.649176,0.000000
25,2.500,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.077849,0.000000,0.066302,1.000000,0.66301912,1.827785,0.000000,9,0.292442,-0.562739,,,102.199126,146.305556,0.698532,0.000000
26,2.600,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.085278,0.000000,0.006845,1.000000,0.06845267,1.827785,0.000000,9,0.292442,-0.562739,,,91.317867,146.305556,0.624159,0.000000
27,2.700,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.041070,0.000000,0.040734,1.000000,0.40734430,1.827785,0.000000,9,0.292442,-0.562739,,,96.307059,146.305556,0.658260,0.000000
28,2.800,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.010416,0.000000,0.029444,1.000000,0.29444132,1.827785,0.000000,9,0.292442,-0.562739,,,93.746535,146.305556,0.640759,0.000000
29,2.900,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.015355,0.000000,0.004864,1.000000,0.04864144,1.827785,0.000000,9,0.292442,-0.562739,,,96.629629,146.305556,0.660465,0.000000
30,3.000,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.076920,0.000000,0.057168,1.000000,0.57167654,1.827785,0.000000,9,0.292442,-0.562739,,,96.575822,146.305556,0.660097,0.000000
31,3.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.055617,0.000000,0.387706,0.933333,3.87705530,1.827785,0.000000,9,0.192071,-1.153022,,,150.378490,198.305556,0.758317,0.000000
32,3.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.062638,0.000000,0.006607,1.000000,0.06607019,1.827785,0.000000,9,0.192071,-1.153022,,,132.142085,198.305556,0.666356,0.000000
33,3.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.068063,0.000000,0.005079,1.000000,0.05079054,1.827785,0.000000,9,0.192071,-1.153022,,,136.878810,198.305556,0.690242,0.000000
34,3.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.011892,0.000000,0.052592,1.000000,0.52591512,1.827785,0.000000,9,0.192071,-1.153022,,,133.586098,198.305556,0.673638,0.000000
35,3.500,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.048180,0.100000,0.463299,0.818182,4.63299024,1.827785,0.500000,10,0.476110,0.462632,,,84.326906,110.555556,0.762756,0.000000
36,3.600,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.988865,0.000000,0.056588,1.000000,0.56588400,1.827785,0.000000,10,0.476110,0.462632,,,67.013681,110.555556,0.606154,0.000000
37,3.700,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.034256,0.000000,0.043887,1.000000,0.43887433,1.827785,0.000000,10,0.476110,0.462632,,,66.773239,110.555556,0.603979,0.000000
38,3.800,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.032812,0.000000,0.001396,1.000000,0.01396272,1.827785,0.000000,10,0.476110,0.462632,,,62.760342,110.555556,0.567681,0.000000
39,3.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.978712,0.100000,0.308215,0.878788,3.08214567,1.827785,0.000000,9,0.431086,0.303449,,,82.275050,113.805556,0.722944,0.000000
40,4.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.026541,0.000000,0.531913,0.950000,5.31913325,1.827785,0.500000,9,0.344651,-0.533412,,,142.745711,172.305556,0.828445,0.000000
41,4.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.036085,0.000000,0.436065,0.933333,4.36065140,1.827785,0.500000,9,0.443642,0.263965,,,94.127989,123.555556,0.761827,0.000000
42,4.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.992743,0.000000,0.041833,1.000000,0.41832698,1.827785,0.000000,9,0.443642,0.263965,,,76.454706,123.555556,0.618788,0.000000
43,4.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.998988,0.000000,0.006252,1.000000,0.06251572,1.827785,0.000000,9,0.443642,0.263965,,,77.202355,123.555556,0.624839,0.000000
44,4.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.035066,0.000000,0.034856,1.000000,0.34855872,1.827785,0.000000,9,0.443642,0.263965,,,81.742418,123.555556,0.661584,0.000000
45,4.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.049326,0.000000,0.448415,0.933333,4.48415296,1.827785,0.500000,9,0.344651,-0.533412,,,133.583793,172.305556,0.775273,0.000000
46,4.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,0.969583,0.000000,0.075994,1.000000,0.75994290,1.827785,0.000000,9,0.344651,-0.533412,,,116.634292,172.305556,0.676904,0.000000
47,4.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,0.951842,0.111111,0.027545,1.000000,0.27544528,1.827785,0.000000,8,0.275928,-0.906455,,,114.107690,172.305556,0.662240,0.000000
48,4.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.014821,0.111111,0.070894,1.000000,0.70894390,1.827785,0.000000,9,0.344651,-0.533412,,,122.607985,172.305556,0.711573,0.000000
49,4.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,0.989394,0.000000,0.025056,1.000000,0.25055683,1.827785,0.000000,9,0.344651,-0.533412,,,116.957643,172.305556,0.678780,0.000000
50,5.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.947055,0.111111,0.473762,0.933333,4.73761591,1.827785,0.500000,8,0.399782,0.056411,,,96.862614,123.555556,0.783960,0.000000
51,5.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.030280,0.111111,0.096262,1.000000,0.96262405,1.827785,0.000000,9,0.443642,0.263965,,,81.153843,123.555556,0.656821,0.000000
52,5.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.951406,0.111111,0.092110,1.000000,0.92110117,1.827785,0.000000,8,0.399782,0.056411,,,78.090869,123.555556,0.632030,0.000000
53,5.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.987303,0.111111,0.052591,1.000000,0.52590601,1.827785,0.000000,9,0.443642,0.263965,,,80.694060,123.555556,0.653099,0.000000
54,5.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.938690,0.111111,0.065253,1.000000,0.65253257,1.827785,0.000000,8,0.399782,0.056411,,,81.397687,123.555556,0.658794,0.000000
55,5.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.009642,0.111111,0.094799,0.983333,0.94798790,1.827785,0.500000,9,0.431086,0.303449,,,73.174017,113.805556,0.642974,0.000000
56,5.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.955367,0.000000,0.053756,1.000000,0.53756449,1.827785,0.000000,9,0.431086,0.303449,,,70.972988,113.805556,0.623634,0.000000
57,5.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.927286,0.111111,0.048015,1.000000,0.48014720,1.827785,0.000000,8,0.389018,0.105954,,,73.503339,113.805556,0.645868,0.000000
58,5.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.979394,0.111111,0.071369,1.000000,0.71369213,1.827785,0.000000,9,0.431086,0.303449,,,72.243738,113.805556,0.634800,0.000000
59,5.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.922468,0.111111,0.076194,1.000000,0.76193727,1.827785,0.000000,8,0.389018,0.105954,,,72.437246,113.805556,0.636500,0.000000
60,6.000,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.899475,0.111111,0.392198,0.900000,3.92198045,1.827785,0.500000,9,0.292442,-0.562739,,,110.702070,146.305556,0.756650,0.000000
61,6.100,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.920572,0.000000,0.022918,1.000000,0.22917959,1.827785,0.000000,9,0.292442,-0.562739,,,91.070567,146.305556,0.622468,0.000000
62,6.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.967906,0.000000,0.278765,0.933333,2.78765304,1.827785,0.000000,9,0.443642,0.263965,,,87.968168,123.555556,0.711973,0.000000
63,6.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.882787,0.222222,0.119692,0.995825,1.19691998,1.827785,0.000000,7,0.341157,-0.198603,,,79.553422,123.555556,0.643868,0.000000
64,6.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.942329,0.125000,0.080307,1.000000,0.80306539,1.827785,0.000000,8,0.399782,0.056411,,,76.353545,123.555556,0.617969,0.000000
65,6.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.902726,0.000000,0.042026,1.000000,0.42026441,1.827785,0.000000,8,0.399782,0.056411,,,71.584865,123.555556,0.579374,0.000000
66,6.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.943392,0.000000,0.043106,1.000000,0.43106051,1.827785,0.000000,8,0.399782,0.056411,,,74.077760,123.555556,0.599550,0.000000
67,6.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.891963,0.125000,0.071795,1.000000,0.71794509,1.827785,0.000000,7,0.341157,-0.198603,,,78.671079,123.555556,0.636726,0.000000
68,6.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.871918,0.000000,0.022472,1.000000,0.22472211,1.827785,0.000000,7,0.341157,-0.198603,,,75.177287,123.555556,0.608449,0.000000
69,6.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.904008,0.125000,0.053123,1.000000,0.53123383,1.827785,0.000000,8,0.399782,0.056411,,,75.377343,123.555556,0.610068,0.000000
70,7.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.877641,0.125000,0.046909,1.000000,0.46908761,1.827785,0.000000,7,0.341157,-0.198603,,,73.734582,123.555556,0.596773,0.000000
71,7.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.822898,0.000000,0.062375,1.000000,0.62374580,1.827785,0.000000,7,0.341157,-0.198603,,,74.945531,123.555556,0.606574,0.000000
72,7.200,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.889112,0.222222,0.533846,0.050210,5.33846011,1.827785,0.800000,9,0.330040,0.324431,,,80.564860,100.805556,0.799211,0.000000
73,7.300,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.883297,0.000000,0.006540,1.000000,0.06539985,1.827785,0.000000,9,0.330040,0.324431,,,50.068222,100.805556,0.496681,0.000000
74,7.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.883761,0.222222,0.503294,0.016737,5.03293896,1.827785,0.800000,7,0.332518,-0.127761,,,85.773248,113.805556,0.753682,0.000000
75,7.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.880190,0.000000,0.004041,1.000000,0.04041168,1.827785,0.000000,7,0.332518,-0.127761,,,62.390445,113.805556,0.548220,0.000000
76,7.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.829598,0.000000,0.057479,1.000000,0.57478517,1.827785,0.000000,7,0.332518,-0.127761,,,67.374118,113.805556,0.592011,0.000000
77,7.700,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.794941,0.125000,0.254376,0.928571,2.54375735,1.827785,0.000000,8,0.392565,0.097139,,,65.768993,110.555556,0.594895,0.000000
78,7.800,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.850148,0.000000,0.064939,1.000000,0.64938501,1.827785,0.000000,8,0.392565,0.097139,,,60.888688,110.555556,0.550752,0.000000
79,7.900,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.819663,0.000000,0.035858,1.000000,0.35858236,1.827785,0.000000,8,0.392565,0.097139,,,60.098752,110.555556,0.543607,0.000000
