step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.020327,0.020327,8,10,0
1,0.100,replay,0.000000,0.016011,0.016011,8,10,0
2,0.200,replay,0.000000,0.015469,0.015469,8,10,0
3,0.300,replay,0.000000,0.014978,0.014978,8,10,0
4,0.400,replay,0.000000,0.015870,0.015870,8,10,0
5,0.500,replay,0.000000,0.014547,0.014547,7,8,0
6,0.600,replay,0.000000,0.017914,0.017914,8,10,0
7,0.700,replay,0.000000,0.014017,0.014017,8,9,0
8,0.800,replay,0.000000,0.013836,0.013836,8,10,0
9,0.900,replay,0.000000,0.013546,0.013546,8,10,0
10,1.000,replay,0.000000,0.015950,0.015950,8,10,0
11,1.100,replay,0.000000,0.015078,0.015078,8,10,0
12,1.200,replay,0.000000,0.017262,0.017262,8,10,0
13,1.300,replay,0.000000,0.016822,0.016822,8,10,0
14,1.400,replay,0.000000,0.014438,0.014438,8,10,0
15,1.500,replay,0.000000,0.017022,0.017022,8,9,0
16,1.600,replay,0.000000,0.013937,0.013937,8,9,0
17,1.700,replay,0.000000,0.013586,0.013586,8,9,0
18,1.800,replay,0.000000,0.013435,0.013435,8,9,0
19,1.900,replay,0.000000,0.017282,0.017282,8,9,0
20,2.000,replay,0.000000,0.013315,0.013315,8,9,0
21,2.100,replay,0.000000,0.015368,0.015368,8,9,0
22,2.200,replay,0.000000,0.013746,0.013746,8,9,0
23,2.300,replay,0.000000,0.014107,0.014107,8,9,0
24,2.400,replay,0.000000,0.013044,0.013044,8,9,0
25,2.500,replay,0.000000,0.013706,0.013706,8,9,0
26,2.600,replay,0.000000,0.023464,0.023464,8,9,0
27,2.700,replay,0.000000,0.015150,0.015150,8,9,0
28,2.800,replay,0.000000,0.084079,0.084079,8,9,0
29,2.900,replay,0.000000,0.013816,0.013816,8,9,0
30,3.000,replay,0.000000,0.014969,0.014969,8,9,0
31,3.100,replay,0.000000,0.013575,0.013575,8,9,0
32,3.200,replay,0.000000,0.014378,0.014378,8,9,0
33,3.300,replay,0.000000,0.017844,0.017844,8,9,0
34,3.400,replay,0.000000,0.013926,0.013926,8,9,0
35,3.500,replay,0.000000,0.013896,0.013896,8,10,0
36,3.600,replay,0.000000,0.017763,0.017763,8,10,0
37,3.700,replay,0.000000,0.016542,0.016542,8,10,0
38,3.800,replay,0.000000,0.013305,0.013305,8,10,0
39,3.900,replay,0.000000,0.021079,0.021079,8,9,0
40,4.000,replay,0.000000,0.013436,0.013436,8,9,0
41,4.100,replay,0.000000,0.013575,0.013575,8,9,0
42,4.200,replay,0.000000,0.013545,0.013545,8,9,0
43,4.300,replay,0.000000,0.013356,0.013356,8,9,0
44,4.400,replay,0.000000,0.013275,0.013275,8,9,0
45,4.500,replay,0.000000,0.013354,0.013354,8,9,0
46,4.600,replay,0.000000,0.016841,0.016841,8,9,0
47,4.700,replay,0.000000,0.014076,0.014076,7,8,0
48,4.800,replay,0.000000,0.014137,0.014137,8,9,0
49,4.900,replay,0.000000,0.013134,0.013134,8,9,0
50,5.000,replay,0.000000,0.027782,0.027782,7,8,0
51,5.100,replay,0.000000,0.017413,0.017413,8,9,0
52,5.200,replay,0.000000,0.019958,0.019958,7,8,0
53,5.300,replay,0.000000,0.017051,0.017051,8,9,0
54,5.400,replay,0.000000,0.013245,0.013245,7,8,0
