run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,sla_violations,,count,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,gda_build_time_ms,0.7396430009976029,ms,raw/gda_overhead_repetitions.csv,dense_seconds,measured,median over all repetitions
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,migration_count,,count,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,dense-pair-scan,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,sla_violations,,count,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,gda_build_time_ms,0.5811460432596505,ms,raw/gda_overhead_repetitions.csv,sparse_seconds,measured,median over all repetitions
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,migration_count,,count,,,unavailable,metric not emitted by this run type
gda-overhead-synth-20260521T080500Z,gda_overhead_synthetic,sparse-gda,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
