NAME                                     READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
compose-post-service-84b666486d-c4xd9    1/1     Running   0          9s    192.168.173.135   emu-worker-8    <none>           <none>
home-timeline-service-7fcc9b6996-mjrp7   1/1     Running   0          9s    192.168.82.197    emu-worker-10   <none>           <none>
media-service-584cc989f8-cpxpd           1/1     Running   0          8s    192.168.65.35     emu-worker-1    <none>           <none>
nginx-thrift-6b5d687d48-t5rqf            1/1     Running   0          9s    192.168.135.89    emu-worker-4    <none>           <none>
text-service-7d67849556-h6gpb            1/1     Running   0          9s    192.168.173.136   emu-worker-8    <none>           <none>
unique-id-service-7cf7fbb9c4-qmv79       1/1     Running   0          8s    192.168.173.137   emu-worker-8    <none>           <none>
user-service-6945949754-75755            1/1     Running   0          9s    192.168.71.71     emu-worker-9    <none>           <none>
user-timeline-service-86568c4c96-xjstv   1/1     Running   0          9s    192.168.71.72     emu-worker-9    <none>           <none>
