worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,empty_worker_nodes,mean_app_pods_per_non_empty_node,max_app_pods_per_node,evidence_label
45,27,27,22,0.4888888888888889,23,1.2272727272727273,2,worker-pool/candidate-space evidence
