samples,service_count,active_edges_median,active_edges_max,density_median,sparse_query_count,dense_logical_query_count,query_reduction_ratio_vs_dense,prometheus_query_latency_p50_ms,prometheus_query_latency_p95_ms,graph_build_wall_p50_ms,graph_build_wall_p95_ms,graph_build_cpu_p50_ms,graph_build_cpu_p95_ms,gda_total_wall_p50_ms,gda_total_wall_p95_ms,peak_python_memory_p95_mib,dense_local_pair_scan_wall_p95_ms,metric_sources
7,27,24.0,24.0,0.03418803418803419,2,1404,702.0,8.553889114409685,9.897300507873297,0.40574511513113976,0.531631987541914,0.397034999999768,0.5242020000002512,8.921229746192694,10.354130528867245,0.0254669189453125,0.09817583486437798,['istio_tcp_bytes']
