run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,latency_p50_ms,38.002812,ms,processed/physical_moe_metrics.json,p50_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,latency_p95_ms,40.83617,ms,processed/physical_moe_metrics.json,p95_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,latency_p99_ms,42.919764,ms,processed/physical_moe_metrics.json,p99_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,throughput_rps,7.911075510335777,requests/s,processed/physical_moe_metrics.json,throughput_rps,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,sla_violations,0.0,count,processed/physical_moe_metrics.json,sla_violations,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,sla_violation_rate,0.0,ratio,processed/physical_moe_metrics.json,sla_violations/requests,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,scheduler_decision_time_ms,12491.493275971152,ms,processed/physical_moe_metrics.json,scheduler_ready_s,measured,apply-to-Available time
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,gda_build_time_ms,0.0069829984568059444,ms,processed/physical_moe_metrics.json,gda_build_time_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,migration_count,11.0,count,processed/physical_moe_metrics.json,migration_count,measured,
physical-moe-size10-20260521T112823Z,physical_moe,idynamics-policy1-callgraph-aware,network_target_vs_measured_error,,unitless,processed/physical_moe_metrics.json,network_target_vs_measured_error,not_applicable,null means live tc was not applied
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,latency_p50_ms,39.638105,ms,processed/physical_moe_metrics.json,p50_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,latency_p95_ms,42.090996,ms,processed/physical_moe_metrics.json,p95_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,latency_p99_ms,44.100802,ms,processed/physical_moe_metrics.json,p99_latency_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,throughput_rps,7.914066802358221,requests/s,processed/physical_moe_metrics.json,throughput_rps,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,sla_violations,0.0,count,processed/physical_moe_metrics.json,sla_violations,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,sla_violation_rate,0.0,ratio,processed/physical_moe_metrics.json,sla_violations/requests,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,scheduler_decision_time_ms,21295.985225995537,ms,processed/physical_moe_metrics.json,scheduler_ready_s,measured,apply-to-Available time
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,gda_build_time_ms,0.005399982910603285,ms,processed/physical_moe_metrics.json,gda_build_time_ms,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,migration_count,0.0,count,processed/physical_moe_metrics.json,migration_count,measured,
physical-moe-size10-20260521T112823Z,physical_moe,kubernetes-default,network_target_vs_measured_error,,unitless,processed/physical_moe_metrics.json,network_target_vs_measured_error,not_applicable,null means live tc was not applied
