ts,status,latency_ms
2026-06-12T14:32:32.121727+00:00,200,2.6031811721622944
2026-06-12T14:32:32.124450+00:00,200,2.7213338762521744
2026-06-12T14:32:32.127081+00:00,200,2.6310039684176445
2026-06-12T14:32:32.129775+00:00,200,2.689843997359276
2026-06-12T14:32:32.132371+00:00,200,2.595737110823393
2026-06-12T14:32:32.135213+00:00,200,2.840789034962654
2026-06-12T14:32:32.138096+00:00,200,2.879519946873188
2026-06-12T14:32:32.140914+00:00,200,2.817163709551096
2026-06-12T14:32:32.143617+00:00,200,2.700424287468195
2026-06-12T14:32:32.146373+00:00,200,2.7547948993742466
2026-06-12T14:32:32.149067+00:00,200,2.6922691613435745
2026-06-12T14:32:32.151831+00:00,200,2.762310206890106
2026-06-12T14:32:32.154734+00:00,200,2.901582047343254
2026-06-12T14:32:32.157620+00:00,200,2.882815897464752
2026-06-12T14:32:32.160168+00:00,200,2.5462647899985313
2026-06-12T14:32:32.162844+00:00,200,2.6774308644235134
2026-06-12T14:32:32.165639+00:00,200,2.791676204651594
2026-06-12T14:32:32.168915+00:00,200,3.2736537978053093
2026-06-12T14:32:32.171832+00:00,200,2.9161199927330017
2026-06-12T14:32:32.174661+00:00,200,2.826761920005083
2026-06-12T14:32:32.177108+00:00,200,2.4446016177535057
2026-06-12T14:32:32.179903+00:00,200,2.794000320136547
2026-06-12T14:32:32.182516+00:00,200,2.611858304589987
2026-06-12T14:32:32.185132+00:00,200,2.6144119910895824
2026-06-12T14:32:32.187844+00:00,200,2.7105030603706837
2026-06-12T14:32:32.190483+00:00,200,2.660428173840046
2026-06-12T14:32:32.192981+00:00,200,2.471724059432745
2026-06-12T14:32:32.195357+00:00,200,2.373497001826763
2026-06-12T14:32:32.197857+00:00,200,2.4978630244731903
2026-06-12T14:32:32.200457+00:00,200,2.601237967610359
2026-06-12T14:32:32.202949+00:00,200,2.489957958459854
2026-06-12T14:32:32.205641+00:00,200,2.691134810447693
2026-06-12T14:32:32.208298+00:00,200,2.6548588648438454
2026-06-12T14:32:32.210878+00:00,200,2.5777132250368595
2026-06-12T14:32:32.213277+00:00,200,2.395329996943474
2026-06-12T14:32:32.215714+00:00,200,2.437870018184185
2026-06-12T14:32:32.218149+00:00,200,2.431448083370924
2026-06-12T14:32:32.220762+00:00,200,2.6118578389286995
2026-06-12T14:32:32.223469+00:00,200,2.706505823880434
2026-06-12T14:32:32.226396+00:00,200,2.9251561500132084
2026-06-12T14:32:32.229128+00:00,200,2.729527186602354
2026-06-12T14:32:32.231672+00:00,200,2.541466150432825
2026-06-12T14:32:32.234386+00:00,200,2.7132569812238216
2026-06-12T14:32:32.236926+00:00,200,2.5367471389472485
2026-06-12T14:32:32.239781+00:00,200,2.855787053704262
2026-06-12T14:32:32.243615+00:00,200,3.8321339525282383
2026-06-12T14:32:32.246528+00:00,200,2.9102079570293427
2026-06-12T14:32:32.249414+00:00,200,2.8849816881120205
2026-06-12T14:32:32.252375+00:00,200,2.958941273391247
2026-06-12T14:32:32.255188+00:00,200,2.811052370816469
2026-06-12T14:32:32.257849+00:00,200,2.6608300395309925
2026-06-12T14:32:32.260773+00:00,200,2.921369858086109
2026-06-12T14:32:32.263679+00:00,200,2.905059140175581
2026-06-12T14:32:32.266600+00:00,200,2.91967811062932
2026-06-12T14:32:32.270301+00:00,200,3.6977408453822136
2026-06-12T14:32:32.273116+00:00,200,2.8132861480116844
2026-06-12T14:32:32.276129+00:00,200,3.012991975992918
2026-06-12T14:32:32.278952+00:00,200,2.817894797772169
2026-06-12T14:32:32.281798+00:00,200,2.8444859199225903
2026-06-12T14:32:32.284627+00:00,200,2.830448094755411
2026-06-12T14:32:32.287312+00:00,200,2.681930083781481
2026-06-12T14:32:32.290020+00:00,200,2.705654129385948
2026-06-12T14:32:32.292795+00:00,200,2.7717091143131256
2026-06-12T14:32:32.295423+00:00,200,2.6269969530403614
2026-06-12T14:32:32.298154+00:00,200,2.7296990156173706
2026-06-12T14:32:32.301113+00:00,200,2.95598478987813
2026-06-12T14:32:32.303945+00:00,200,2.830399200320244
2026-06-12T14:32:32.306949+00:00,200,3.0038864351809025
2026-06-12T14:32:32.309867+00:00,200,2.9162801802158356
2026-06-12T14:32:32.312598+00:00,200,2.7283555828034878
2026-06-12T14:32:32.315351+00:00,200,2.750840038061142
2026-06-12T14:32:32.318306+00:00,200,2.9539400711655617
2026-06-12T14:32:32.321175+00:00,200,2.8667068108916283
2026-06-12T14:32:32.323958+00:00,200,2.78311874717474
2026-06-12T14:32:32.326657+00:00,200,2.6947828009724617
2026-06-12T14:32:32.329473+00:00,200,2.8158011846244335
2026-06-12T14:32:32.332166+00:00,200,2.69145704805851
2026-06-12T14:32:32.334798+00:00,200,2.632046118378639
2026-06-12T14:32:32.337646+00:00,200,2.8434330597519875
2026-06-12T14:32:32.340283+00:00,200,2.638626843690872
2026-06-12T14:32:32.343285+00:00,200,2.999506890773773
2026-06-12T14:32:32.346069+00:00,200,2.7818470261991024
2026-06-12T14:32:32.348749+00:00,200,2.677610609680414
2026-06-12T14:32:32.351659+00:00,200,2.908866386860609
2026-06-12T14:32:32.354410+00:00,200,2.748575061559677
2026-06-12T14:32:32.357015+00:00,200,2.6023690588772297
2026-06-12T14:32:32.359688+00:00,200,2.6724720373749733
2026-06-12T14:32:32.362274+00:00,200,2.58375471457839
2026-06-12T14:32:32.364881+00:00,200,2.604062668979168
2026-06-12T14:32:32.367301+00:00,200,2.4187727831304073
2026-06-12T14:32:32.369962+00:00,200,2.6598279364407063
2026-06-12T14:32:32.372634+00:00,200,2.671019174158573
2026-06-12T14:32:32.375213+00:00,200,2.5784140452742577
2026-06-12T14:32:32.377715+00:00,200,2.5010178796947002
2026-06-12T14:32:32.380468+00:00,200,2.749186009168625
2026-06-12T14:32:32.383231+00:00,200,2.761377952992916
2026-06-12T14:32:32.385960+00:00,200,2.729266881942749
2026-06-12T14:32:32.388822+00:00,200,2.8586816042661667
2026-06-12T14:32:32.391683+00:00,200,2.8659761883318424
2026-06-12T14:32:32.394418+00:00,200,2.725502010434866
2026-06-12T14:32:32.397390+00:00,200,2.9689501971006393
2026-06-12T14:32:32.400147+00:00,200,2.7550761587917805
2026-06-12T14:32:32.402705+00:00,200,2.5582248345017433
2026-06-12T14:32:32.405606+00:00,200,2.8967936523258686
2026-06-12T14:32:32.408053+00:00,200,2.446115016937256
2026-06-12T14:32:32.411229+00:00,200,3.195455763489008
2026-06-12T14:32:32.414076+00:00,200,2.8236452490091324
2026-06-12T14:32:32.416882+00:00,200,2.803478855639696
2026-06-12T14:32:32.419560+00:00,200,2.675877884030342
2026-06-12T14:32:32.422263+00:00,200,2.700873650610447
2026-06-12T14:32:32.424968+00:00,200,2.7042319998145103
2026-06-12T14:32:32.427801+00:00,200,2.831431105732918
2026-06-12T14:32:32.431879+00:00,200,4.075773060321808
2026-06-12T14:32:32.434759+00:00,200,2.879111096262932
2026-06-12T14:32:32.437978+00:00,200,3.2162759453058243
2026-06-12T14:32:32.440901+00:00,200,2.9219500720500946
2026-06-12T14:32:32.443970+00:00,200,3.0684471130371094
2026-06-12T14:32:32.446933+00:00,200,2.959401812404394
2026-06-12T14:32:32.449785+00:00,200,2.852160017937422
2026-06-12T14:32:32.452545+00:00,200,2.758422866463661
2026-06-12T14:32:32.455479+00:00,200,2.950653899461031
2026-06-12T14:32:32.458390+00:00,200,2.8906622901558876
2026-06-12T14:32:32.461382+00:00,200,3.010998945683241
2026-06-12T14:32:32.464587+00:00,200,3.1813988462090492
2026-06-12T14:32:32.467474+00:00,200,2.883619163185358
2026-06-12T14:32:32.470247+00:00,200,2.7711372822523117
2026-06-12T14:32:32.473206+00:00,200,2.956097014248371
2026-06-12T14:32:32.475802+00:00,200,2.595135010778904
2026-06-12T14:32:32.478683+00:00,200,2.8822668828070164
2026-06-12T14:32:32.481707+00:00,200,3.0184220522642136
2026-06-12T14:32:32.484768+00:00,200,3.0616330914199352
2026-06-12T14:32:32.487594+00:00,200,2.8256899677217007
2026-06-12T14:32:32.490192+00:00,200,2.594604156911373
2026-06-12T14:32:32.492957+00:00,200,2.7637332677841187
2026-06-12T14:32:32.496375+00:00,200,3.438814077526331
2026-06-12T14:32:32.499713+00:00,200,3.315392881631851
2026-06-12T14:32:32.502979+00:00,200,3.268142230808735
2026-06-12T14:32:32.506782+00:00,200,3.8173370994627476
2026-06-12T14:32:32.510209+00:00,200,3.392818383872509
2026-06-12T14:32:32.513218+00:00,200,3.004126250743866
2026-06-12T14:32:32.516389+00:00,200,3.1700078397989273
2026-06-12T14:32:32.519452+00:00,200,3.073947038501501
2026-06-12T14:32:32.522434+00:00,200,2.967728301882744
2026-06-12T14:32:32.525377+00:00,200,2.9371194541454315
2026-06-12T14:32:32.528284+00:00,200,2.9061208479106426
2026-06-12T14:32:32.531204+00:00,200,2.9181139543652534
2026-06-12T14:32:32.534133+00:00,200,2.929185051470995
2026-06-12T14:32:32.537478+00:00,200,3.3560176379978657
2026-06-12T14:32:32.540855+00:00,200,3.3679502084851265
2026-06-12T14:32:32.544408+00:00,200,3.544412087649107
2026-06-12T14:32:32.547854+00:00,200,3.4450367093086243
2026-06-12T14:32:32.550937+00:00,200,3.079016227275133
2026-06-12T14:32:32.553745+00:00,200,2.804479096084833
2026-06-12T14:32:32.556623+00:00,200,2.876044251024723
2026-06-12T14:32:32.559591+00:00,200,2.9660933651030064
2026-06-12T14:32:32.562201+00:00,200,2.6088417507708073
2026-06-12T14:32:32.565368+00:00,200,3.164928872138262
2026-06-12T14:32:32.569118+00:00,200,3.751032054424286
2026-06-12T14:32:32.572164+00:00,200,3.0423076823353767
2026-06-12T14:32:32.574987+00:00,200,2.821060363203287
2026-06-12T14:32:32.577665+00:00,200,2.6765880174934864
2026-06-12T14:32:32.580364+00:00,200,2.6995930820703506
2026-06-12T14:32:32.583216+00:00,200,2.8486428782343864
2026-06-12T14:32:32.586083+00:00,200,2.8648441657423973
2026-06-12T14:32:32.588844+00:00,200,2.758753951638937
2026-06-12T14:32:32.591505+00:00,200,2.6593361981213093
2026-06-12T14:32:32.594267+00:00,200,2.7611181139945984
2026-06-12T14:32:32.596766+00:00,200,2.4969112128019333
2026-06-12T14:32:32.599438+00:00,200,2.671359106898308
2026-06-12T14:32:32.602133+00:00,200,2.693010028451681
2026-06-12T14:32:32.604581+00:00,200,2.4454439990222454
2026-06-12T14:32:32.607267+00:00,200,2.6846760883927345
2026-06-12T14:32:32.610019+00:00,200,2.7502672746777534
2026-06-12T14:32:32.612860+00:00,200,2.8411601670086384
2026-06-12T14:32:32.615769+00:00,200,2.907363697886467
2026-06-12T14:32:32.618856+00:00,200,3.107440657913685
2026-06-12T14:32:32.622084+00:00,200,3.200654871761799
2026-06-12T14:32:32.625615+00:00,200,3.5298969596624374
2026-06-12T14:32:32.628690+00:00,200,3.0719530768692493
2026-06-12T14:32:32.631211+00:00,200,2.519794274121523
2026-06-12T14:32:32.633825+00:00,200,2.6122387498617172
2026-06-12T14:32:32.636670+00:00,200,2.8417613357305527
2026-06-12T14:32:32.639636+00:00,200,2.9643597081303596
2026-06-12T14:32:32.642286+00:00,200,2.6484872214496136
2026-06-12T14:32:32.645242+00:00,200,2.9831770807504654
2026-06-12T14:32:32.648396+00:00,200,3.1207147985696793
2026-06-12T14:32:32.650942+00:00,200,2.543359063565731
2026-06-12T14:32:32.653842+00:00,200,2.897603902965784
2026-06-12T14:32:32.656624+00:00,200,2.7814460918307304
2026-06-12T14:32:32.659129+00:00,200,2.5017699226737022
2026-06-12T14:32:32.662588+00:00,200,3.4588309936225414
2026-06-12T14:32:32.665319+00:00,200,2.7276850305497646
2026-06-12T14:32:32.668217+00:00,200,2.8989966958761215
2026-06-12T14:32:32.671152+00:00,200,2.9319897294044495
2026-06-12T14:32:32.674444+00:00,200,3.2901237718760967
2026-06-12T14:32:32.677512+00:00,200,3.0667241662740707
2026-06-12T14:32:32.680746+00:00,200,3.2312427647411823
2026-06-12T14:32:32.683759+00:00,200,3.0126110650599003
2026-06-12T14:32:32.686888+00:00,200,3.126826137304306
2026-06-12T14:32:32.689741+00:00,200,2.8503169305622578
2026-06-12T14:32:32.692501+00:00,200,2.76018725708127
2026-06-12T14:32:32.695205+00:00,200,2.7026673778891563
2026-06-12T14:32:32.698086+00:00,200,2.877396997064352
2026-06-12T14:32:32.700921+00:00,200,2.833255100995302
2026-06-12T14:32:32.703665+00:00,200,2.7441359125077724
2026-06-12T14:32:32.706516+00:00,200,2.8495746664702892
2026-06-12T14:32:32.709364+00:00,200,2.8444561176002026
2026-06-12T14:32:32.712176+00:00,200,2.8115231543779373
2026-06-12T14:32:32.714854+00:00,200,2.6757479645311832
2026-06-12T14:32:32.717451+00:00,200,2.5946549139916897
2026-06-12T14:32:32.720280+00:00,200,2.8266110457479954
2026-06-12T14:32:32.723282+00:00,200,3.0005788430571556
2026-06-12T14:32:32.725930+00:00,200,2.649037167429924
2026-06-12T14:32:32.728652+00:00,200,2.7188388630747795
2026-06-12T14:32:32.732098+00:00,200,3.481054212898016
2026-06-12T14:32:32.735988+00:00,200,3.8600265979766846
2026-06-12T14:32:32.738855+00:00,200,2.8524701483547688
2026-06-12T14:32:32.742157+00:00,200,3.298019990324974
2026-06-12T14:32:32.744773+00:00,200,2.6130001060664654
2026-06-12T14:32:32.747423+00:00,200,2.647894900292158
2026-06-12T14:32:32.750420+00:00,200,2.9976251535117626
2026-06-12T14:32:32.753514+00:00,200,3.0901068821549416
2026-06-12T14:32:32.756423+00:00,200,2.90980888530612
2026-06-12T14:32:32.759509+00:00,200,3.0827648006379604
2026-06-12T14:32:32.762582+00:00,200,3.0721942894160748
2026-06-12T14:32:32.765366+00:00,200,2.780554350465536
2026-06-12T14:32:32.768262+00:00,200,2.89733475074172
2026-06-12T14:32:32.771013+00:00,200,2.7483636513352394
2026-06-12T14:32:32.774265+00:00,200,3.2508186995983124
2026-06-12T14:32:32.777478+00:00,200,3.2290401868522167
2026-06-12T14:32:32.780051+00:00,200,2.5529968552291393
2026-06-12T14:32:32.782743+00:00,200,2.689993940293789
2026-06-12T14:32:32.785262+00:00,200,2.51540495082736
2026-06-12T14:32:32.787910+00:00,200,2.6484359987080097
2026-06-12T14:32:32.792393+00:00,200,4.479093011468649
2026-06-12T14:32:32.796324+00:00,200,3.9297789335250854
2026-06-12T14:32:32.800201+00:00,200,3.8764476776123047
2026-06-12T14:32:32.803388+00:00,200,3.1868498772382736
2026-06-12T14:32:32.805961+00:00,200,2.570921089500189
2026-06-12T14:32:32.808751+00:00,200,2.786036115139723
2026-06-12T14:32:32.811530+00:00,200,2.77814082801342
2026-06-12T14:32:32.814794+00:00,200,3.2858657650649548
2026-06-12T14:32:32.817772+00:00,200,2.950905356556177
2026-06-12T14:32:32.820437+00:00,200,2.662892919033766
2026-06-12T14:32:32.823415+00:00,200,2.975631970912218
2026-06-12T14:32:32.826421+00:00,200,3.0089649371802807
2026-06-12T14:32:32.829456+00:00,200,3.0281408689916134
2026-06-12T14:32:32.832272+00:00,200,2.815310377627611
2026-06-12T14:32:32.834964+00:00,200,2.690906636416912
2026-06-12T14:32:32.837865+00:00,200,2.898246981203556
2026-06-12T14:32:32.840697+00:00,200,2.8316807001829147
2026-06-12T14:32:32.843691+00:00,200,2.9905298724770546
2026-06-12T14:32:32.846314+00:00,200,2.621095161885023
2026-06-12T14:32:32.849002+00:00,200,2.686417195945978
2026-06-12T14:32:32.851740+00:00,200,2.739276736974716
2026-06-12T14:32:32.854633+00:00,200,2.890602219849825
2026-06-12T14:32:32.857232+00:00,200,2.595336176455021
2026-06-12T14:32:32.859844+00:00,200,2.6097819209098816
2026-06-12T14:32:32.862480+00:00,200,2.6534749194979668
2026-06-12T14:32:32.865140+00:00,200,2.638857811689377
2026-06-12T14:32:32.867900+00:00,200,2.7590449899435043
2026-06-12T14:32:32.870566+00:00,200,2.6656887494027615
2026-06-12T14:32:32.873380+00:00,200,2.8097606264054775
2026-06-12T14:32:32.876870+00:00,200,3.490351140499115
2026-06-12T14:32:32.879906+00:00,200,3.0343029648065567
2026-06-12T14:32:32.883007+00:00,200,3.099184948951006
2026-06-12T14:32:32.886021+00:00,200,3.013553097844124
2026-06-12T14:32:32.889255+00:00,200,3.2300911843776703
2026-06-12T14:32:32.892116+00:00,200,2.8595542535185814
2026-06-12T14:32:32.894926+00:00,200,2.808548044413328
2026-06-12T14:32:32.898096+00:00,200,3.1704790890216827
2026-06-12T14:32:32.900959+00:00,200,2.8599747456610203
2026-06-12T14:32:32.903965+00:00,200,3.005518112331629
2026-06-12T14:32:32.906950+00:00,200,2.982615027576685
2026-06-12T14:32:32.910344+00:00,200,3.4172041341662407
2026-06-12T14:32:32.913510+00:00,200,3.138910047709942
2026-06-12T14:32:32.916239+00:00,200,2.725641243159771
2026-06-12T14:32:32.919035+00:00,200,2.7919658459722996
2026-06-12T14:32:32.922079+00:00,200,3.042408265173435
2026-06-12T14:32:32.925231+00:00,200,3.1519336625933647
2026-06-12T14:32:32.928480+00:00,200,3.260076977312565
2026-06-12T14:32:32.931806+00:00,200,3.310753032565117
2026-06-12T14:32:32.934804+00:00,200,2.9949373565614223
2026-06-12T14:32:32.937799+00:00,200,2.9936162754893303
2026-06-12T14:32:32.940828+00:00,200,3.027810249477625
2026-06-12T14:32:32.943863+00:00,200,3.0341828241944313
2026-06-12T14:32:32.946963+00:00,200,3.098354209214449
2026-06-12T14:32:32.950144+00:00,200,3.1784428283572197
2026-06-12T14:32:32.953560+00:00,200,3.4149298444390297
2026-06-12T14:32:32.957050+00:00,200,3.5049989819526672
2026-06-12T14:32:32.960773+00:00,200,3.7030321545898914
2026-06-12T14:32:32.963760+00:00,200,2.985179889947176
2026-06-12T14:32:32.966900+00:00,200,3.13633494079113
2026-06-12T14:32:32.970323+00:00,200,3.421301022171974
2026-06-12T14:32:32.973999+00:00,200,3.67635115981102
2026-06-12T14:32:32.977022+00:00,200,3.0201347544789314
2026-06-12T14:32:32.979856+00:00,200,2.8316518291831017
2026-06-12T14:32:32.982710+00:00,200,2.8543625958263874
2026-06-12T14:32:32.985726+00:00,200,3.012122120708227
2026-06-12T14:32:32.988369+00:00,200,2.642835956066847
2026-06-12T14:32:32.991378+00:00,200,3.0076829716563225
2026-06-12T14:32:32.994292+00:00,200,2.911150921136141
2026-06-12T14:32:32.997389+00:00,200,3.0940151773393154
2026-06-12T14:32:33.000547+00:00,200,3.1615118496119976
2026-06-12T14:32:33.006751+00:00,200,6.200843956321478
2026-06-12T14:32:33.009830+00:00,200,3.0739367939531803
2026-06-12T14:32:33.012763+00:00,200,2.9306579381227493
2026-06-12T14:32:33.015572+00:00,200,2.8096288442611694
2026-06-12T14:32:33.018310+00:00,200,2.7358699589967728
2026-06-12T14:32:33.021523+00:00,200,3.210335038602352
2026-06-12T14:32:33.024285+00:00,200,2.7591949328780174
2026-06-12T14:32:33.027311+00:00,200,3.025815822184086
2026-06-12T14:32:33.030706+00:00,200,3.3921445719897747
2026-06-12T14:32:33.033975+00:00,200,3.267922904342413
2026-06-12T14:32:33.037277+00:00,200,3.3001136034727097
2026-06-12T14:32:33.041220+00:00,200,3.9662672206759453
2026-06-12T14:32:33.044800+00:00,200,3.551577217876911
2026-06-12T14:32:33.048261+00:00,200,3.459534142166376
2026-06-12T14:32:33.051562+00:00,200,3.296955954283476
2026-06-12T14:32:33.054810+00:00,200,3.24578071013093
2026-06-12T14:32:33.057998+00:00,200,3.184855915606022
2026-06-12T14:32:33.061241+00:00,200,3.240169957280159
2026-06-12T14:32:33.064034+00:00,200,2.7919658459722996
2026-06-12T14:32:33.067213+00:00,200,3.1784139573574066
2026-06-12T14:32:33.070586+00:00,200,3.369284328073263
2026-06-12T14:32:33.074025+00:00,200,3.435517195612192
2026-06-12T14:32:33.077752+00:00,200,3.725555259734392
2026-06-12T14:32:33.081468+00:00,200,3.7133810110390186
2026-06-12T14:32:33.084698+00:00,200,3.228959161788225
2026-06-12T14:32:33.088405+00:00,200,3.7054759450256824
2026-06-12T14:32:33.091557+00:00,200,3.1496798619627953
2026-06-12T14:32:33.094913+00:00,200,3.353854175657034
2026-06-12T14:32:33.098201+00:00,200,3.2839830964803696
2026-06-12T14:32:33.101777+00:00,200,3.5749897360801697
2026-06-12T14:32:33.104979+00:00,200,3.200915642082691
2026-06-12T14:32:33.108227+00:00,200,3.2462929375469685
2026-06-12T14:32:33.111547+00:00,200,3.316492773592472
2026-06-12T14:32:33.114689+00:00,200,3.138268832117319
2026-06-12T14:32:33.117676+00:00,200,2.986213192343712
2026-06-12T14:32:33.120551+00:00,200,2.874581143260002
2026-06-12T14:32:33.123217+00:00,200,2.662723883986473
2026-06-12T14:32:33.125829+00:00,200,2.6090596802532673
2026-06-12T14:32:33.128778+00:00,200,2.948631066828966
2026-06-12T14:32:33.131753+00:00,200,2.9731481336057186
2026-06-12T14:32:33.134836+00:00,200,3.0797291547060013
2026-06-12T14:32:33.137854+00:00,200,3.0149659141898155
2026-06-12T14:32:33.141070+00:00,200,3.214922733604908
2026-06-12T14:32:33.144540+00:00,200,3.4668268635869026
2026-06-12T14:32:33.148194+00:00,200,3.6746980622410774
2026-06-12T14:32:33.151792+00:00,200,3.571213223040104
2026-06-12T14:32:33.154952+00:00,200,3.15646268427372
2026-06-12T14:32:33.158132+00:00,200,3.1777918338775635
2026-06-12T14:32:33.161212+00:00,200,3.0792271718382835
2026-06-12T14:32:33.164790+00:00,200,3.577433992177248
2026-06-12T14:32:33.167673+00:00,200,2.881683874875307
2026-06-12T14:32:33.170776+00:00,200,3.100468311458826
2026-06-12T14:32:33.173814+00:00,200,3.035344183444977
2026-06-12T14:32:33.176446+00:00,200,2.630692906677723
2026-06-12T14:32:33.179549+00:00,200,3.1058178283274174
2026-06-12T14:32:33.182331+00:00,200,2.774373162537813
2026-06-12T14:32:33.185320+00:00,200,2.986702136695385
2026-06-12T14:32:33.188325+00:00,200,3.0068811029195786
2026-06-12T14:32:33.191481+00:00,200,3.169868141412735
2026-06-12T14:32:33.194886+00:00,200,3.384361043572426
2026-06-12T14:32:33.197516+00:00,200,2.6265252381563187
2026-06-12T14:32:33.200312+00:00,200,2.7951919473707676
2026-06-12T14:32:33.203196+00:00,200,2.8809038922190666
2026-06-12T14:32:33.207084+00:00,200,3.8853739388287067
2026-06-12T14:32:33.209761+00:00,200,2.6763491332530975
2026-06-12T14:32:33.212382+00:00,200,2.6181195862591267
2026-06-12T14:32:33.215292+00:00,200,2.9076943174004555
2026-06-12T14:32:33.218157+00:00,200,2.8637913055717945
2026-06-12T14:32:33.220749+00:00,200,2.590698190033436
2026-06-12T14:32:33.223479+00:00,200,2.7461396530270576
2026-06-12T14:32:33.226076+00:00,200,2.577051054686308
2026-06-12T14:32:33.228769+00:00,200,2.6908968575298786
2026-06-12T14:32:33.231480+00:00,200,2.7374448254704475
2026-06-12T14:32:33.234364+00:00,200,2.854432910680771
2026-06-12T14:32:33.237179+00:00,200,2.813727129250765
2026-06-12T14:32:33.239860+00:00,200,2.6786644011735916
2026-06-12T14:32:33.242448+00:00,200,2.587019931524992
2026-06-12T14:32:33.245198+00:00,200,2.7485638856887817
2026-06-12T14:32:33.247803+00:00,200,2.6050140149891376
2026-06-12T14:32:33.250814+00:00,200,3.00713162869215
2026-06-12T14:32:33.253882+00:00,200,3.066543024033308
2026-06-12T14:32:33.258887+00:00,200,5.005303304642439
2026-06-12T14:32:33.261687+00:00,200,2.7967761270701885
2026-06-12T14:32:33.264706+00:00,200,3.017872106283903
2026-06-12T14:32:33.267333+00:00,200,2.6240390725433826
2026-06-12T14:32:33.270079+00:00,200,2.745388075709343
2026-06-12T14:32:33.272738+00:00,200,2.6574921794235706
2026-06-12T14:32:33.275473+00:00,200,2.7329660952091217
2026-06-12T14:32:33.278469+00:00,200,2.996270079165697
2026-06-12T14:32:33.281415+00:00,200,2.942840103060007
2026-06-12T14:32:33.284606+00:00,200,3.1893751583993435
2026-06-12T14:32:33.287632+00:00,200,3.0245636589825153
2026-06-12T14:32:33.290714+00:00,200,3.0799582600593567
2026-06-12T14:32:33.293774+00:00,200,3.0601522885262966
2026-06-12T14:32:33.296878+00:00,200,3.100867848843336
2026-06-12T14:32:33.299944+00:00,200,3.0637779273092747
2026-06-12T14:32:33.303247+00:00,200,3.3027282916009426
2026-06-12T14:32:33.306150+00:00,200,2.9023541137576103
2026-06-12T14:32:33.309119+00:00,200,2.9677879065275192
2026-06-12T14:32:33.312003+00:00,200,2.8795008547604084
2026-06-12T14:32:33.315254+00:00,200,3.2503893598914146
