LAST SEEN   TYPE      REASON              OBJECT                                               MESSAGE
42s         Normal    ScalingReplicaSet   deployment/ts-auth-mongo                             Scaled up replica set ts-auth-mongo-75976bcbf from 0 to 1
42s         Normal    ScalingReplicaSet   deployment/ts-route-mongo                            Scaled up replica set ts-route-mongo-55c8ddb57f from 0 to 1
42s         Normal    SuccessfulCreate    replicaset/ts-user-mongo-56c7467c45                  Created pod: ts-user-mongo-56c7467c45-5zvv9
42s         Normal    ScalingReplicaSet   deployment/ts-user-mongo                             Scaled up replica set ts-user-mongo-56c7467c45 from 0 to 1
42s         Normal    SuccessfulCreate    replicaset/ts-auth-mongo-75976bcbf                   Created pod: ts-auth-mongo-75976bcbf-qbpxf
41s         Normal    Scheduled           pod/ts-order-other-mongo-5884dbdc5f-8l92x            Successfully assigned idyn-train-ticket-agent137/ts-order-other-mongo-5884dbdc5f-8l92x to emu-worker-6
41s         Normal    ScalingReplicaSet   deployment/ts-contacts-mongo                         Scaled up replica set ts-contacts-mongo-5c6f76457 from 0 to 1
41s         Normal    ScalingReplicaSet   deployment/ts-config-mongo                           Scaled up replica set ts-config-mongo-7d4bb6dd9 from 0 to 1
41s         Normal    ScalingReplicaSet   deployment/ts-station-mongo                          Scaled up replica set ts-station-mongo-7cdf7b95b9 from 0 to 1
41s         Normal    Scheduled           pod/ts-order-mongo-7975c8c857-lj646                  Successfully assigned idyn-train-ticket-agent137/ts-order-mongo-7975c8c857-lj646 to emu-worker-4
41s         Normal    Scheduled           pod/ts-station-mongo-7cdf7b95b9-jx5wn                Successfully assigned idyn-train-ticket-agent137/ts-station-mongo-7cdf7b95b9-jx5wn to emu-worker-2
41s         Normal    SuccessfulCreate    replicaset/ts-train-mongo-696d89986f                 Created pod: ts-train-mongo-696d89986f-pqczt
41s         Normal    ScalingReplicaSet   deployment/ts-train-mongo                            Scaled up replica set ts-train-mongo-696d89986f from 0 to 1
42s         Normal    SuccessfulCreate    replicaset/ts-route-mongo-55c8ddb57f                 Created pod: ts-route-mongo-55c8ddb57f-x7ddw
41s         Normal    Scheduled           pod/ts-route-mongo-55c8ddb57f-x7ddw                  Successfully assigned idyn-train-ticket-agent137/ts-route-mongo-55c8ddb57f-x7ddw to emu-worker-1
41s         Normal    Scheduled           pod/ts-contacts-mongo-5c6f76457-b25ls                Successfully assigned idyn-train-ticket-agent137/ts-contacts-mongo-5c6f76457-b25ls to emu-worker-3
41s         Normal    Scheduled           pod/ts-user-mongo-56c7467c45-5zvv9                   Successfully assigned idyn-train-ticket-agent137/ts-user-mongo-56c7467c45-5zvv9 to emu-worker-10
41s         Normal    SuccessfulCreate    replicaset/ts-config-mongo-7d4bb6dd9                 Created pod: ts-config-mongo-7d4bb6dd9-db74m
41s         Normal    Scheduled           pod/ts-config-mongo-7d4bb6dd9-db74m                  Successfully assigned idyn-train-ticket-agent137/ts-config-mongo-7d4bb6dd9-db74m to emu-worker-8
41s         Normal    SuccessfulCreate    replicaset/ts-order-mongo-7975c8c857                 Created pod: ts-order-mongo-7975c8c857-lj646
41s         Normal    ScalingReplicaSet   deployment/ts-order-mongo                            Scaled up replica set ts-order-mongo-7975c8c857 from 0 to 1
41s         Normal    SuccessfulCreate    replicaset/ts-station-mongo-7cdf7b95b9               Created pod: ts-station-mongo-7cdf7b95b9-jx5wn
41s         Normal    ScalingReplicaSet   deployment/ts-order-other-mongo                      Scaled up replica set ts-order-other-mongo-5884dbdc5f from 0 to 1
41s         Normal    SuccessfulCreate    replicaset/ts-order-other-mongo-5884dbdc5f           Created pod: ts-order-other-mongo-5884dbdc5f-8l92x
41s         Normal    SuccessfulCreate    replicaset/ts-contacts-mongo-5c6f76457               Created pod: ts-contacts-mongo-5c6f76457-b25ls
41s         Normal    Scheduled           pod/ts-auth-mongo-75976bcbf-qbpxf                    Successfully assigned idyn-train-ticket-agent137/ts-auth-mongo-75976bcbf-qbpxf to emu-worker-8
41s         Normal    Scheduled           pod/ts-train-mongo-696d89986f-pqczt                  Successfully assigned idyn-train-ticket-agent137/ts-train-mongo-696d89986f-pqczt to emu-worker-4
41s         Normal    ScalingReplicaSet   deployment/ts-travel-mongo                           Scaled up replica set ts-travel-mongo-5b695cc86f from 0 to 1
40s         Normal    ScalingReplicaSet   deployment/ts-price-mongo                            Scaled up replica set ts-price-mongo-545b849bf9 from 0 to 1
40s         Normal    SuccessfulCreate    replicaset/ts-travel-mongo-5b695cc86f                Created pod: ts-travel-mongo-5b695cc86f-rfwx7
39s         Normal    Scheduled           pod/ts-payment-mongo-9bc4d549c-ft7nr                 Successfully assigned idyn-train-ticket-agent137/ts-payment-mongo-9bc4d549c-ft7nr to emu-worker-2
39s         Normal    Scheduled           pod/ts-travel2-mongo-849df9c589-fghhx                Successfully assigned idyn-train-ticket-agent137/ts-travel2-mongo-849df9c589-fghhx to emu-worker-10
39s         Normal    ScalingReplicaSet   deployment/ts-security-mongo                         Scaled up replica set ts-security-mongo-56b44dd49 from 0 to 1
39s         Normal    SuccessfulCreate    replicaset/ts-security-mongo-56b44dd49               Created pod: ts-security-mongo-56b44dd49-dnq2g
39s         Normal    SuccessfulCreate    replicaset/ts-assurance-mongo-6bf5758ff9             Created pod: ts-assurance-mongo-6bf5758ff9-gmcvs
39s         Normal    Scheduled           pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Successfully assigned idyn-train-ticket-agent137/ts-assurance-mongo-6bf5758ff9-gmcvs to emu-worker-10
39s         Normal    Scheduled           pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Successfully assigned idyn-train-ticket-agent137/ts-ticket-office-mongo-7884b5c5-wpmvz to emu-worker-8
39s         Normal    Scheduled           pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Successfully assigned idyn-train-ticket-agent137/ts-inside-payment-mongo-fbdb5d84f-99c9d to emu-worker-9
39s         Normal    SuccessfulCreate    replicaset/ts-price-mongo-545b849bf9                 Created pod: ts-price-mongo-545b849bf9-qgbbd
39s         Normal    Scheduled           pod/ts-voucher-mysql-78ff544b48-snx79                Successfully assigned idyn-train-ticket-agent137/ts-voucher-mysql-78ff544b48-snx79 to emu-worker-4
39s         Normal    ScalingReplicaSet   deployment/ts-payment-mongo                          Scaled up replica set ts-payment-mongo-9bc4d549c from 0 to 1
39s         Normal    SuccessfulCreate    replicaset/ts-payment-mongo-9bc4d549c                Created pod: ts-payment-mongo-9bc4d549c-ft7nr
39s         Normal    Scheduled           pod/ts-price-mongo-545b849bf9-qgbbd                  Successfully assigned idyn-train-ticket-agent137/ts-price-mongo-545b849bf9-qgbbd to emu-worker-3
39s         Normal    SuccessfulCreate    replicaset/ts-ticket-office-mongo-7884b5c5           Created pod: ts-ticket-office-mongo-7884b5c5-wpmvz
39s         Normal    SuccessfulCreate    replicaset/ts-travel2-mongo-849df9c589               Created pod: ts-travel2-mongo-849df9c589-fghhx
40s         Normal    ScalingReplicaSet   deployment/ts-travel2-mongo                          Scaled up replica set ts-travel2-mongo-849df9c589 from 0 to 1
39s         Normal    ScalingReplicaSet   deployment/ts-ticket-office-mongo                    Scaled up replica set ts-ticket-office-mongo-7884b5c5 from 0 to 1
39s         Normal    ScalingReplicaSet   deployment/ts-assurance-mongo                        Scaled up replica set ts-assurance-mongo-6bf5758ff9 from 0 to 1
39s         Normal    SuccessfulCreate    replicaset/ts-inside-payment-mongo-fbdb5d84f         Created pod: ts-inside-payment-mongo-fbdb5d84f-99c9d
39s         Normal    ScalingReplicaSet   deployment/ts-inside-payment-mongo                   Scaled up replica set ts-inside-payment-mongo-fbdb5d84f from 0 to 1
39s         Normal    Scheduled           pod/ts-travel-mongo-5b695cc86f-rfwx7                 Successfully assigned idyn-train-ticket-agent137/ts-travel-mongo-5b695cc86f-rfwx7 to emu-worker-1
39s         Normal    SuccessfulCreate    replicaset/ts-voucher-mysql-78ff544b48               Created pod: ts-voucher-mysql-78ff544b48-snx79
39s         Normal    ScalingReplicaSet   deployment/ts-voucher-mysql                          Scaled up replica set ts-voucher-mysql-78ff544b48 from 0 to 1
39s         Normal    Scheduled           pod/ts-security-mongo-56b44dd49-dnq2g                Successfully assigned idyn-train-ticket-agent137/ts-security-mongo-56b44dd49-dnq2g to emu-worker-6
38s         Normal    Pulled              pod/ts-auth-mongo-75976bcbf-qbpxf                    Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
38s         Normal    Created             pod/ts-user-mongo-56c7467c45-5zvv9                   Container created
38s         Normal    Pulled              pod/ts-user-mongo-56c7467c45-5zvv9                   Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
38s         Normal    Pulled              pod/ts-auth-mongo-75976bcbf-qbpxf                    Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
38s         Normal    Created             pod/ts-auth-mongo-75976bcbf-qbpxf                    Container created
38s         Normal    Started             pod/ts-user-mongo-56c7467c45-5zvv9                   Container started
38s         Normal    Started             pod/ts-auth-mongo-75976bcbf-qbpxf                    Container started
38s         Normal    Pulling             pod/ts-train-mongo-696d89986f-pqczt                  Pulling image "registry.istio.io/release/proxyv2:1.30.0"
38s         Normal    Scheduled           pod/ts-food-map-mongo-6449597685-hmxw2               Successfully assigned idyn-train-ticket-agent137/ts-food-map-mongo-6449597685-hmxw2 to emu-worker-1
38s         Normal    ScalingReplicaSet   deployment/ts-consign-mongo                          Scaled up replica set ts-consign-mongo-7db674d4f5 from 0 to 1
38s         Normal    SuccessfulCreate    replicaset/ts-consign-mongo-7db674d4f5               Created pod: ts-consign-mongo-7db674d4f5-mpbbr
38s         Normal    Scheduled           pod/ts-consign-mongo-7db674d4f5-mpbbr                Successfully assigned idyn-train-ticket-agent137/ts-consign-mongo-7db674d4f5-mpbbr to emu-worker-7
38s         Normal    SuccessfulCreate    replicaset/ts-food-map-mongo-6449597685              Created pod: ts-food-map-mongo-6449597685-hmxw2
38s         Normal    ScalingReplicaSet   deployment/ts-food-map-mongo                         Scaled up replica set ts-food-map-mongo-6449597685 from 0 to 1
37s         Normal    ScalingReplicaSet   deployment/ts-consign-price-mongo                    Scaled up replica set ts-consign-price-mongo-dd9b744d7 from 0 to 1
37s         Normal    Pulled              pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Pulled              pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Pulled              pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Scheduled           pod/ts-food-mongo-5c8674657-jvm9j                    Successfully assigned idyn-train-ticket-agent137/ts-food-mongo-5c8674657-jvm9j to emu-worker-9
37s         Normal    Scheduled           pod/ts-consign-price-mongo-dd9b744d7-llj5p           Successfully assigned idyn-train-ticket-agent137/ts-consign-price-mongo-dd9b744d7-llj5p to emu-worker-3
37s         Normal    Pulled              pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Pulled              pod/ts-user-mongo-56c7467c45-5zvv9                   Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    SuccessfulCreate    replicaset/ts-consign-price-mongo-dd9b744d7          Created pod: ts-consign-price-mongo-dd9b744d7-llj5p
37s         Normal    ScalingReplicaSet   deployment/ts-food-mongo                             Scaled up replica set ts-food-mongo-5c8674657 from 0 to 1
37s         Normal    SuccessfulCreate    replicaset/ts-food-mongo-5c8674657                   Created pod: ts-food-mongo-5c8674657-jvm9j
37s         Normal    Pulled              pod/ts-contacts-mongo-5c6f76457-b25ls                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Created             pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container created
37s         Normal    Created             pod/ts-contacts-mongo-5c6f76457-b25ls                Container created
37s         Normal    Started             pod/ts-contacts-mongo-5c6f76457-b25ls                Container started
37s         Normal    Started             pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container started
37s         Normal    Pulled              pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Pulled              pod/ts-contacts-mongo-5c6f76457-b25ls                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Started             pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container started
37s         Normal    Created             pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container created
37s         Normal    Created             pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container created
38s         Normal    Created             pod/ts-auth-mongo-75976bcbf-qbpxf                    Container created
38s         Normal    Started             pod/ts-auth-mongo-75976bcbf-qbpxf                    Container started
37s         Normal    Pulling             pod/ts-auth-mongo-75976bcbf-qbpxf                    Pulling image "mongo"
37s         Normal    Pulled              pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
37s         Normal    Started             pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container started
37s         Normal    Created             pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container created
37s         Normal    Started             pod/ts-order-other-mongo-5884dbdc5f-8l92x            Container started
37s         Normal    Started             pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container started
36s         Normal    Pulled              pod/ts-config-mongo-7d4bb6dd9-db74m                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
36s         Normal    Created             pod/ts-config-mongo-7d4bb6dd9-db74m                  Container created
36s         Warning   Unhealthy           pod/ts-user-mongo-56c7467c45-5zvv9                   Startup probe failed: Get "http://192.168.82.228:15021/healthz/ready": dial tcp 192.168.82.228:15021: connect: connection refused
36s         Normal    Started             pod/ts-contacts-mongo-5c6f76457-b25ls                Container started
36s         Normal    Created             pod/ts-contacts-mongo-5c6f76457-b25ls                Container created
37s         Warning   Unhealthy           pod/ts-order-other-mongo-5884dbdc5f-8l92x            Startup probe failed: Get "http://192.168.99.240:15021/healthz/ready": dial tcp 192.168.99.240:15021: connect: connection refused
36s         Normal    Created             pod/ts-user-mongo-56c7467c45-5zvv9                   Container created
36s         Normal    Started             pod/ts-user-mongo-56c7467c45-5zvv9                   Container started
37s         Normal    Created             pod/ts-station-mongo-7cdf7b95b9-jx5wn                Container created
36s         Normal    Started             pod/ts-config-mongo-7d4bb6dd9-db74m                  Container started
35s         Normal    Pulling             pod/ts-station-mongo-7cdf7b95b9-jx5wn                Pulling image "mongo"
36s         Warning   Unhealthy           pod/ts-contacts-mongo-5c6f76457-b25ls                Startup probe failed: Get "http://192.168.42.113:15021/healthz/ready": dial tcp 192.168.42.113:15021: connect: connection refused
35s         Normal    Pulling             pod/ts-order-other-mongo-5884dbdc5f-8l92x            Pulling image "mongo"
35s         Normal    Created             pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container created
35s         Normal    Pulling             pod/ts-user-mongo-56c7467c45-5zvv9                   Pulling image "mongo"
35s         Normal    Pulling             pod/ts-contacts-mongo-5c6f76457-b25ls                Pulling image "mongo"
35s         Normal    Started             pod/ts-route-mongo-55c8ddb57f-x7ddw                  Container started
36s         Normal    Pulled              pod/ts-config-mongo-7d4bb6dd9-db74m                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
35s         Normal    Created             pod/ts-config-mongo-7d4bb6dd9-db74m                  Container created
34s         Normal    Pulling             pod/ts-order-mongo-7975c8c857-lj646                  Pulling image "registry.istio.io/release/proxyv2:1.30.0"
35s         Warning   Unhealthy           pod/ts-route-mongo-55c8ddb57f-x7ddw                  Startup probe failed: Get "http://192.168.65.43:15021/healthz/ready": dial tcp 192.168.65.43:15021: connect: connection refused
34s         Normal    Pulling             pod/ts-route-mongo-55c8ddb57f-x7ddw                  Pulling image "mongo"
35s         Normal    Pulling             pod/ts-config-mongo-7d4bb6dd9-db74m                  Pulling image "mongo"
35s         Normal    Started             pod/ts-config-mongo-7d4bb6dd9-db74m                  Container started
33s         Normal    Started             pod/ts-travel2-mongo-849df9c589-fghhx                Container started
33s         Normal    Created             pod/ts-travel2-mongo-849df9c589-fghhx                Container created
33s         Normal    Pulled              pod/ts-travel2-mongo-849df9c589-fghhx                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Created             pod/ts-security-mongo-56b44dd49-dnq2g                Container created
32s         Normal    Started             pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container started
32s         Normal    Pulled              pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Started             pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container started
32s         Normal    Created             pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container created
32s         Normal    Pulled              pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Pulled              pod/ts-security-mongo-56b44dd49-dnq2g                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Pulled              pod/ts-price-mongo-545b849bf9-qgbbd                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Started             pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container started
32s         Normal    Pulled              pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Created             pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container created
32s         Normal    Pulled              pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Created             pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container created
32s         Normal    Pulled              pod/ts-travel2-mongo-849df9c589-fghhx                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Pulled              pod/ts-price-mongo-545b849bf9-qgbbd                  Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
32s         Normal    Created             pod/ts-price-mongo-545b849bf9-qgbbd                  Container created
32s         Normal    Created             pod/ts-travel2-mongo-849df9c589-fghhx                Container created
32s         Normal    Started             pod/ts-price-mongo-545b849bf9-qgbbd                  Container started
32s         Normal    Started             pod/ts-security-mongo-56b44dd49-dnq2g                Container started
31s         Normal    Pulling             pod/ts-voucher-mysql-78ff544b48-snx79                Pulling image "registry.istio.io/release/proxyv2:1.30.0"
31s         Normal    Started             pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container started
32s         Normal    Created             pod/ts-price-mongo-545b849bf9-qgbbd                  Container created
31s         Normal    Started             pod/ts-travel2-mongo-849df9c589-fghhx                Container started
31s         Normal    Pulled              pod/ts-food-mongo-5c8674657-jvm9j                    Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Started             pod/ts-price-mongo-545b849bf9-qgbbd                  Container started
31s         Warning   Unhealthy           pod/ts-price-mongo-545b849bf9-qgbbd                  Startup probe failed: Get "http://192.168.42.114:15021/healthz/ready": dial tcp 192.168.42.114:15021: connect: connection refused
31s         Warning   Unhealthy           pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Startup probe failed: Get "http://192.168.173.174:15021/healthz/ready": dial tcp 192.168.173.174:15021: connect: connection refused
31s         Normal    Started             pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container started
31s         Normal    Created             pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container created
31s         Normal    Started             pod/ts-payment-mongo-9bc4d549c-ft7nr                 Container started
31s         Normal    Pulled              pod/ts-food-map-mongo-6449597685-hmxw2               Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Pulled              pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Created             pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container created
31s         Normal    Pulled              pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Warning   Unhealthy           pod/ts-travel2-mongo-849df9c589-fghhx                Startup probe failed: Get "http://192.168.82.226:15021/healthz/ready": dial tcp 192.168.82.226:15021: connect: connection refused
31s         Normal    Created             pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container created
31s         Normal    Created             pod/ts-ticket-office-mongo-7884b5c5-wpmvz            Container created
31s         Normal    Created             pod/ts-payment-mongo-9bc4d549c-ft7nr                 Container created
31s         Normal    Pulled              pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Created             pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container created
32s         Normal    Pulled              pod/ts-travel-mongo-5b695cc86f-rfwx7                 Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Pulled              pod/ts-consign-mongo-7db674d4f5-mpbbr                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Created             pod/ts-consign-mongo-7db674d4f5-mpbbr                Container created
31s         Normal    Started             pod/ts-consign-mongo-7db674d4f5-mpbbr                Container started
31s         Normal    Pulled              pod/ts-consign-mongo-7db674d4f5-mpbbr                Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Created             pod/ts-consign-mongo-7db674d4f5-mpbbr                Container created
31s         Normal    Started             pod/ts-consign-mongo-7db674d4f5-mpbbr                Container started
31s         Warning   Unhealthy           pod/ts-consign-mongo-7db674d4f5-mpbbr                Startup probe failed: Get "http://192.168.222.43:15021/healthz/ready": dial tcp 192.168.222.43:15021: connect: connection refused
31s         Normal    Pulled              pod/ts-payment-mongo-9bc4d549c-ft7nr                 Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
31s         Normal    Started             pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Container started
30s         Normal    Pulling             pod/ts-travel-mongo-5b695cc86f-rfwx7                 Pulling image "mongo"
30s         Normal    Created             pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container created
30s         Normal    Pulled              pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
30s         Normal    Started             pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container started
30s         Normal    Pulled              pod/ts-food-map-mongo-6449597685-hmxw2               Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
30s         Normal    Started             pod/ts-food-map-mongo-6449597685-hmxw2               Container started
29s         Normal    Scheduled           pod/ts-admin-basic-info-service-789bb6f584-5dtbk     Successfully assigned idyn-train-ticket-agent137/ts-admin-basic-info-service-789bb6f584-5dtbk to emu-worker-7
31s         Normal    Started             pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container started
31s         Normal    Pulled              pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
30s         Normal    Created             pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container created
30s         Normal    Started             pod/ts-consign-price-mongo-dd9b744d7-llj5p           Container started
30s         Normal    Pulling             pod/ts-consign-price-mongo-dd9b744d7-llj5p           Pulling image "mongo"
30s         Normal    Created             pod/ts-food-map-mongo-6449597685-hmxw2               Container created
30s         Warning   Unhealthy           pod/ts-inside-payment-mongo-fbdb5d84f-99c9d          Startup probe failed: Get "http://192.168.71.89:15021/healthz/ready": dial tcp 192.168.71.89:15021: connect: connection refused
30s         Normal    Pulled              pod/ts-payment-mongo-9bc4d549c-ft7nr                 Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
30s         Normal    SuccessfulCreate    replicaset/ts-admin-basic-info-service-789bb6f584    Created pod: ts-admin-basic-info-service-789bb6f584-5dtbk
30s         Normal    ScalingReplicaSet   deployment/ts-admin-basic-info-service               Scaled up replica set ts-admin-basic-info-service-789bb6f584 from 0 to 1
29s         Normal    Scheduled           pod/ts-admin-order-service-58f8548766-xbm7q          Successfully assigned idyn-train-ticket-agent137/ts-admin-order-service-58f8548766-xbm7q to emu-worker-6
30s         Normal    Started             pod/ts-assurance-mongo-6bf5758ff9-gmcvs              Container started
30s         Normal    Created             pod/ts-payment-mongo-9bc4d549c-ft7nr                 Container created
31s         Normal    Created             pod/ts-food-mongo-5c8674657-jvm9j                    Container created
30s         Normal    Pulling             pod/ts-price-mongo-545b849bf9-qgbbd                  Pulling image "mongo"
31s         Normal    Started             pod/ts-food-mongo-5c8674657-jvm9j                    Container started
30s         Normal    SuccessfulCreate    replicaset/ts-admin-order-service-58f8548766         Created pod: ts-admin-order-service-58f8548766-xbm7q
