step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.017654,0.017654,7,7,0
1,1.000,replay,0.000000,0.009968,0.009968,7,7,0
2,2.000,replay,0.000000,0.009338,0.009338,7,7,0
3,3.000,replay,0.000000,0.014748,0.014748,7,7,0
4,4.000,replay,0.000000,0.012323,0.012323,7,7,0
5,5.000,replay,0.000000,0.008608,0.008608,7,7,0
6,6.000,replay,0.000000,0.008156,0.008156,7,7,0
7,7.000,replay,0.000000,0.024255,0.024255,7,7,0
8,8.000,replay,0.000000,0.008446,0.008446,7,7,0
9,9.000,replay,0.000000,0.011191,0.011191,7,7,0
10,10.000,replay,0.000000,0.008396,0.008396,7,7,0
11,11.000,replay,0.000000,0.008596,0.008596,7,7,0
12,12.000,replay,0.000000,0.008366,0.008366,7,7,0
13,13.000,replay,0.000000,0.008626,0.008626,7,7,0
14,14.000,replay,0.000000,0.007935,0.007935,7,7,0
15,15.000,replay,0.000000,0.011450,0.011450,7,7,0
16,16.000,replay,0.000000,0.011162,0.011162,7,7,0
17,17.000,replay,0.000000,0.008135,0.008135,7,7,0
18,18.000,replay,0.000000,0.007945,0.007945,7,7,0
19,19.000,replay,0.000000,0.008316,0.008316,7,7,0
20,20.000,replay,0.000000,0.008546,0.008546,7,7,0
21,21.000,replay,0.000000,0.012673,0.012673,7,7,0
22,22.000,replay,0.000000,0.008316,0.008316,7,7,0
23,23.000,replay,0.000000,0.011701,0.011701,7,7,0
24,24.000,replay,0.000000,0.007975,0.007975,7,7,0
25,25.000,replay,0.000000,0.008516,0.008516,11,14,0
26,26.000,replay,0.000000,0.009538,0.009538,11,14,0
27,27.000,replay,0.000000,0.011933,0.011933,11,14,0
28,28.000,replay,0.000000,0.012573,0.012573,11,14,0
29,29.000,replay,0.000000,0.008446,0.008446,7,7,0
30,30.000,replay,0.000000,0.008657,0.008657,7,7,0
31,31.000,replay,0.000000,0.011862,0.011862,7,7,0
32,32.000,replay,0.000000,0.008275,0.008275,7,7,0
33,33.000,replay,0.000000,0.012764,0.012764,11,14,0
34,34.000,replay,0.000000,0.012393,0.012393,11,14,0
35,35.000,replay,0.000000,0.014908,0.014908,11,14,0
36,36.000,replay,0.000000,0.008746,0.008746,11,14,0
37,37.000,replay,0.000000,0.008616,0.008616,11,14,0
38,38.000,replay,0.000000,0.009147,0.009147,11,14,0
39,39.000,replay,0.000000,0.008716,0.008716,11,14,0
40,40.000,replay,0.000000,0.008056,0.008056,7,7,0
41,41.000,replay,0.000000,0.011552,0.011552,7,7,0
42,42.000,replay,0.000000,0.011772,0.011772,11,14,0
43,43.000,replay,0.000000,0.037890,0.037890,11,14,0
44,44.000,replay,0.000000,0.014818,0.014818,11,14,0
45,45.000,replay,0.000000,0.009126,0.009126,7,7,0
46,46.000,replay,0.000000,0.008356,0.008356,7,7,0
47,47.000,replay,0.000000,0.007985,0.007985,7,7,0
48,48.000,replay,0.000000,0.008467,0.008467,7,7,0
49,49.000,replay,0.000000,0.007965,0.007965,7,7,0
50,50.000,replay,0.000000,0.012123,0.012123,7,7,0
51,51.000,replay,0.000000,0.008076,0.008076,7,7,0
52,52.000,replay,0.000000,0.008706,0.008706,7,7,0
53,53.000,replay,0.000000,0.011733,0.011733,7,7,0
54,54.000,replay,0.000000,0.008686,0.008686,7,7,0
55,55.000,replay,0.000000,0.011181,0.011181,7,7,0
56,56.000,replay,0.000000,0.012112,0.012112,7,7,0
57,57.000,replay,0.000000,0.008377,0.008377,7,7,0
58,58.000,replay,0.000000,0.009758,0.009758,7,7,0
