benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.017654,0.017654,7,7,0,68.246682,68.246682,68.246682,68.246682,120.000000,0.000000,113.447368,0.601571,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.017654,0.017654,7,7,0,63.198781,63.198781,63.198781,63.198781,120.000000,0.000000,113.447368,0.557076,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.017654,0.017654,7,7,0,54.554645,54.554645,54.554645,54.554645,120.000000,0.000000,113.447368,0.480881,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,kubernetes-default,K8s default,1,1.000,replay,mixed,0.975329,0.003425,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009968,0.009968,7,7,0,67.355422,67.355422,67.355422,67.355422,120.000000,0.000000,113.447368,0.593715,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,cga,CGA,1,1.000,replay,mixed,0.975329,0.003425,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009968,0.009968,7,7,0,57.608236,57.608236,57.608236,57.608236,120.000000,0.000000,113.447368,0.507797,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,hda,HDA,1,1.000,replay,mixed,0.975329,0.003425,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009968,0.009968,7,7,0,55.146974,55.146974,55.146974,55.146974,120.000000,0.000000,113.447368,0.486102,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,kubernetes-default,K8s default,2,2.000,replay,mixed,0.972109,0.003302,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009338,0.009338,7,7,0,66.260670,66.260670,66.260670,66.260670,120.000000,0.000000,113.447368,0.584065,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,cga,CGA,2,2.000,replay,mixed,0.972109,0.003302,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009338,0.009338,7,7,0,62.577319,62.577319,62.577319,62.577319,120.000000,0.000000,113.447368,0.551598,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,hda,HDA,2,2.000,replay,mixed,0.972109,0.003302,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009338,0.009338,7,7,0,58.836957,58.836957,58.836957,58.836957,120.000000,0.000000,113.447368,0.518628,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageD-scale45-replica5-markov-steps1000-20260612T140746Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,markov,stageD,kubernetes-default,K8s default,3,3.000,replay,mixed,0.963664,0.008687,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.014748,0.014748,7,7,0,66.415387,66.415387,66.415387,66.415387,120.000000,0.000000,113.447368,0.585429,0.000000,45,,,,,,,,,
