run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,latency_p50_ms,173.07071201503277,ms,processed/social_live_tc_metrics.json,p50_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,latency_p95_ms,418.0612110067159,ms,processed/social_live_tc_metrics.json,p95_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,latency_p99_ms,423.9310079719871,ms,processed/social_live_tc_metrics.json,p99_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,throughput_rps,28.3496964300302,requests/s,processed/social_live_tc_metrics.json,throughput_rps,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,sla_violations,0.0,count,processed/social_live_tc_metrics.json,errors,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,sla_violation_rate,0.0,ratio,processed/social_live_tc_metrics.json,errors/requests,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,migration_count,,count,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,kubernetes,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,latency_p50_ms,55.43789896182716,ms,processed/social_live_tc_metrics.json,p50_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,latency_p95_ms,110.214170999825,ms,processed/social_live_tc_metrics.json,p95_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,latency_p99_ms,158.89541385695338,ms,processed/social_live_tc_metrics.json,p99_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,throughput_rps,131.71494186720608,requests/s,processed/social_live_tc_metrics.json,throughput_rps,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,sla_violations,0.0,count,processed/social_live_tc_metrics.json,errors,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,sla_violation_rate,0.0,ratio,processed/social_live_tc_metrics.json,errors/requests,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,migration_count,,count,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy1,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,latency_p50_ms,191.77984818816185,ms,processed/social_live_tc_metrics.json,p50_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,latency_p95_ms,581.987023819238,ms,processed/social_live_tc_metrics.json,p95_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,latency_p99_ms,592.7689168602228,ms,processed/social_live_tc_metrics.json,p99_latency_ms,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,throughput_rps,22.93396417644498,requests/s,processed/social_live_tc_metrics.json,throughput_rps,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,sla_violations,0.0,count,processed/social_live_tc_metrics.json,errors,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,sla_violation_rate,0.0,ratio,processed/social_live_tc_metrics.json,errors/requests,measured,
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,migration_count,,count,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
live-tc-social-scale30-20260603T075507Z,live_tc_social,policy4,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
