policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
hda,HDA,5,0.500,replay,0.936001,0.025422,9,1.686367,0.000000,0.446397,0.294695,,,52.485742,109.534944,0.479169,0.000000
policy2,Policy 2,5,0.500,replay,0.936001,0.025422,9,1.686367,0.000000,0.446397,0.294695,,,59.924935,109.534944,0.547085,0.000000
policy3,Policy 3,5,0.500,replay,0.936001,0.025422,9,1.686367,0.000000,0.446397,0.294695,,,54.521987,109.534944,0.497759,0.000000
kubernetes-default,K8s default,6,0.600,replay,0.987747,0.054208,9,1.695831,0.000000,0.444852,0.295132,,,66.181157,109.773443,0.602889,0.000000
cga,CGA,6,0.600,replay,0.987747,0.054208,9,1.695831,0.000000,0.444852,0.295132,,,58.475946,109.773443,0.532697,0.000000
hda,HDA,6,0.600,replay,0.987747,0.054208,9,1.695831,0.000000,0.444852,0.295132,,,63.146874,109.773443,0.575247,0.000000
policy2,Policy 2,6,0.600,replay,0.987747,0.054208,9,1.695831,0.000000,0.444852,0.295132,,,64.227232,109.773443,0.585089,0.000000
policy3,Policy 3,6,0.600,replay,0.987747,0.054208,9,1.695831,0.000000,0.444852,0.295132,,,59.291216,109.773443,0.540123,0.000000
kubernetes-default,K8s default,7,0.700,replay,0.930631,0.056020,9,1.705146,0.000000,0.443317,0.295551,,,68.386591,110.011334,0.621632,0.000000
cga,CGA,7,0.700,replay,0.930631,0.056020,9,1.705146,0.000000,0.443317,0.295551,,,60.685834,110.011334,0.551633,0.000000
hda,HDA,7,0.700,replay,0.930631,0.056020,9,1.705146,0.000000,0.443317,0.295551,,,58.077774,110.011334,0.527925,0.000000
policy2,Policy 2,7,0.700,replay,0.930631,0.056020,9,1.705146,0.000000,0.443317,0.295551,,,60.251829,110.011334,0.547687,0.000000
policy3,Policy 3,7,0.700,replay,0.930631,0.056020,9,1.705146,0.000000,0.443317,0.295551,,,59.262312,110.011334,0.538693,0.000000
kubernetes-default,K8s default,8,0.800,replay,1.027413,0.107686,10,1.714317,0.000000,0.479429,0.464254,,,68.753729,110.248619,0.623624,0.000000
cga,CGA,8,0.800,replay,1.027413,0.107686,10,1.714317,0.000000,0.479429,0.464254,,,68.470042,110.248619,0.621051,0.000000
hda,HDA,8,0.800,replay,1.027413,0.107686,10,1.714317,0.000000,0.479429,0.464254,,,65.893156,110.248619,0.597678,0.000000
policy2,Policy 2,8,0.800,replay,1.027413,0.107686,10,1.714317,0.000000,0.479429,0.464254,,,65.556981,110.248619,0.594629,0.000000
policy3,Policy 3,8,0.800,replay,1.027413,0.107686,10,1.714317,0.000000,0.479429,0.464254,,,59.932082,110.248619,0.543608,0.000000
kubernetes-default,K8s default,9,0.900,replay,1.000329,0.037204,9,1.723347,0.000000,0.440275,0.296334,,,65.421137,110.485299,0.592125,0.000000
cga,CGA,9,0.900,replay,1.000329,0.037204,9,1.723347,0.000000,0.440275,0.296334,,,60.993471,110.485299,0.552051,0.000000
hda,HDA,9,0.900,replay,1.000329,0.037204,9,1.723347,0.000000,0.440275,0.296334,,,61.911325,110.485299,0.560358,0.000000
policy2,Policy 2,9,0.900,replay,1.000329,0.037204,9,1.723347,0.000000,0.440275,0.296334,,,65.493131,110.485299,0.592777,0.000000
policy3,Policy 3,9,0.900,replay,1.000329,0.037204,9,1.723347,0.000000,0.440275,0.296334,,,58.628956,110.485299,0.530649,0.000000
kubernetes-default,K8s default,10,1.000,replay,0.936932,0.061606,9,1.732240,0.000000,0.438769,0.296698,,,69.247737,110.721373,0.625423,0.000000
cga,CGA,10,1.000,replay,0.936932,0.061606,9,1.732240,0.000000,0.438769,0.296698,,,56.723247,110.721373,0.512306,0.000000
hda,HDA,10,1.000,replay,0.936932,0.061606,9,1.732240,0.000000,0.438769,0.296698,,,59.346134,110.721373,0.535995,0.000000
policy2,Policy 2,10,1.000,replay,0.936932,0.061606,9,1.732240,0.000000,0.438769,0.296698,,,59.996277,110.721373,0.541867,0.000000
policy3,Policy 3,10,1.000,replay,0.936932,0.061606,9,1.732240,0.000000,0.438769,0.296698,,,58.298860,110.721373,0.526537,0.000000
kubernetes-default,K8s default,11,1.100,replay,0.953046,0.018754,9,1.741000,0.000000,0.437272,0.297044,,,65.807339,110.956843,0.593090,0.000000
cga,CGA,11,1.100,replay,0.953046,0.018754,9,1.741000,0.000000,0.437272,0.297044,,,60.490154,110.956843,0.545168,0.000000
hda,HDA,11,1.100,replay,0.953046,0.018754,9,1.741000,0.000000,0.437272,0.297044,,,61.385331,110.956843,0.553236,0.000000
policy2,Policy 2,11,1.100,replay,0.953046,0.018754,9,1.741000,0.000000,0.437272,0.297044,,,59.628282,110.956843,0.537401,0.000000
policy3,Policy 3,11,1.100,replay,0.953046,0.018754,9,1.741000,0.000000,0.437272,0.297044,,,58.371613,110.956843,0.526075,0.000000
kubernetes-default,K8s default,12,1.200,replay,1.032153,0.090747,10,1.749631,0.000000,0.473509,0.464467,,,73.902412,111.191709,0.664640,0.000000
cga,CGA,12,1.200,replay,1.032153,0.090747,10,1.749631,0.000000,0.473509,0.464467,,,65.812025,111.191709,0.591879,0.000000
hda,HDA,12,1.200,replay,1.032153,0.090747,10,1.749631,0.000000,0.473509,0.464467,,,62.336759,111.191709,0.560624,0.000000
policy2,Policy 2,12,1.200,replay,1.032153,0.090747,10,1.749631,0.000000,0.473509,0.464467,,,63.027097,111.191709,0.566833,0.000000
policy3,Policy 3,12,1.200,replay,1.032153,0.090747,10,1.749631,0.000000,0.473509,0.464467,,,66.442801,111.191709,0.597552,0.000000
kubernetes-default,K8s default,13,1.300,replay,1.015852,0.014024,10,1.758135,0.000000,0.472179,0.464473,,,61.418743,111.425972,0.551207,0.000000
cga,CGA,13,1.300,replay,1.015852,0.014024,10,1.758135,0.000000,0.472179,0.464473,,,63.072571,111.425972,0.566049,0.000000
hda,HDA,13,1.300,replay,1.015852,0.014024,10,1.758135,0.000000,0.472179,0.464473,,,58.966885,111.425972,0.529202,0.000000
policy2,Policy 2,13,1.300,replay,1.015852,0.014024,10,1.758135,0.000000,0.472179,0.464473,,,57.509641,111.425972,0.516124,0.000000
policy3,Policy 3,13,1.300,replay,1.015852,0.014024,10,1.758135,0.000000,0.472179,0.464473,,,62.971880,111.425972,0.565145,0.000000
kubernetes-default,K8s default,14,1.400,replay,1.000983,0.012933,10,1.766516,0.000000,0.470867,0.464460,,,63.978152,111.659632,0.572975,0.000000
cga,CGA,14,1.400,replay,1.000983,0.012933,10,1.766516,0.000000,0.470867,0.464460,,,63.128114,111.659632,0.565362,0.000000
hda,HDA,14,1.400,replay,1.000983,0.012933,10,1.766516,0.000000,0.470867,0.464460,,,65.242815,111.659632,0.584301,0.000000
policy2,Policy 2,14,1.400,replay,1.000983,0.012933,10,1.766516,0.000000,0.470867,0.464460,,,62.566357,111.659632,0.560331,0.000000
policy3,Policy 3,14,1.400,replay,1.000983,0.012933,10,1.766516,0.000000,0.470867,0.464460,,,57.015340,111.659632,0.510617,0.000000
kubernetes-default,K8s default,15,1.500,replay,0.981334,0.017715,10,1.774776,0.000000,0.469563,0.464428,,,62.319866,111.892691,0.556961,0.000000
cga,CGA,15,1.500,replay,0.981334,0.017715,10,1.774776,0.000000,0.469563,0.464428,,,63.048541,111.892691,0.563473,0.000000
hda,HDA,15,1.500,replay,0.981334,0.017715,10,1.774776,0.000000,0.469563,0.464428,,,61.986806,111.892691,0.553984,0.000000
policy2,Policy 2,15,1.500,replay,0.981334,0.017715,10,1.774776,0.000000,0.469563,0.464428,,,56.447242,111.892691,0.504477,0.000000
policy3,Policy 3,15,1.500,replay,0.981334,0.017715,10,1.774776,0.000000,0.469563,0.464428,,,64.118606,111.892691,0.573037,0.000000
kubernetes-default,K8s default,16,1.600,replay,1.024260,0.043767,10,1.782918,0.000000,0.468267,0.464377,,,70.208492,112.125149,0.626162,0.000000
cga,CGA,16,1.600,replay,1.024260,0.043767,10,1.782918,0.000000,0.468267,0.464377,,,69.312452,112.125149,0.618170,0.000000
hda,HDA,16,1.600,replay,1.024260,0.043767,10,1.782918,0.000000,0.468267,0.464377,,,62.465692,112.125149,0.557107,0.000000
policy2,Policy 2,16,1.600,replay,1.024260,0.043767,10,1.782918,0.000000,0.468267,0.464377,,,65.460335,112.125149,0.583815,0.000000
policy3,Policy 3,16,1.600,replay,1.024260,0.043767,10,1.782918,0.000000,0.468267,0.464377,,,64.701696,112.125149,0.577049,0.000000
kubernetes-default,K8s default,17,1.700,replay,1.022211,0.003038,10,1.790946,0.000000,0.466980,0.464307,,,65.125892,112.357007,0.579634,0.000000
cga,CGA,17,1.700,replay,1.022211,0.003038,10,1.790946,0.000000,0.466980,0.464307,,,64.029352,112.357007,0.569874,0.000000
hda,HDA,17,1.700,replay,1.022211,0.003038,10,1.790946,0.000000,0.466980,0.464307,,,58.062219,112.357007,0.516765,0.000000
policy2,Policy 2,17,1.700,replay,1.022211,0.003038,10,1.790946,0.000000,0.466980,0.464307,,,61.786833,112.357007,0.549915,0.000000
policy3,Policy 3,17,1.700,replay,1.022211,0.003038,10,1.790946,0.000000,0.466980,0.464307,,,58.154386,112.357007,0.517586,0.000000
kubernetes-default,K8s default,18,1.800,replay,0.953069,0.065843,10,1.798861,0.000000,0.465701,0.464218,,,66.098904,112.588267,0.587085,0.000000
cga,CGA,18,1.800,replay,0.953069,0.065843,10,1.798861,0.000000,0.465701,0.464218,,,60.460166,112.588267,0.537002,0.000000
hda,HDA,18,1.800,replay,0.953069,0.065843,10,1.798861,0.000000,0.465701,0.464218,,,56.730372,112.588267,0.503875,0.000000
policy2,Policy 2,18,1.800,replay,0.953069,0.065843,10,1.798861,0.000000,0.465701,0.464218,,,62.646017,112.588267,0.556417,0.000000
policy3,Policy 3,18,1.800,replay,0.953069,0.065843,10,1.798861,0.000000,0.465701,0.464218,,,59.119817,112.588267,0.525098,0.000000
kubernetes-default,K8s default,19,1.900,replay,1.023831,0.070897,10,1.806666,0.000000,0.464431,0.464111,,,69.118848,112.818928,0.612653,0.000000
cga,CGA,19,1.900,replay,1.023831,0.070897,10,1.806666,0.000000,0.464431,0.464111,,,65.671679,112.818928,0.582098,0.000000
hda,HDA,19,1.900,replay,1.023831,0.070897,10,1.806666,0.000000,0.464431,0.464111,,,61.952361,112.818928,0.549131,0.000000
policy2,Policy 2,19,1.900,replay,1.023831,0.070897,10,1.806666,0.000000,0.464431,0.464111,,,63.460868,112.818928,0.562502,0.000000
policy3,Policy 3,19,1.900,replay,1.023831,0.070897,10,1.806666,0.000000,0.464431,0.464111,,,59.619761,112.818928,0.528455,0.000000
kubernetes-default,K8s default,20,2.000,replay,0.975065,0.045813,10,1.814364,0.000000,0.463213,0.463984,,,66.728556,113.048993,0.590262,0.000000
cga,CGA,20,2.000,replay,0.975065,0.045813,10,1.814364,0.000000,0.463213,0.463984,,,61.149426,113.048993,0.540911,0.000000
hda,HDA,20,2.000,replay,0.975065,0.045813,10,1.814364,0.000000,0.463213,0.463984,,,65.453897,113.048993,0.578987,0.000000
policy2,Policy 2,20,2.000,replay,0.975065,0.045813,10,1.814364,0.000000,0.463213,0.463984,,,67.380920,113.048993,0.596033,0.000000
policy3,Policy 3,20,2.000,replay,0.975065,0.045813,10,1.814364,0.000000,0.463213,0.463984,,,58.154427,113.048993,0.514418,0.000000
kubernetes-default,K8s default,21,2.100,replay,1.027101,0.052464,10,1.821956,0.000000,0.462078,0.463838,,,75.715164,113.278461,0.668399,0.000000
cga,CGA,21,2.100,replay,1.027101,0.052464,10,1.821956,0.000000,0.462078,0.463838,,,66.590701,113.278461,0.587850,0.000000
hda,HDA,21,2.100,replay,1.027101,0.052464,10,1.821956,0.000000,0.462078,0.463838,,,63.272029,113.278461,0.558553,0.000000
policy2,Policy 2,21,2.100,replay,1.027101,0.052464,10,1.821956,0.000000,0.462078,0.463838,,,64.019245,113.278461,0.565149,0.000000
policy3,Policy 3,21,2.100,replay,1.027101,0.052464,10,1.821956,0.000000,0.462078,0.463838,,,59.699429,113.278461,0.527015,0.000000
kubernetes-default,K8s default,22,2.200,replay,0.955386,0.068063,10,1.829445,0.000000,0.460950,0.463674,,,66.396406,113.507335,0.584953,0.000000
cga,CGA,22,2.200,replay,0.955386,0.068063,10,1.829445,0.000000,0.460950,0.463674,,,61.762108,113.507335,0.544124,0.000000
hda,HDA,22,2.200,replay,0.955386,0.068063,10,1.829445,0.000000,0.460950,0.463674,,,60.097786,113.507335,0.529462,0.000000
policy2,Policy 2,22,2.200,replay,0.955386,0.068063,10,1.829445,0.000000,0.460950,0.463674,,,66.004086,113.507335,0.581496,0.000000
policy3,Policy 3,22,2.200,replay,0.955386,0.068063,10,1.829445,0.000000,0.460950,0.463674,,,60.039416,113.507335,0.528947,0.000000
kubernetes-default,K8s default,23,2.300,replay,1.032738,0.076640,10,1.836833,0.000000,0.459829,0.463491,,,75.013417,113.735616,0.659542,0.000000
cga,CGA,23,2.300,replay,1.032738,0.076640,10,1.836833,0.000000,0.459829,0.463491,,,68.376934,113.735616,0.601192,0.000000
hda,HDA,23,2.300,replay,1.032738,0.076640,10,1.836833,0.000000,0.459829,0.463491,,,64.223646,113.735616,0.564675,0.000000
policy2,Policy 2,23,2.300,replay,1.032738,0.076640,10,1.836833,0.000000,0.459829,0.463491,,,65.159619,113.735616,0.572904,0.000000
policy3,Policy 3,23,2.300,replay,1.032738,0.076640,10,1.836833,0.000000,0.459829,0.463491,,,65.337952,113.735616,0.574472,0.000000
kubernetes-default,K8s default,24,2.400,replay,0.973197,0.055886,10,1.844122,0.000000,0.458715,0.463288,,,65.530794,113.963304,0.575017,0.000000
cga,CGA,24,2.400,replay,0.973197,0.055886,10,1.844122,0.000000,0.458715,0.463288,,,63.898788,113.963304,0.560696,0.000000
hda,HDA,24,2.400,replay,0.973197,0.055886,10,1.844122,0.000000,0.458715,0.463288,,,58.066016,113.963304,0.509515,0.000000
policy2,Policy 2,24,2.400,replay,0.973197,0.055886,10,1.844122,0.000000,0.458715,0.463288,,,62.552677,113.963304,0.548884,0.000000
policy3,Policy 3,24,2.400,replay,0.973197,0.055886,10,1.844122,0.000000,0.458715,0.463288,,,62.624569,113.963304,0.549515,0.000000
kubernetes-default,K8s default,25,2.500,replay,1.045439,0.070836,10,1.851314,0.000000,0.457608,0.463067,,,72.352560,114.190400,0.633613,0.000000
cga,CGA,25,2.500,replay,1.045439,0.070836,10,1.851314,0.000000,0.457608,0.463067,,,62.410231,114.190400,0.546545,0.000000
hda,HDA,25,2.500,replay,1.045439,0.070836,10,1.851314,0.000000,0.457608,0.463067,,,63.792729,114.190400,0.558652,0.000000
policy2,Policy 2,25,2.500,replay,1.045439,0.070836,10,1.851314,0.000000,0.457608,0.463067,,,63.361306,114.190400,0.554874,0.000000
policy3,Policy 3,25,2.500,replay,1.045439,0.070836,10,1.851314,0.000000,0.457608,0.463067,,,65.934402,114.190400,0.577408,0.000000
kubernetes-default,K8s default,26,2.600,replay,1.053832,0.009806,10,1.858410,0.000000,0.456508,0.462828,,,61.520757,114.416906,0.537689,0.000000
cga,CGA,26,2.600,replay,1.053832,0.009806,10,1.858410,0.000000,0.456508,0.462828,,,63.025550,114.416906,0.550841,0.000000
hda,HDA,26,2.600,replay,1.053832,0.009806,10,1.858410,0.000000,0.456508,0.462828,,,65.381318,114.416906,0.571431,0.000000
policy2,Policy 2,26,2.600,replay,1.053832,0.009806,10,1.858410,0.000000,0.456508,0.462828,,,63.061867,114.416906,0.551159,0.000000
policy3,Policy 3,26,2.600,replay,1.053832,0.009806,10,1.858410,0.000000,0.456508,0.462828,,,64.675491,114.416906,0.565262,0.000000
kubernetes-default,K8s default,27,2.700,replay,1.010776,0.039082,10,1.865413,0.000000,0.455416,0.462569,,,67.012231,114.642824,0.584531,0.000000
cga,CGA,27,2.700,replay,1.010776,0.039082,10,1.865413,0.000000,0.455416,0.462569,,,60.490787,114.642824,0.527646,0.000000
hda,HDA,27,2.700,replay,1.010776,0.039082,10,1.865413,0.000000,0.455416,0.462569,,,64.572720,114.642824,0.563251,0.000000
policy2,Policy 2,27,2.700,replay,1.010776,0.039082,10,1.865413,0.000000,0.455416,0.462569,,,66.255829,114.642824,0.577933,0.000000
policy3,Policy 3,27,2.700,replay,1.010776,0.039082,10,1.865413,0.000000,0.455416,0.462569,,,60.840613,114.642824,0.530697,0.000000
kubernetes-default,K8s default,28,2.800,replay,0.981461,0.027213,10,1.872323,0.000000,0.454330,0.462292,,,64.978653,114.868154,0.565680,0.000000
cga,CGA,28,2.800,replay,0.981461,0.027213,10,1.872323,0.000000,0.454330,0.462292,,,67.792478,114.868154,0.590176,0.000000
hda,HDA,28,2.800,replay,0.981461,0.027213,10,1.872323,0.000000,0.454330,0.462292,,,64.016012,114.868154,0.557300,0.000000
policy2,Policy 2,28,2.800,replay,0.981461,0.027213,10,1.872323,0.000000,0.454330,0.462292,,,58.171067,114.868154,0.506416,0.000000
policy3,Policy 3,28,2.800,replay,0.981461,0.027213,10,1.872323,0.000000,0.454330,0.462292,,,62.678338,114.868154,0.545655,0.000000
kubernetes-default,K8s default,29,2.900,replay,0.987926,0.008363,10,1.879144,0.000000,0.453250,0.461996,,,68.271526,115.092898,0.593186,0.000000
cga,CGA,29,2.900,replay,0.987926,0.008363,10,1.879144,0.000000,0.453250,0.461996,,,61.132659,115.092898,0.531159,0.000000
hda,HDA,29,2.900,replay,0.987926,0.008363,10,1.879144,0.000000,0.453250,0.461996,,,62.136324,115.092898,0.539880,0.000000
policy2,Policy 2,29,2.900,replay,0.987926,0.008363,10,1.879144,0.000000,0.453250,0.461996,,,66.331957,115.092898,0.576334,0.000000
policy3,Policy 3,29,2.900,replay,0.987926,0.008363,10,1.879144,0.000000,0.453250,0.461996,,,61.222022,115.092898,0.531936,0.000000
kubernetes-default,K8s default,30,3.000,replay,1.051203,0.061909,10,1.885876,0.000000,0.452178,0.461681,,,67.810489,115.317057,0.588035,0.000000
cga,CGA,30,3.000,replay,1.051203,0.061909,10,1.885876,0.000000,0.452178,0.461681,,,65.192503,115.317057,0.565333,0.000000
hda,HDA,30,3.000,replay,1.051203,0.061909,10,1.885876,0.000000,0.452178,0.461681,,,67.490960,115.317057,0.585264,0.000000
policy2,Policy 2,30,3.000,replay,1.051203,0.061909,10,1.885876,0.000000,0.452178,0.461681,,,66.415973,115.317057,0.575942,0.000000
policy3,Policy 3,30,3.000,replay,1.051203,0.061909,10,1.885876,0.000000,0.452178,0.461681,,,68.510168,115.317057,0.594103,0.000000
kubernetes-default,K8s default,31,3.100,replay,1.031798,0.016674,10,1.892521,0.000000,0.451112,0.461348,,,71.767092,115.540632,0.621142,0.000000
cga,CGA,31,3.100,replay,1.031798,0.016674,10,1.892521,0.000000,0.451112,0.461348,,,66.411609,115.540632,0.574790,0.000000
hda,HDA,31,3.100,replay,1.031798,0.016674,10,1.892521,0.000000,0.451112,0.461348,,,62.869963,115.540632,0.544137,0.000000
policy2,Policy 2,31,3.100,replay,1.031798,0.016674,10,1.892521,0.000000,0.451112,0.461348,,,66.943426,115.540632,0.579393,0.000000
policy3,Policy 3,31,3.100,replay,1.031798,0.016674,10,1.892521,0.000000,0.451112,0.461348,,,62.023300,115.540632,0.536809,0.000000
kubernetes-default,K8s default,32,3.200,replay,1.040902,0.010538,10,1.899081,0.000000,0.450053,0.460996,,,70.089428,115.763626,0.605453,0.000000
cga,CGA,32,3.200,replay,1.040902,0.010538,10,1.899081,0.000000,0.450053,0.460996,,,67.147180,115.763626,0.580037,0.000000
hda,HDA,32,3.200,replay,1.040902,0.010538,10,1.899081,0.000000,0.450053,0.460996,,,67.187883,115.763626,0.580389,0.000000
policy2,Policy 2,32,3.200,replay,1.040902,0.010538,10,1.899081,0.000000,0.450053,0.460996,,,64.721853,115.763626,0.559086,0.000000
policy3,Policy 3,32,3.200,replay,1.040902,0.010538,10,1.899081,0.000000,0.450053,0.460996,,,64.194990,115.763626,0.554535,0.000000
kubernetes-default,K8s default,33,3.300,replay,1.048595,0.009122,10,1.905557,0.000000,0.449001,0.460625,,,74.935874,115.986039,0.646077,0.000000
cga,CGA,33,3.300,replay,1.048595,0.009122,10,1.905557,0.000000,0.449001,0.460625,,,64.790506,115.986039,0.558606,0.000000
hda,HDA,33,3.300,replay,1.048595,0.009122,10,1.905557,0.000000,0.449001,0.460625,,,60.767699,115.986039,0.523923,0.000000
policy2,Policy 2,33,3.300,replay,1.048595,0.009122,10,1.905557,0.000000,0.449001,0.460625,,,62.867237,115.986039,0.542024,0.000000
policy3,Policy 3,33,3.300,replay,1.048595,0.009122,10,1.905557,0.000000,0.449001,0.460625,,,61.724583,115.986039,0.532173,0.000000
kubernetes-default,K8s default,34,3.400,replay,0.994874,0.049528,10,1.911950,0.000000,0.447955,0.460236,,,72.923100,116.207873,0.627523,0.000000
cga,CGA,34,3.400,replay,0.994874,0.049528,10,1.911950,0.000000,0.447955,0.460236,,,70.162285,116.207873,0.603765,0.000000
hda,HDA,34,3.400,replay,0.994874,0.049528,10,1.911950,0.000000,0.447955,0.460236,,,64.970875,116.207873,0.559092,0.000000
policy2,Policy 2,34,3.400,replay,0.994874,0.049528,10,1.911950,0.000000,0.447955,0.460236,,,66.555990,116.207873,0.572732,0.000000
policy3,Policy 3,34,3.400,replay,0.994874,0.049528,10,1.911950,0.000000,0.447955,0.460236,,,64.192298,116.207873,0.552392,0.000000
kubernetes-default,K8s default,35,3.500,replay,1.033795,0.039366,10,1.918262,0.000000,0.446915,0.459829,,,69.823629,116.429129,0.599709,0.000000
cga,CGA,35,3.500,replay,1.033795,0.039366,10,1.918262,0.000000,0.446915,0.459829,,,67.746654,116.429129,0.581870,0.000000
hda,HDA,35,3.500,replay,1.033795,0.039366,10,1.918262,0.000000,0.446915,0.459829,,,68.688918,116.429129,0.589963,0.000000
policy2,Policy 2,35,3.500,replay,1.033795,0.039366,10,1.918262,0.000000,0.446915,0.459829,,,62.401167,116.429129,0.535958,0.000000
policy3,Policy 3,35,3.500,replay,1.033795,0.039366,10,1.918262,0.000000,0.446915,0.459829,,,63.709683,116.429129,0.547197,0.000000
kubernetes-default,K8s default,36,3.600,replay,0.977292,0.052973,10,1.924494,0.000000,0.445882,0.459403,,,71.143265,116.649809,0.609888,0.000000
cga,CGA,36,3.600,replay,0.977292,0.052973,10,1.924494,0.000000,0.445882,0.459403,,,68.290103,116.649809,0.585428,0.000000
hda,HDA,36,3.600,replay,0.977292,0.052973,10,1.924494,0.000000,0.445882,0.459403,,,67.460337,116.649809,0.578315,0.000000
policy2,Policy 2,36,3.600,replay,0.977292,0.052973,10,1.924494,0.000000,0.445882,0.459403,,,61.655693,116.649809,0.528554,0.000000
policy3,Policy 3,36,3.600,replay,0.977292,0.052973,10,1.924494,0.000000,0.445882,0.459403,,,69.754306,116.649809,0.597980,0.000000
kubernetes-default,K8s default,37,3.700,replay,1.025673,0.048856,10,1.930647,0.000000,0.444855,0.458959,,,71.618539,116.869915,0.612806,0.000000
cga,CGA,37,3.700,replay,1.025673,0.048856,10,1.930647,0.000000,0.444855,0.458959,,,71.319694,116.869915,0.610249,0.000000
hda,HDA,37,3.700,replay,1.025673,0.048856,10,1.930647,0.000000,0.444855,0.458959,,,68.200876,116.869915,0.583562,0.000000
policy2,Policy 2,37,3.700,replay,1.025673,0.048856,10,1.930647,0.000000,0.444855,0.458959,,,67.397418,116.869915,0.576687,0.000000
