step,time_s,source,destination,weight
0,0.0,aggregator,cache,16.720417
0,0.0,expert-0,aggregator,73.133648
0,0.0,expert-1,aggregator,12.213174
0,0.0,frontend,router,86.655376
0,0.0,frontend,tokenizer,61.502054
0,0.0,router,expert-0,81.275764
0,0.0,router,expert-1,13.667123
0,0.0,router,expert-2,5.234217
1,0.1,aggregator,cache,16.623107
1,0.1,expert-0,aggregator,72.930079
1,0.1,expert-1,aggregator,12.362824
1,0.1,frontend,router,86.479332
1,0.1,frontend,tokenizer,61.393735
1,0.1,router,expert-0,81.050588
1,0.1,router,expert-1,13.834091
1,0.1,router,expert-2,5.347370
2,0.2,aggregator,cache,16.444707
2,0.2,expert-0,aggregator,72.367861
2,0.2,expert-1,aggregator,12.449304
2,0.2,frontend,router,85.877167
2,0.2,frontend,tokenizer,60.982688
2,0.2,router,expert-0,80.426816
2,0.2,router,expert-1,13.930376
2,0.2,router,expert-2,5.432578
3,0.30000000000000004,aggregator,cache,16.995046
3,0.30000000000000004,expert-0,aggregator,75.018412
3,0.30000000000000004,expert-1,aggregator,13.093253
3,0.30000000000000004,expert-2,aggregator,5.130378
3,0.30000000000000004,frontend,router,89.089212
3,0.30000000000000004,frontend,tokenizer,63.280603
3,0.30000000000000004,router,expert-0,83.373617
3,0.30000000000000004,router,expert-1,14.650440
3,0.30000000000000004,router,expert-2,5.762294
4,0.4,aggregator,cache,16.395141
4,0.4,expert-0,aggregator,72.591769
4,0.4,expert-1,aggregator,12.851173
4,0.4,expert-2,aggregator,5.079285
4,0.4,frontend,router,86.271802
4,0.4,frontend,tokenizer,61.295771
4,0.4,router,expert-0,80.677750
4,0.4,router,expert-1,14.379097
4,0.4,router,expert-2,5.702107
5,0.5,aggregator,cache,15.898226
5,0.5,expert-0,aggregator,70.607095
5,0.5,expert-1,aggregator,12.675872
5,0.5,expert-2,aggregator,5.051867
5,0.5,frontend,router,83.975583
5,0.5,frontend,tokenizer,59.680210
5,0.5,router,expert-0,78.473016
5,0.5,router,expert-1,14.182503
5,0.5,router,expert-2,5.668671
6,0.6000000000000001,aggregator,cache,16.725247
6,0.6000000000000001,expert-0,aggregator,74.507575
6,0.6000000000000001,expert-1,aggregator,13.561429
6,0.6000000000000001,expert-2,aggregator,5.448267
6,0.6000000000000001,frontend,router,88.680324
6,0.6000000000000001,frontend,tokenizer,63.040518
6,0.6000000000000001,router,expert-0,82.809092
6,0.6000000000000001,router,expert-1,15.172847
6,0.6000000000000001,router,expert-2,6.110734
7,0.7000000000000001,aggregator,cache,15.709348
7,0.7000000000000001,expert-0,aggregator,70.196427
7,0.7000000000000001,expert-1,aggregator,12.950897
7,0.7000000000000001,expert-2,aggregator,5.243290
7,0.7000000000000001,frontend,router,83.610914
7,0.7000000000000001,frontend,tokenizer,59.452509
7,0.7000000000000001,router,expert-0,78.018604
7,0.7000000000000001,router,expert-1,14.489334
7,0.7000000000000001,router,expert-2,5.878319
8,0.8,aggregator,cache,17.289367
8,0.8,expert-0,aggregator,77.493564
8,0.8,expert-1,aggregator,14.488963
8,0.8,expert-2,aggregator,5.909787
8,0.8,frontend,router,92.370583
8,0.8,frontend,tokenizer,65.698452
8,0.8,router,cache,5.038157
8,0.8,router,expert-0,86.129982
8,0.8,router,expert-1,16.209634
8,0.8,router,expert-2,6.622826
9,0.9,aggregator,cache,16.781447
9,0.9,expert-0,aggregator,75.447762
9,0.9,expert-1,aggregator,14.292707
9,0.9,expert-2,aggregator,5.871723
9,0.9,frontend,router,89.998125
9,0.9,frontend,tokenizer,64.027815
9,0.9,router,expert-0,83.857251
9,0.9,router,expert-1,15.989616
9,0.9,router,expert-2,6.577590
10,1.0,aggregator,cache,15.669189
10,1.0,expert-0,aggregator,70.663409
10,1.0,expert-1,aggregator,13.560362
10,1.0,expert-2,aggregator,5.609589
10,1.0,frontend,router,84.352838
10,1.0,frontend,tokenizer,60.027219
10,1.0,router,expert-0,78.540626
10,1.0,router,expert-1,15.169904
10,1.0,router,expert-2,6.281583
11,1.1,aggregator,cache,15.889248
11,1.1,expert-0,aggregator,71.875891
11,1.1,expert-1,aggregator,13.969571
11,1.1,expert-2,aggregator,5.817675
