step,time_s,hot_expert,expert_0_popularity,expert_1_popularity,expert_2_popularity,expert_3_popularity,expert_4_popularity,expert_5_popularity
0,0.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
1,0.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
2,0.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
3,0.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
4,0.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
5,0.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
6,0.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
7,0.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
8,0.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
9,0.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
10,1.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
11,1.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
12,1.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
13,1.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
14,1.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
15,1.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
16,1.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
17,1.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
18,1.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
19,1.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
20,2.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
21,2.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
22,2.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
23,2.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
24,2.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
25,2.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
26,2.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
27,2.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
28,2.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
29,2.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
30,3.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
31,3.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
32,3.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
33,3.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
34,3.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
35,3.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
36,3.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
37,3.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
38,3.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
39,3.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
40,4.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
41,4.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
42,4.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
43,4.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
44,4.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
45,4.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
46,4.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
47,4.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
48,4.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
49,4.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
50,5.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
51,5.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
52,5.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
53,5.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
54,5.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
55,5.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
56,5.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
57,5.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
58,5.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
59,5.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
60,6.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
61,6.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
62,6.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
63,6.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
64,6.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
65,6.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
66,6.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
67,6.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
68,6.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
69,6.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
70,7.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
71,7.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
72,7.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
73,7.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
74,7.400,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
75,7.500,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
76,7.600,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
77,7.700,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
78,7.800,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
79,7.900,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
80,8.000,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
81,8.100,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
82,8.200,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
83,8.300,0,0.464307,0.202101,0.124240,0.087970,0.067304,0.054078
84,8.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
85,8.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
86,8.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
87,8.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
88,8.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
89,8.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
90,9.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
91,9.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
92,9.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
93,9.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
94,9.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
95,9.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
96,9.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
97,9.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
98,9.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
99,9.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
100,10.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
101,10.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
102,10.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
103,10.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
104,10.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
105,10.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
106,10.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
107,10.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
108,10.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
109,10.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
110,11.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
111,11.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
112,11.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
113,11.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
114,11.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
115,11.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
116,11.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
117,11.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
118,11.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
119,11.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
120,12.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
121,12.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
122,12.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
123,12.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
124,12.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
125,12.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
126,12.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
127,12.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
128,12.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
129,12.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
130,13.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
131,13.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
132,13.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
133,13.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
134,13.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
135,13.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
136,13.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
137,13.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
138,13.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
139,13.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
140,14.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
141,14.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
142,14.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
143,14.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
144,14.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
145,14.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
146,14.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
147,14.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
148,14.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
149,14.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
150,15.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
151,15.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
152,15.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
153,15.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
154,15.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
155,15.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
156,15.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
157,15.700,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
158,15.800,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
159,15.900,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
160,16.000,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
161,16.100,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
162,16.200,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
163,16.300,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
164,16.400,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
165,16.500,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
166,16.600,5,0.202101,0.124240,0.087970,0.067304,0.054078,0.464307
167,16.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
168,16.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
169,16.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
170,17.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
171,17.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
172,17.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
173,17.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
174,17.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
175,17.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
176,17.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
177,17.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
178,17.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
179,17.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
180,18.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
181,18.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
182,18.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
183,18.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
184,18.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
185,18.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
186,18.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
187,18.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
188,18.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
189,18.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
190,19.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
191,19.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
192,19.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
193,19.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
194,19.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
195,19.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
196,19.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
197,19.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
198,19.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
199,19.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
200,20.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
201,20.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
202,20.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
203,20.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
204,20.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
205,20.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
206,20.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
207,20.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
208,20.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
209,20.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
210,21.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
211,21.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
212,21.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
213,21.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
214,21.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
215,21.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
216,21.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
217,21.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
218,21.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
219,21.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
220,22.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
221,22.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
222,22.200,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
223,22.300,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
224,22.400,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
225,22.500,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
226,22.600,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
227,22.700,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
228,22.800,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
229,22.900,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
230,23.000,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
231,23.100,4,0.124240,0.087970,0.067304,0.054078,0.464307,0.202101
