step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
10,1.000,0.710367,0.032919,0.032919,0.032919,0.045346,0.032919,0.032919,0.032919,0.046773,63.932991,2.962719,2.962719,2.962719,4.081137,2.962719,2.962719,2.962719,4.209555,0.936932,0.000000,0.061606,1.000000,0.61605697,1.732240,0.000000,9,0.438769,0.296698,,,69.247737,110.721373,0.625423,0.000000
11,1.100,0.708103,0.032878,0.032878,0.032878,0.046529,0.032878,0.032878,0.032878,0.048099,63.729233,2.959048,2.959048,2.959048,4.187613,2.959048,2.959048,2.959048,4.328868,0.953046,0.000000,0.018754,1.000000,0.18754050,1.741000,0.000000,9,0.437272,0.297044,,,65.807339,110.956843,0.593090,0.000000
12,1.200,0.705845,0.032838,0.032838,0.032838,0.047709,0.032838,0.032838,0.032838,0.049421,63.526013,2.955387,2.955387,2.955387,4.293778,2.955387,2.955387,2.955387,4.447887,1.032153,0.100000,0.090747,1.000000,0.90746551,1.749631,0.000000,10,0.473509,0.464467,,,73.902412,111.191709,0.664640,0.000000
13,1.300,0.703593,0.032797,0.032797,0.032797,0.048885,0.032797,0.032797,0.032797,0.050740,63.323333,2.951737,2.951737,2.951737,4.399630,2.951737,2.951737,2.951737,4.566615,1.015852,0.000000,0.014024,0.987879,0.14024320,1.758135,0.000000,10,0.472179,0.464473,,,61.418743,111.425972,0.551207,0.000000
14,1.400,0.701347,0.032757,0.032757,0.032757,0.050057,0.032757,0.032757,0.032757,0.052056,63.121194,2.948098,2.948098,2.948098,4.505167,2.948098,2.948098,2.948098,4.685053,1.000983,0.000000,0.012933,1.000000,0.12933364,1.766516,0.000000,10,0.470867,0.464460,,,63.978152,111.659632,0.572975,0.000000
15,1.500,0.699107,0.032716,0.032716,0.032716,0.051227,0.032716,0.032716,0.032716,0.053369,62.919595,2.944469,2.944469,2.944469,4.610386,2.944469,2.944469,2.944469,4.803203,0.981334,0.000000,0.017715,1.000000,0.17715423,1.774776,0.000000,10,0.469563,0.464428,,,62.319866,111.892691,0.556961,0.000000
16,1.600,0.696873,0.032676,0.032676,0.032676,0.052392,0.032676,0.032676,0.032676,0.054679,62.718538,2.940852,2.940852,2.940852,4.715283,2.940852,2.940852,2.940852,4.921065,1.024260,0.000000,0.043767,1.000000,0.43767378,1.782918,0.000000,10,0.468267,0.464377,,,70.208492,112.125149,0.626162,0.000000
17,1.700,0.694645,0.032636,0.032636,0.032636,0.053554,0.032636,0.032636,0.032636,0.055985,62.518023,2.937246,2.937246,2.937246,4.819857,2.937246,2.937246,2.937246,5.038643,1.022211,0.000000,0.003038,1.000000,0.03038125,1.790946,0.000000,10,0.466980,0.464307,,,65.125892,112.357007,0.579634,0.000000
18,1.800,0.692423,0.032596,0.032596,0.032596,0.054712,0.032596,0.032596,0.032596,0.057288,62.318050,2.933652,2.933652,2.933652,4.924103,2.933652,2.933652,2.933652,5.155937,0.953069,0.000000,0.065843,1.000000,0.65843095,1.798861,0.000000,10,0.465701,0.464218,,,66.098904,112.588267,0.587085,0.000000
19,1.900,0.690207,0.032556,0.032556,0.032556,0.055867,0.032556,0.032556,0.032556,0.058588,62.118621,2.930068,2.930068,2.930068,5.028021,2.930068,2.930068,2.930068,5.272948,1.023831,0.000000,0.070897,1.000000,0.70896650,1.806666,0.000000,10,0.464431,0.464111,,,69.118848,112.818928,0.612653,0.000000
20,2.000,0.687997,0.032517,0.032517,0.032517,0.057018,0.032517,0.032517,0.032517,0.059885,61.919736,2.926496,2.926496,2.926496,5.131607,2.926496,2.926496,2.926496,5.389680,0.975065,0.000000,0.045813,0.987879,0.45812924,1.814364,0.000000,10,0.463213,0.463984,,,66.728556,113.048993,0.590262,0.000000
21,2.100,0.685793,0.032477,0.032477,0.032477,0.058165,0.032477,0.032477,0.032477,0.061179,61.721395,2.922936,2.922936,2.922936,5.234858,2.922936,2.922936,2.922936,5.506132,1.027101,0.000000,0.052464,1.000000,0.52464164,1.821956,0.000000,10,0.462078,0.463838,,,75.715164,113.278461,0.668399,0.000000
22,2.200,0.683596,0.032438,0.032438,0.032438,0.059309,0.032438,0.032438,0.032438,0.062470,61.523598,2.919387,2.919387,2.919387,5.337772,2.919387,2.919387,2.919387,5.622307,0.955386,0.000000,0.068063,1.000000,0.68063168,1.829445,0.000000,10,0.460950,0.463674,,,66.396406,113.507335,0.584953,0.000000
23,2.300,0.681404,0.032398,0.032398,0.032398,0.060448,0.032398,0.032398,0.032398,0.063758,61.326346,2.915850,2.915850,2.915850,5.440347,2.915850,2.915850,2.915850,5.738206,1.032738,0.000000,0.076640,1.000000,0.76640168,1.836833,0.000000,10,0.459829,0.463491,,,75.013417,113.735616,0.659542,0.000000
24,2.400,0.679218,0.032359,0.032359,0.032359,0.061584,0.032359,0.032359,0.032359,0.065043,61.129640,2.912325,2.912325,2.912325,5.542580,2.912325,2.912325,2.912325,5.853831,0.973197,0.000000,0.055886,1.000000,0.55886023,1.844122,0.000000,10,0.458715,0.463288,,,65.530794,113.963304,0.575017,0.000000
25,2.500,0.677039,0.032320,0.032320,0.032320,0.062716,0.032320,0.032320,0.032320,0.066324,60.933479,2.908811,2.908811,2.908811,5.644468,2.908811,2.908811,2.908811,5.969184,1.045439,0.000000,0.070836,1.000000,0.70836382,1.851314,0.000000,10,0.457608,0.463067,,,72.352560,114.190400,0.633613,0.000000
26,2.600,0.674865,0.032281,0.032281,0.032281,0.063845,0.032281,0.032281,0.032281,0.067603,60.737864,2.905310,2.905310,2.905310,5.746009,2.905310,2.905310,2.905310,6.084266,1.053832,0.000000,0.009806,1.000000,0.09805724,1.858410,0.000000,10,0.456508,0.462828,,,61.520757,114.416906,0.537689,0.000000
27,2.700,0.672698,0.032242,0.032242,0.032242,0.064969,0.032242,0.032242,0.032242,0.068879,60.542795,2.901821,2.901821,2.901821,5.847201,2.901821,2.901821,2.901821,6.199080,1.010776,0.000000,0.039082,1.000000,0.39081755,1.865413,0.000000,10,0.455416,0.462569,,,67.012231,114.642824,0.584531,0.000000
28,2.800,0.670536,0.032204,0.032204,0.032204,0.066089,0.032204,0.032204,0.032204,0.070151,60.348273,2.898343,2.898343,2.898343,5.948041,2.898343,2.898343,2.898343,6.313626,0.981461,0.000000,0.027213,1.000000,0.27212699,1.872323,0.000000,10,0.454330,0.462292,,,64.978653,114.868154,0.565680,0.000000
29,2.900,0.668381,0.032165,0.032165,0.032165,0.067206,0.032165,0.032165,0.032165,0.071421,60.154296,2.894878,2.894878,2.894878,6.048527,2.894878,2.894878,2.894878,6.427906,0.987926,0.000000,0.008363,1.000000,0.08363005,1.879144,0.000000,10,0.453250,0.461996,,,68.271526,115.092898,0.593186,0.000000
30,3.000,0.666232,0.032127,0.032127,0.032127,0.068318,0.032127,0.032127,0.032127,0.072688,59.960866,2.891426,2.891426,2.891426,6.148657,2.891426,2.891426,2.891426,6.541923,1.051203,0.000000,0.061909,1.000000,0.61908802,1.885876,0.000000,10,0.452178,0.461681,,,67.810489,115.317057,0.588035,0.000000
31,3.100,0.664089,0.032089,0.032089,0.032089,0.069427,0.032089,0.032089,0.032089,0.073952,59.767983,2.887985,2.887985,2.887985,6.248429,2.887985,2.887985,2.887985,6.655677,1.031798,0.000000,0.016674,1.000000,0.16674494,1.892521,0.000000,10,0.451112,0.461348,,,71.767092,115.540632,0.621142,0.000000
32,3.200,0.661952,0.032051,0.032051,0.032051,0.070532,0.032051,0.032051,0.032051,0.075213,59.575646,2.884557,2.884557,2.884557,6.347839,2.884557,2.884557,2.884557,6.769171,1.040902,0.000000,0.010538,1.000000,0.10538389,1.899081,0.000000,10,0.450053,0.460996,,,70.089428,115.763626,0.605453,0.000000
33,3.300,0.659821,0.032013,0.032013,0.032013,0.071632,0.032013,0.032013,0.032013,0.076471,59.383855,2.881142,2.881142,2.881142,6.446887,2.881142,2.881142,2.881142,6.882407,1.048595,0.000000,0.009122,1.000000,0.09122492,1.905557,0.000000,10,0.449001,0.460625,,,74.935874,115.986039,0.646077,0.000000
34,3.400,0.657696,0.031975,0.031975,0.031975,0.072729,0.031975,0.031975,0.031975,0.077727,59.192611,2.877739,2.877739,2.877739,6.545569,2.877739,2.877739,2.877739,6.995386,0.994874,0.000000,0.049528,1.000000,0.49527626,1.911950,0.000000,10,0.447955,0.460236,,,72.923100,116.207873,0.627523,0.000000
35,3.500,0.655577,0.031937,0.031937,0.031937,0.073821,0.031937,0.031937,0.031937,0.078979,59.001914,2.874349,2.874349,2.874349,6.643884,2.874349,2.874349,2.874349,7.108109,1.033795,0.000000,0.039366,1.000000,0.39365573,1.918262,0.000000,10,0.446915,0.459829,,,69.823629,116.429129,0.599709,0.000000
36,3.600,0.653464,0.031900,0.031900,0.031900,0.074909,0.031900,0.031900,0.031900,0.080229,58.811762,2.870971,2.870971,2.870971,6.741830,2.870971,2.870971,2.870971,7.220579,0.977292,0.000000,0.052973,1.000000,0.52973222,1.924494,0.000000,10,0.445882,0.459403,,,71.143265,116.649809,0.609888,0.000000
37,3.700,0.651357,0.031862,0.031862,0.031862,0.075993,0.031862,0.031862,0.031862,0.081476,58.622157,2.867607,2.867607,2.867607,6.839404,2.867607,2.867607,2.867607,7.332798,1.025673,0.000000,0.048856,1.000000,0.48855542,1.930647,0.000000,10,0.444855,0.458959,,,71.618539,116.869915,0.612806,0.000000
38,3.800,0.649257,0.031825,0.031825,0.031825,0.077073,0.031825,0.031825,0.031825,0.082720,58.433098,2.864255,2.864255,2.864255,6.936605,2.864255,2.864255,2.864255,7.444767,1.027395,0.000000,0.003546,1.000000,0.03546457,1.936723,0.000000,10,0.443835,0.458496,,,67.737053,117.089448,0.578507,0.000000
39,3.900,0.647162,0.031788,0.031788,0.031788,0.078149,0.031788,0.031788,0.031788,0.083961,58.244585,2.860916,2.860916,2.860916,7.033430,2.860916,2.860916,2.860916,7.556488,0.976634,0.000000,0.047737,1.000000,0.47736737,1.942723,0.000000,10,0.442821,0.458015,,,71.877628,117.308410,0.612724,0.000000
40,4.000,0.645074,0.031751,0.031751,0.031751,0.079221,0.031751,0.031751,0.031751,0.085200,58.056617,2.857590,2.857590,2.857590,7.129877,2.857590,2.857590,2.857590,7.667963,1.027975,0.000000,0.051603,1.000000,0.51603100,1.948648,0.000000,10,0.441813,0.457516,,,76.426862,117.526803,0.650293,0.000000
41,4.100,0.642991,0.031714,0.031714,0.031714,0.080288,0.031714,0.031714,0.031714,0.086435,57.869194,2.854278,2.854278,2.854278,7.225945,2.854278,2.854278,2.854278,7.779194,1.041198,0.000000,0.014417,1.000000,0.14417256,1.954499,0.000000,10,0.440811,0.456999,,,70.097354,117.744628,0.595334,0.000000
42,4.200,0.640915,0.031678,0.031678,0.031678,0.081351,0.031678,0.031678,0.031678,0.087669,57.682317,2.850978,2.850978,2.850978,7.321632,2.850978,2.850978,2.850978,7.890182,1.001702,0.000000,0.036265,1.000000,0.36264532,1.960278,0.000000,10,0.439815,0.456463,,,71.102957,117.961886,0.602762,0.000000
43,4.300,0.638844,0.031641,0.031641,0.031641,0.082410,0.031641,0.031641,0.031641,0.088899,57.495984,2.847692,2.847692,2.847692,7.416935,2.847692,2.847692,2.847692,8.000930,1.011956,0.000000,0.011840,1.000000,0.11839935,1.965985,0.000000,10,0.438826,0.455909,,,72.607757,118.178581,0.614390,0.000000
44,4.400,0.636780,0.031605,0.031605,0.031605,0.083465,0.031605,0.031605,0.031605,0.090127,57.310195,2.844419,2.844419,2.844419,7.511852,2.844419,2.844419,2.844419,8.111439,1.052202,0.000000,0.039901,1.000000,0.39901479,1.971622,0.000000,10,0.437842,0.455338,,,77.335071,118.394712,0.653197,0.000000
45,4.500,0.634722,0.031568,0.031568,0.031568,0.084515,0.031568,0.031568,0.031568,0.091352,57.124951,2.841159,2.841159,2.841159,7.606383,2.841159,2.841159,2.841159,8.221711,1.070787,0.000000,0.019036,1.000000,0.19036349,1.977189,0.000000,10,0.436864,0.454748,,,70.510855,118.610283,0.594475,0.000000
46,4.600,0.632669,0.031532,0.031532,0.031532,0.085561,0.031532,0.031532,0.031532,0.092575,56.940249,2.837913,2.837913,2.837913,7.700525,2.837913,2.837913,2.837913,8.331748,0.995522,0.000000,0.068704,1.000000,0.68703682,1.982688,0.000000,10,0.435892,0.454140,,,73.834710,118.825296,0.621372,0.000000
47,4.700,0.630623,0.031496,0.031496,0.031496,0.086603,0.031496,0.031496,0.031496,0.093795,56.756091,2.834680,2.834680,2.834680,7.794276,2.834680,2.834680,2.834680,8.441553,0.982407,0.000000,0.011497,1.000000,0.11497241,1.988119,0.000000,10,0.434926,0.453515,,,71.530070,119.039751,0.600892,0.000000
48,4.800,0.628583,0.031461,0.031461,0.031461,0.087640,0.031461,0.031461,0.031461,0.095013,56.572475,2.831461,2.831461,2.831461,7.887634,2.831461,2.831461,2.831461,8.551125,1.050158,0.000000,0.066095,1.000000,0.66095139,1.993484,0.000000,10,0.433966,0.452872,,,79.723255,119.253651,0.668518,0.000000
49,4.900,0.626549,0.031425,0.031425,0.031425,0.088673,0.031425,0.031425,0.031425,0.096227,56.389401,2.828255,2.828255,2.828255,7.980598,2.828255,2.828255,2.828255,8.660469,1.029644,0.000000,0.017883,1.000000,0.17882832,1.998784,0.000000,10,0.433011,0.452211,,,74.718808,119.466998,0.625435,0.000000
50,5.000,0.624521,0.031390,0.031390,0.031390,0.089702,0.031390,0.031390,0.031390,0.097440,56.206869,2.825063,2.825063,2.825063,8.073167,2.825063,2.825063,2.825063,8.769585,0.992354,0.000000,0.034599,1.000000,0.34599319,2.004019,0.000000,10,0.432063,0.451532,,,74.867713,119.679794,0.625567,0.000000
51,5.100,0.622499,0.031354,0.031354,0.031354,0.090726,0.031354,0.031354,0.031354,0.098650,56.024878,2.821885,2.821885,2.821885,8.165337,2.821885,2.821885,2.821885,8.878476,1.080760,0.000000,0.083332,1.000000,0.83331618,2.009191,0.000000,10,0.431119,0.450835,,,78.093668,119.892040,0.651367,0.000000
52,5.200,0.620483,0.031319,0.031319,0.031319,0.091746,0.031319,0.031319,0.031319,0.099857,55.843426,2.818720,2.818720,2.818720,8.257109,2.818720,2.818720,2.818720,8.987143,1.007197,0.000000,0.066516,1.000000,0.66516059,2.014300,0.000000,10,0.430182,0.450121,,,74.912749,120.103739,0.623734,0.000000
53,5.300,0.618472,0.031284,0.031284,0.031284,0.092761,0.031284,0.031284,0.031284,0.101062,55.662515,2.815570,2.815570,2.815570,8.348479,2.815570,2.815570,2.815570,9.095588,1.048526,0.000000,0.041006,1.000000,0.41005811,2.019347,0.000000,10,0.429250,0.449390,,,78.399904,120.314893,0.651623,0.000000
54,5.400,0.616468,0.031249,0.031249,0.031249,0.093772,0.031249,0.031249,0.031249,0.102265,55.482142,2.812433,2.812433,2.812433,8.439447,2.812433,2.812433,2.812433,9.203813,1.005464,0.000000,0.039487,1.000000,0.39486948,2.024332,0.000000,10,0.428323,0.448641,,,78.871656,120.525503,0.654398,0.000000
55,5.500,0.614470,0.031215,0.031215,0.031215,0.094778,0.031215,0.031215,0.031215,0.103465,55.302308,2.809310,2.809310,2.809310,8.530011,2.809310,2.809310,2.809310,9.311821,1.082079,0.000000,0.072329,1.000000,0.72328703,2.029258,0.000000,10,0.427402,0.447875,,,78.059952,120.735572,0.646536,0.000000
56,5.600,0.612478,0.031180,0.031180,0.031180,0.095780,0.031180,0.031180,0.031180,0.104662,55.123012,2.806201,2.806201,2.806201,8.620169,2.806201,2.806201,2.806201,9.419613,1.033576,0.000000,0.043260,1.000000,0.43260471,2.034124,0.000000,10,0.426486,0.447091,,,76.634020,120.945103,0.633626,0.000000
57,5.700,0.610492,0.031146,0.031146,0.031146,0.096777,0.031146,0.031146,0.031146,0.105858,54.944252,2.803106,2.803106,2.803106,8.709919,2.803106,2.803106,2.803106,9.527191,1.011369,0.000000,0.019891,1.000000,0.19890674,2.038932,0.000000,10,0.425576,0.446290,,,78.676240,121.154096,0.649390,0.000000
58,5.800,0.608511,0.031111,0.031111,0.031111,0.097770,0.031111,0.031111,0.031111,0.107051,54.766029,2.800025,2.800025,2.800025,8.799261,2.800025,2.800025,2.800025,9.634557,1.069449,0.000000,0.055841,1.000000,0.55841414,2.043682,0.000000,10,0.424671,0.445472,,,78.394557,121.362554,0.645953,0.000000
59,5.900,0.606537,0.031077,0.031077,0.031077,0.098758,0.031077,0.031077,0.031077,0.108241,54.588341,2.796959,2.796959,2.796959,8.888193,2.796959,2.796959,2.796959,9.741712,1.018586,0.000000,0.046020,1.000000,0.46019659,2.048375,0.000000,10,0.423771,0.444637,,,78.184288,121.570480,0.643119,0.000000
60,6.000,0.604569,0.031043,0.031043,0.031043,0.099741,0.031043,0.031043,0.031043,0.109430,54.411188,2.793906,2.793906,2.793906,8.976713,2.793906,2.793906,2.793906,9.848660,1.001742,0.000000,0.014953,1.000000,0.14952911,2.053012,0.000000,10,0.422876,0.443785,,,75.543209,121.777875,0.620336,0.000000
61,6.100,0.602606,0.031010,0.031010,0.031010,0.100720,0.031010,0.031010,0.031010,0.110616,54.234568,2.790868,2.790868,2.790868,9.064820,2.790868,2.790868,2.790868,9.955402,1.029069,0.000000,0.028114,1.000000,0.28114194,2.057593,0.000000,10,0.421987,0.442916,,,72.891321,121.984741,0.597545,0.000000
62,6.200,0.600650,0.030976,0.030976,0.030976,0.101695,0.030976,0.030976,0.030976,0.111799,54.058482,2.787844,2.787844,2.787844,9.152513,2.787844,2.787844,2.787844,10.061939,1.082707,0.000000,0.051056,1.000000,0.51056301,2.062119,0.000000,10,0.421103,0.442030,,,79.225761,122.191081,0.648376,0.000000
63,6.300,0.598699,0.030943,0.030943,0.030943,0.102664,0.030943,0.030943,0.030943,0.112981,53.882927,2.784835,2.784835,2.784835,9.239789,2.784835,2.784835,2.784835,10.168275,1.003960,0.000000,0.071256,1.000000,0.71256024,2.066591,0.000000,10,0.420224,0.441127,,,79.118151,122.396898,0.646407,0.000000
64,6.400,0.596754,0.030909,0.030909,0.030909,0.103629,0.030909,0.030909,0.030909,0.114160,53.707904,2.781840,2.781840,2.781840,9.326648,2.781840,2.781840,2.781840,10.274410,1.069936,0.000000,0.063149,1.000000,0.63148771,2.071010,0.000000,10,0.419350,0.440208,,,77.598611,122.602193,0.632930,0.000000
65,6.500,0.594816,0.030876,0.030876,0.030876,0.104590,0.030876,0.030876,0.030876,0.115337,53.533410,2.778859,2.778859,2.778859,9.413089,2.778859,2.778859,2.778859,10.380347,1.036823,0.000000,0.029418,1.000000,0.29418076,2.075376,0.000000,10,0.418480,0.439271,,,73.410513,122.806968,0.597772,0.000000
66,6.600,0.592883,0.030843,0.030843,0.030843,0.105546,0.030843,0.030843,0.030843,0.116512,53.359446,2.775893,2.775893,2.775893,9.499109,2.775893,2.775893,2.775893,10.486088,1.084029,0.000000,0.045049,1.000000,0.45048552,2.079689,0.000000,10,0.417616,0.438319,,,76.871952,123.011226,0.624918,0.000000
67,6.700,0.590956,0.030810,0.030810,0.030810,0.106497,0.030810,0.030810,0.030810,0.117685,53.186011,2.772941,2.772941,2.772941,9.584708,2.772941,2.772941,2.772941,10.591635,1.039183,0.000000,0.039868,1.000000,0.39868092,2.083952,0.000000,10,0.416757,0.437349,,,80.360596,123.214970,0.652198,0.000000
68,6.800,0.589034,0.030778,0.030778,0.030778,0.107443,0.030778,0.030778,0.030778,0.118855,53.013102,2.770004,2.770004,2.770004,9.669885,2.770004,2.770004,2.770004,10.696989,1.025760,0.000000,0.011378,1.000000,0.11377531,2.088163,0.000000,10,0.415903,0.436364,,,78.148807,123.418201,0.633203,0.000000
69,6.900,0.587119,0.030745,0.030745,0.030745,0.108385,0.030745,0.030745,0.030745,0.120024,52.840720,2.767081,2.767081,2.767081,9.754637,2.767081,2.767081,2.767081,10.802154,1.064500,0.000000,0.037888,1.000000,0.37888445,2.092325,0.000000,10,0.415053,0.435361,,,78.508869,123.620921,0.635078,0.000000
70,7.000,0.585210,0.030713,0.030713,0.030713,0.109322,0.030713,0.030713,0.030713,0.121190,52.668863,2.764174,2.764174,2.764174,9.838965,2.764174,2.764174,2.764174,10.907130,1.044808,0.000000,0.016979,0.987879,0.16978994,2.096436,0.000000,10,0.414244,0.434343,,,76.587942,123.823134,0.618527,0.000000
71,7.100,0.583306,0.030681,0.030681,0.030681,0.110254,0.030681,0.030681,0.030681,0.122355,52.497531,2.761280,2.761280,2.761280,9.922866,2.761280,2.761280,2.761280,11.011920,0.996758,0.000000,0.044518,1.000000,0.44518055,2.100499,0.000000,10,0.413478,0.433309,,,78.704676,124.024842,0.634588,0.000000
72,7.200,0.581408,0.030649,0.030649,0.030649,0.111182,0.030649,0.030649,0.030649,0.123517,52.326721,2.758402,2.758402,2.758402,10.006340,2.758402,2.758402,2.758402,11.116526,1.069675,0.000000,0.069597,1.000000,0.69596676,2.104514,0.000000,10,0.412717,0.432258,,,86.061432,124.226046,0.692781,0.000000
73,7.300,0.579516,0.030617,0.030617,0.030617,0.112104,0.030617,0.030617,0.030617,0.124677,52.156434,2.755538,2.755538,2.755538,10.089386,2.755538,2.755538,2.755538,11.220950,1.070568,0.000000,0.002511,1.000000,0.02510855,2.108480,0.000000,10,0.411960,0.431191,,,76.124134,124.426750,0.611799,0.000000
74,7.400,0.577630,0.030585,0.030585,0.030585,0.113022,0.030585,0.030585,0.030585,0.125835,51.986667,2.752690,2.752690,2.752690,10.172001,2.752690,2.752690,2.752690,11.325194,1.077736,0.000000,0.008164,1.000000,0.08163671,2.112400,0.000000,10,0.411207,0.430109,,,76.272598,124.626956,0.612007,0.000000
75,7.500,0.575749,0.030554,0.030554,0.030554,0.113935,0.030554,0.030554,0.030554,0.126992,51.817421,2.749856,2.749856,2.749856,10.254185,2.749856,2.749856,2.749856,11.429260,1.080860,0.000000,0.004418,1.000000,0.04418494,2.116273,0.000000,10,0.410459,0.429010,,,75.042561,124.826666,0.601174,0.000000
76,7.600,0.573874,0.030523,0.030523,0.030523,0.114844,0.030523,0.030523,0.030523,0.128146,51.648693,2.747037,2.747037,2.747037,10.335938,2.747037,2.747037,2.747037,11.533150,1.036947,0.000000,0.039176,1.000000,0.39176249,2.120100,0.000000,10,0.409715,0.427896,,,79.421212,125.025883,0.635238,0.000000
77,7.700,0.572005,0.030491,0.030491,0.030491,0.115747,0.030491,0.030491,0.030491,0.129299,51.480482,2.744233,2.744233,2.744233,10.417257,2.744233,2.744233,2.744233,11.636866,1.008946,0.000000,0.025537,1.000000,0.25536733,2.123881,0.000000,10,0.408974,0.426766,,,72.482392,125.224609,0.578819,0.000000
78,7.800,0.570142,0.030460,0.030460,0.030460,0.116646,0.030460,0.030460,0.030460,0.130449,51.312788,2.741443,2.741443,2.741443,10.498142,2.741443,2.741443,2.741443,11.740410,1.070780,0.000000,0.059159,1.000000,0.59159287,2.127618,0.000000,10,0.408238,0.425620,,,78.022688,125.422847,0.622077,0.000000
79,7.900,0.568285,0.030430,0.030430,0.030430,0.117540,0.030430,0.030430,0.030430,0.131598,51.145609,2.738669,2.738669,2.738669,10.578592,2.738669,2.738669,2.738669,11.843784,1.046886,0.000000,0.020853,0.987879,0.20852711,2.131310,0.000000,10,0.407514,0.424459,,,77.042532,125.620599,0.613295,0.000000
