step,time_s,request_type,probability,qps,evidence_type
0,0.000,single_expert,0.733333,66.000000,replay
0,0.000,multi_expert_top2,0.033333,3.000000,replay
0,0.000,multi_expert_top4,0.033333,3.000000,replay
0,0.000,cache_hit,0.033333,3.000000,replay
0,0.000,cache_miss,0.033333,3.000000,replay
0,0.000,payload_small,0.033333,3.000000,replay
0,0.000,payload_large,0.033333,3.000000,replay
0,0.000,batch_small,0.033333,3.000000,replay
0,0.000,batch_large,0.033333,3.000000,replay
1,0.100,single_expert,0.731010,65.790907,replay
1,0.100,multi_expert_top2,0.033291,2.996227,replay
1,0.100,multi_expert_top4,0.033291,2.996227,replay
1,0.100,cache_hit,0.033291,2.996227,replay
1,0.100,cache_miss,0.034549,3.109408,replay
1,0.100,payload_small,0.033291,2.996227,replay
1,0.100,payload_large,0.033291,2.996227,replay
1,0.100,batch_small,0.033291,2.996227,replay
1,0.100,batch_large,0.034692,3.122321,replay
2,0.200,single_expert,0.728693,65.582343,replay
2,0.200,multi_expert_top2,0.033250,2.992464,replay
2,0.200,multi_expert_top4,0.033250,2.992464,replay
2,0.200,cache_hit,0.033250,2.992464,replay
2,0.200,cache_miss,0.035762,3.218537,replay
2,0.200,payload_small,0.033250,2.992464,replay
2,0.200,payload_large,0.033250,2.992464,replay
2,0.200,batch_small,0.033250,2.992464,replay
2,0.200,batch_large,0.036048,3.244335,replay
3,0.300,single_expert,0.726381,65.374308,replay
3,0.300,multi_expert_top2,0.033208,2.988711,replay
3,0.300,multi_expert_top4,0.033208,2.988711,replay
3,0.300,cache_hit,0.033208,2.988711,replay
3,0.300,cache_miss,0.036971,3.327383,replay
3,0.300,payload_small,0.033208,2.988711,replay
3,0.300,payload_large,0.033208,2.988711,replay
3,0.300,batch_small,0.033208,2.988711,replay
3,0.300,batch_large,0.037400,3.366043,replay
4,0.400,single_expert,0.724076,65.166804,replay
4,0.400,multi_expert_top2,0.033166,2.984967,replay
4,0.400,multi_expert_top4,0.033166,2.984967,replay
4,0.400,cache_hit,0.033166,2.984967,replay
4,0.400,cache_miss,0.038177,3.435944,replay
4,0.400,payload_small,0.033166,2.984967,replay
4,0.400,payload_large,0.033166,2.984967,replay
4,0.400,batch_small,0.033166,2.984967,replay
4,0.400,batch_large,0.038749,3.487447,replay
5,0.500,single_expert,0.721776,64.959832,replay
5,0.500,multi_expert_top2,0.033125,2.981234,replay
5,0.500,multi_expert_top4,0.033125,2.981234,replay
5,0.500,cache_hit,0.033125,2.981234,replay
5,0.500,cache_miss,0.039380,3.544216,replay
5,0.500,payload_small,0.033125,2.981234,replay
5,0.500,payload_large,0.033125,2.981234,replay
5,0.500,batch_small,0.033125,2.981234,replay
5,0.500,batch_large,0.040095,3.608548,replay
6,0.600,single_expert,0.719482,64.753394,replay
6,0.600,multi_expert_top2,0.033083,2.977510,replay
6,0.600,multi_expert_top4,0.033083,2.977510,replay
6,0.600,cache_hit,0.033083,2.977510,replay
6,0.600,cache_miss,0.040580,3.652197,replay
6,0.600,payload_small,0.033083,2.977510,replay
6,0.600,payload_large,0.033083,2.977510,replay
6,0.600,batch_small,0.033083,2.977510,replay
6,0.600,batch_large,0.041437,3.729347,replay
7,0.700,single_expert,0.717194,64.547489,replay
7,0.700,multi_expert_top2,0.033042,2.973797,replay
7,0.700,multi_expert_top4,0.033042,2.973797,replay
7,0.700,cache_hit,0.033042,2.973797,replay
7,0.700,cache_miss,0.041776,3.759882,replay
7,0.700,payload_small,0.033042,2.973797,replay
7,0.700,payload_large,0.033042,2.973797,replay
7,0.700,batch_small,0.033042,2.973797,replay
7,0.700,batch_large,0.042776,3.849846,replay
8,0.800,single_expert,0.714912,64.342120,replay
8,0.800,multi_expert_top2,0.033001,2.970094,replay
8,0.800,multi_expert_top4,0.033001,2.970094,replay
8,0.800,cache_hit,0.033001,2.970094,replay
8,0.800,cache_miss,0.042970,3.867269,replay
8,0.800,payload_small,0.033001,2.970094,replay
8,0.800,payload_large,0.033001,2.970094,replay
8,0.800,batch_small,0.033001,2.970094,replay
8,0.800,batch_large,0.044112,3.970046,replay
9,0.900,single_expert,0.712637,64.137287,replay
9,0.900,multi_expert_top2,0.032960,2.966402,replay
9,0.900,multi_expert_top4,0.032960,2.966402,replay
9,0.900,cache_hit,0.032960,2.966402,replay
9,0.900,cache_miss,0.044160,3.974355,replay
9,0.900,payload_small,0.032960,2.966402,replay
9,0.900,payload_large,0.032960,2.966402,replay
9,0.900,batch_small,0.032960,2.966402,replay
9,0.900,batch_large,0.045444,4.089948,replay
10,1.000,single_expert,0.710367,63.932991,replay
10,1.000,multi_expert_top2,0.032919,2.962719,replay
10,1.000,multi_expert_top4,0.032919,2.962719,replay
10,1.000,cache_hit,0.032919,2.962719,replay
10,1.000,cache_miss,0.045346,4.081137,replay
10,1.000,payload_small,0.032919,2.962719,replay
10,1.000,payload_large,0.032919,2.962719,replay
10,1.000,batch_small,0.032919,2.962719,replay
10,1.000,batch_large,0.046773,4.209555,replay
11,1.100,single_expert,0.708103,63.729233,replay
11,1.100,multi_expert_top2,0.032878,2.959048,replay
11,1.100,multi_expert_top4,0.032878,2.959048,replay
11,1.100,cache_hit,0.032878,2.959048,replay
11,1.100,cache_miss,0.046529,4.187613,replay
11,1.100,payload_small,0.032878,2.959048,replay
11,1.100,payload_large,0.032878,2.959048,replay
11,1.100,batch_small,0.032878,2.959048,replay
11,1.100,batch_large,0.048099,4.328868,replay
12,1.200,single_expert,0.705845,63.526013,replay
12,1.200,multi_expert_top2,0.032838,2.955387,replay
12,1.200,multi_expert_top4,0.032838,2.955387,replay
12,1.200,cache_hit,0.032838,2.955387,replay
12,1.200,cache_miss,0.047709,4.293778,replay
12,1.200,payload_small,0.032838,2.955387,replay
12,1.200,payload_large,0.032838,2.955387,replay
12,1.200,batch_small,0.032838,2.955387,replay
12,1.200,batch_large,0.049421,4.447887,replay
13,1.300,single_expert,0.703593,63.323333,replay
13,1.300,multi_expert_top2,0.032797,2.951737,replay
13,1.300,multi_expert_top4,0.032797,2.951737,replay
13,1.300,cache_hit,0.032797,2.951737,replay
13,1.300,cache_miss,0.048885,4.399630,replay
13,1.300,payload_small,0.032797,2.951737,replay
13,1.300,payload_large,0.032797,2.951737,replay
13,1.300,batch_small,0.032797,2.951737,replay
13,1.300,batch_large,0.050740,4.566615,replay
14,1.400,single_expert,0.701347,63.121194,replay
14,1.400,multi_expert_top2,0.032757,2.948098,replay
14,1.400,multi_expert_top4,0.032757,2.948098,replay
14,1.400,cache_hit,0.032757,2.948098,replay
14,1.400,cache_miss,0.050057,4.505167,replay
14,1.400,payload_small,0.032757,2.948098,replay
14,1.400,payload_large,0.032757,2.948098,replay
14,1.400,batch_small,0.032757,2.948098,replay
14,1.400,batch_large,0.052056,4.685053,replay
15,1.500,single_expert,0.699107,62.919595,replay
15,1.500,multi_expert_top2,0.032716,2.944469,replay
15,1.500,multi_expert_top4,0.032716,2.944469,replay
15,1.500,cache_hit,0.032716,2.944469,replay
15,1.500,cache_miss,0.051227,4.610386,replay
15,1.500,payload_small,0.032716,2.944469,replay
15,1.500,payload_large,0.032716,2.944469,replay
15,1.500,batch_small,0.032716,2.944469,replay
15,1.500,batch_large,0.053369,4.803203,replay
16,1.600,single_expert,0.696873,62.718538,replay
16,1.600,multi_expert_top2,0.032676,2.940852,replay
16,1.600,multi_expert_top4,0.032676,2.940852,replay
16,1.600,cache_hit,0.032676,2.940852,replay
16,1.600,cache_miss,0.052392,4.715283,replay
16,1.600,payload_small,0.032676,2.940852,replay
16,1.600,payload_large,0.032676,2.940852,replay
16,1.600,batch_small,0.032676,2.940852,replay
16,1.600,batch_large,0.054679,4.921065,replay
17,1.700,single_expert,0.694645,62.518023,replay
17,1.700,multi_expert_top2,0.032636,2.937246,replay
17,1.700,multi_expert_top4,0.032636,2.937246,replay
17,1.700,cache_hit,0.032636,2.937246,replay
17,1.700,cache_miss,0.053554,4.819857,replay
17,1.700,payload_small,0.032636,2.937246,replay
17,1.700,payload_large,0.032636,2.937246,replay
17,1.700,batch_small,0.032636,2.937246,replay
17,1.700,batch_large,0.055985,5.038643,replay
18,1.800,single_expert,0.692423,62.318050,replay
18,1.800,multi_expert_top2,0.032596,2.933652,replay
18,1.800,multi_expert_top4,0.032596,2.933652,replay
18,1.800,cache_hit,0.032596,2.933652,replay
18,1.800,cache_miss,0.054712,4.924103,replay
18,1.800,payload_small,0.032596,2.933652,replay
18,1.800,payload_large,0.032596,2.933652,replay
18,1.800,batch_small,0.032596,2.933652,replay
18,1.800,batch_large,0.057288,5.155937,replay
19,1.900,single_expert,0.690207,62.118621,replay
19,1.900,multi_expert_top2,0.032556,2.930068,replay
19,1.900,multi_expert_top4,0.032556,2.930068,replay
19,1.900,cache_hit,0.032556,2.930068,replay
19,1.900,cache_miss,0.055867,5.028021,replay
19,1.900,payload_small,0.032556,2.930068,replay
19,1.900,payload_large,0.032556,2.930068,replay
19,1.900,batch_small,0.032556,2.930068,replay
19,1.900,batch_large,0.058588,5.272948,replay
20,2.000,single_expert,0.687997,61.919736,replay
20,2.000,multi_expert_top2,0.032517,2.926496,replay
20,2.000,multi_expert_top4,0.032517,2.926496,replay
20,2.000,cache_hit,0.032517,2.926496,replay
20,2.000,cache_miss,0.057018,5.131607,replay
20,2.000,payload_small,0.032517,2.926496,replay
20,2.000,payload_large,0.032517,2.926496,replay
20,2.000,batch_small,0.032517,2.926496,replay
20,2.000,batch_large,0.059885,5.389680,replay
21,2.100,single_expert,0.685793,61.721395,replay
21,2.100,multi_expert_top2,0.032477,2.922936,replay
21,2.100,multi_expert_top4,0.032477,2.922936,replay
21,2.100,cache_hit,0.032477,2.922936,replay
21,2.100,cache_miss,0.058165,5.234858,replay
21,2.100,payload_small,0.032477,2.922936,replay
21,2.100,payload_large,0.032477,2.922936,replay
21,2.100,batch_small,0.032477,2.922936,replay
21,2.100,batch_large,0.061179,5.506132,replay
22,2.200,single_expert,0.683596,61.523598,replay
22,2.200,multi_expert_top2,0.032438,2.919387,replay
22,2.200,multi_expert_top4,0.032438,2.919387,replay
22,2.200,cache_hit,0.032438,2.919387,replay
22,2.200,cache_miss,0.059309,5.337772,replay
22,2.200,payload_small,0.032438,2.919387,replay
22,2.200,payload_large,0.032438,2.919387,replay
