policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,68.246682,113.447368,0.601571,0.000000
cga,CGA,0,0.000,replay,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,63.198781,113.447368,0.557076,0.000000
hda,HDA,0,0.000,replay,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,54.554645,113.447368,0.480881,0.000000
kubernetes-default,K8s default,1,1.000,replay,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,67.335928,113.447368,0.593543,0.000000
cga,CGA,1,1.000,replay,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,57.589911,113.447368,0.507635,0.000000
hda,HDA,1,1.000,replay,0.976378,0.002354,7,1.525982,0.000000,0.359677,1.100147,,,55.129429,113.447368,0.485947,0.000000
kubernetes-default,K8s default,2,2.000,replay,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,66.268886,113.447368,0.584138,0.000000
cga,CGA,2,2.000,replay,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,62.585041,113.447368,0.551666,0.000000
hda,HDA,2,2.000,replay,0.974189,0.002242,7,1.525982,0.000000,0.359677,1.100147,,,58.844352,113.447368,0.518693,0.000000
kubernetes-default,K8s default,3,3.000,replay,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,66.450372,113.447368,0.585737,0.000000
cga,CGA,3,3.000,replay,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,59.185946,113.447368,0.521704,0.000000
hda,HDA,3,3.000,replay,0.966759,0.007627,7,1.525982,0.000000,0.359677,1.100147,,,55.190631,113.447368,0.486487,0.000000
