request_id,status,latency_ms,experts,hot_expert,expert_popularity,error
0,200,49.169797,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
1,200,37.751480,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
2,200,42.919764,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
3,200,37.976524,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
4,200,36.716521,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
5,200,37.042004,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
6,200,39.298043,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
7,200,37.601626,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
8,200,38.471486,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
9,200,36.916195,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,
10,200,38.193312,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
11,200,37.683002,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
12,200,37.831099,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
13,200,36.166635,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
14,200,37.497912,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
15,200,39.393402,"2,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
16,200,37.634049,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
17,200,38.241412,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
18,200,37.088331,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
19,200,38.889724,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,
20,200,38.002812,"0,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
21,200,38.448071,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
22,200,37.748615,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
23,200,37.046891,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
24,200,37.689061,"4,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
25,200,36.560687,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
26,200,36.438045,"3,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
27,200,38.039862,"1,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
28,200,38.207259,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
29,200,37.739929,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,
30,200,40.836170,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
31,200,38.961069,"2,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
32,200,39.155474,"5,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
33,200,39.404092,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
34,200,37.168100,"3,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,
