benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale45,replica5,step,cga,replay,500,78.341116,120.612187,0.000000,90.000000,7.518000,0.016303,1.000000
moe-serving,scale45,replica5,step,hda,replay,500,74.931756,115.691670,0.000000,90.000000,7.518000,0.016303,1.000000
moe-serving,scale45,replica5,step,kubernetes-default,replay,500,83.506514,127.764750,0.000000,90.000000,7.518000,0.016303,1.000000
moe-serving,scale45,replica5,step,policy2,replay,500,76.594862,117.955432,0.000000,90.000000,7.518000,0.016303,1.000000
moe-serving,scale45,replica5,step,policy3,replay,500,75.698125,116.467184,0.000000,90.000000,7.518000,0.016303,1.000000
